Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS
Albert,Sound quality is good,White,03-Sep-21,Nice one,4
VINOTHKUMAR,Don't buy this,Spirit Lime,25-Jun-21,Don't waste your money......,1
Amazon Customer,Amazing product,Iguana,16-Nov-21,Very good ear phones,5
mallesham,everything is good,White,27-Feb-22,"nice product,so good",4
Arunreddy,Not worthy,White,03-Jun-22,Not worth for produc,2
Alijah786,wonderful but handle with care,White,01-Feb-22,nice,4
Harvinder,Product is really good,Black,18-Jan-22,Good product,5
Rajendra Maruti Dewarde,Mic malfunctioned in less than days,Iguana,05-Sep-21,The Microphone malfunctioned in less than 30days of use.,1
Anup Dhital,After months one side of earphone not working,Black,21-Jan-22,Don't buy this product,1
Awadhesh Singh,After one month stop working one side... Waste of money,White,01-Jan-22,Waste of money...,1
Siddhika pandey,Avrage,Blue,01-Dec-21,Nice,3
SHAFI. S,good,Black,10-Jan-22,good,5
SYED NAZER AHMED ,Good product,Spirit Lime,16-Jun-21,Excellent work for me,5
Imran khan,No longer life,White,30-Sep-21,No value for money.,1
Chandan Vishwakarma,Poor,Black,19-Nov-21,Lo quality product,1
Sukesh abhimanyu,Right ear not working after month,Spirit Lime,19-Nov-21,Right ear not working after 1month,1
Vidya,Disappointed,Black,06-Nov-21,"Poor sound quality, no bass",1
Ajitha,Ok ok product,Iguana,04-Sep-21,Echo disturbances,3
Aryan Kumar gupta,Sound quality,Iguana,10-Oct-21,Sound quality is worstDon't buy this product,2
mohit gupta,Looks fake,Blue,20-Jan-22,Cheap product,2
Amazon Customer,Good product,Blue,08-Feb-22,Really recommended,5
Pranali,Good product,Black,23-Jun-21,Good sound quality,4
murali,Don't buy dead in a month,Black,23-Nov-21,One side dead in two weeks don't buy,1
Siddharth nandal,Very good in comparison with its price,White,31-Mar-22,I likes it,5
SUNIL KUMAR YADAV,Bad Quality sounds,Black,21-Jul-21,Bad sounds Quality,2
Aastha,Thankyou Amazon,Black,22-Sep-21,The media could not be loaded.,5
Abhilash Chipkar,Amazing sound quality at this price.,Spirit Lime,13-Jul-21,The best earphones money can buy at this price point.,5
Faisal khan,Not purchased,Blue,16-Jul-21,Sound quality verry poor,1
Vedashri A.,"Good but High' Price , more than its original value",White,02-Oct-21,"Price factor, which disliked the Most No value for money",2
Manoj singh,Yes,Blue,04-Jan-22,Good Item,5
Amazon Customer,"Mic stopped working, sometimes works sometimes don't. This model is of poor quality",White,29-Sep-21,"Mic stopped working, poor quality. Sound is decent",1
ravinder kumar,Worst earphone,Black,15-Jul-21,Its stopped working in 10days only. Don't buy this product.,1
Satyam Thakur,Not so Good,Black,30-Jun-21,"Sound eco problem , voice not clear , mic is also not working properly",1
Reviewer,Good product,White,16-Jun-21,Good sound quality,5
prince,Amazing purchase,Blue,26-Nov-21,Really served the purpose.,5
Sayanatni dey,Awesome go for it,Black,13-Jul-21,Best in price...,5
Pravin,Top quality headphone,Black,24-Sep-21,Awesome earphone ... Just love to listen bass boosted song,4
SHARAT AKULA,"Ordinary earphones, Not that great in my opinion",Blue,16-Sep-21,Not that great sound,3
Zahid Yaqoob,Waste of money,Spirit Lime,22-Nov-21,Don't buy this one.waste product from boat,1
ROBIN RAO,Good,Black,12-Jan-22,The media could not be loaded.,4
Amazon Customer,Mic stopped working within a month,White,04-Mar-22,Mic Problem within one month,3
Himanshu Gupta,Value for money... Amazing sound quality,Black,17-Jan-22,Boat is the best in Earphone industry,5
S.Buvan Buvi,Best headphones,White,17-Nov-21,I am useing for last 4 month no probalm in headset,5
S.Balaji,Sound quality,Iguana,08-Jul-21,Nice Product. Sound quality good. Value for money.,5
Dileep2664,Not a good,White,20-Oct-21,Not a good This product,2
nabeel a.,Waste of money,Iguana,15-Nov-21,Waiste of money,1
Yash,good,Blue,28-Apr-22,product is good,5
Vinayak Ashok Talekar,Superb,Iguana,27-Jul-21,Awesome Quality,5
Aleena Saju,Not bad,Black,06-Jul-21,Noise cancellation is poor to me it's a demerit otherwise it's good,1
kalyan,Nice,Blue,29-Nov-21,Worth for money.,4
Kapil,not good expections,White,01-Mar-22,Bass quality is everage not so good,3
Devesh Tiwari,Sound quality are good,Spirit Lime,10-Feb-22,Sound quality are good,5
Prasanta pradhan,Xllent product,White,22-Feb-22,Xllent product,5
MD SHAMIM,Worst,Black,30-Sep-21,Bad experience,1
Prakash chaudhary,Worst earphone,Iguana,21-Sep-21,Worst earphone,1
asvanth,Simply waste,White,20-Sep-21,Don't buy guys,1
Punit,Good product,Black,22-Apr-22,It is a good product,5
Sunita pareek,Very nice and voice very pretty,Black,23-Dec-21,Song sunne ke leye use keya,5
Lucky,One the best earphone..,White,31-Mar-22,Best .,5
JAGANNATH,Very very nice I'm so happy,White,04-Jun-22,Very very good porduct,5
Sanjay S.,Almost average,Blue,31-Jul-21,Almost average,4
abdul,Awesome,Black,19-Nov-21,Superb,5
Ankit Shukla,Product is very good.,Black,12-Dec-21,Product quantity is very good,4
Suresh N,Good Quality and offertable price,Black,09-Jan-22,Good Quality and offertable price,5
Mdz. Hussain,Poor quality,Black,24-Jan-22,Really it's not a BoAt kind of product.,3
Suyash,Good quality value money totally worth it,Black,25-Jun-21,Absolutely Awesome experience with such earphones,5
Madireddy Nagendra,It's a normal here phones and will get damaged very quickly,Iguana,15-Dec-21,The media could not be loaded.,4
Sandhya,Nothing,White,04-Dec-21,I liked the product,5
Ridhi sisodia,Head phone of bad quality,White,22-Sep-21,No sound of headphone,1
Sai Nandan,Good,Black,30-Jul-21,Good sound qualityLow noise cancellation,4
Diana,Nothing like boat,Spirit Lime,02-Jun-22,Super,5
Amazon Customer,Don't go for this,Spirit Lime,05-Jan-22,Don't go for this,1
Srijith V C,Very comfortable to use for office meetings we,Black,28-Aug-21,Good,5
Lokesh sharma,Good product,Spirit Lime,11-Jul-21,Good sound quality and good productMoney for value,4
bhuvanesh,Waste of money duplicate please don't buy this item,Spirit Lime,17-Nov-21,Waste of money fraud,1
Poonam,Must buy,Black,17-Jul-21,Good product,5
Rakesh Sahoo,Ok type not so good,Spirit Lime,06-Jan-22,Not so good.,4
Hazard10,Using since months amazing earphones,Spirit Lime,19-Mar-22,Just amazing,5
Punit Mishra,Best sound quality,Black,10-Jul-21,Best headphones under 400,5
Amazon Customer,Value for money,Black,10-Jul-21,Good,5
GIRISH SHRIGOD,Good,White,11-Jun-22,Like,5
sagar,Worst product. There is no rubber protector for ears. I had head ache after using for houe,White,05-Mar-22,,1
Sayan Pal,Good,Blue,14-Dec-21,Nice,4
Harsh Kumar,Very good products,Black,17-Apr-22,Sound quality is good,5
abhinav mohan,Very bad quality..enough to tore eardrums.,Blue,22-Jun-21,Very bad quality..enough to tore eardrums.,1
Pamula Sudheer Kumar,Good,Spirit Lime,05-Mar-22,Nice product....,4
Kochi Mastan,Was really happy with this product but ot stopped working after a month,Spirit Lime,08-Oct-21,,2
shiva,Bass was not good,Iguana,12-Sep-21,"Sound ok ,but bass was not good",5
Reju Varghese,Bad product,White,01-Feb-22,Not working properly,1
ajinkya,Bad sound quility,White,27-Dec-21,sound quality bad,1
Prasanthkumar,Nice,Spirit Lime,29-Nov-21,Bass sound is not coming,3
Akshay,Boat is losing its plot now from here,White,12-Jun-22,It's not working in 1 month,3
Rakesh Bishnoi,Badiya h,White,14-Dec-21,,5
Chetan patil,Best Buying Product,White,27-May-22,Great Brand,5
vallu rajesh,Good,Blue,08-Mar-22,Good earphones but low quality,5
Sanjai,Creates noises,Blue,31-Oct-21,While using its createa a hizzy noise...,1
Aman ,perfect product,White,09-Sep-21,"amazing product , amazing price",5
AMRIT SINGH,Best in class,White,23-Mar-22,,5
Riyansh Dutta,It was good,White,25-Nov-21,I like this product,5
Aman Saini,Good Product,Black,14-Nov-21,Looks cool and value for money,5
Shaunak,Value for money,Black,13-Dec-21,Good quality product at good price,5
Jeet Sihag,Good products,Blue,03-Nov-21,I like it product but not so good for the price,2
Manish sharma,Not worth it,White,28-Jan-22,Don t buy this one,1
yuganshu,Mic is not working,Black,20-Sep-21,Mic is not working,1
Rajarshi Mondal,Bad product,Iguana,11-Nov-21,Left earphone volume became low after a month,1
sanjay,Just listening,White,17-Jul-21,Sounds good,5
Abhishek,Bad product,White,05-Jun-22,Very bad product,1
Manikanta,Super design,White,13-Feb-22,Value for money,5
atul parmar,Amazon's choice product is good,Spirit Lime,24-Dec-21,Best best best,5
Ashwini karnake,Nice,Iguana,06-Jan-22,Product is very good,4
Tara,Good buy.. comfortable ear plugs .quality of the wire is good,Blue,26-Dec-21,Good buy,4
randr_dad,Stopped working. Cannot hear,Black,28-Dec-21,Stopped working...cannot hear,1
MUNISH KUMAR,A good product for listening music and other office work..,Black,15-Dec-21,Quality product,4
Maroof Ansari,Its not at all good,Spirit Lime,19-Aug-21,Dislike im not able to use it even for a month,1
Harry,Decent Earphones,White,06-Jan-22,Good,4
Bhaskar,Amazing experience,Black,16-Nov-21,"My Jabardust experience........,",5
Rajendra Kumar,Very good earphones,Blue,06-Dec-21,Must buy,4
Md Asif Khan,Very nice sound good product,Iguana,11-Nov-21,Good product,5
Vazzdev,Mic button not working.,Black,30-Jun-21,Wire type super,1
meerashabeena,Good,Black,29-Jun-21,Value for money,5
Amazon Customer,Please go for something else. Do not buy this,Black,01-Dec-21,"Only bass, nothing else.",1
Suraj,Bass poor,Spirit Lime,02-Aug-21,Average,2
Akash Pawar,nice,Spirit Lime,01-Jan-22,nice,5
Neelima,Good,Spirit Lime,26-Dec-21,Nothing,3
Amar soni,Build quality,Black,12-Jan-22,Best price to this range earphones,4
Ramtahal kumar,Good product,Spirit Lime,09-Jun-22,Awsome product,4
jwelin,bad,Iguana,09-Oct-21,sound was poor,1
Harish singh,Earphone not working,Black,29-Aug-21,one side of earphone is not working,2
Harikrishnan,boAt headset,Spirit Lime,27-Nov-21,Boat headset sound quality very perfect,5
SRIJAN,Noice,Spirit Lime,29-Jun-21,It is very good product for music..,5
Triviality58 ,Amazing quality,Black,20-Aug-21,Nice quality value for money product,5
Akhand Bhandari,Sound not good quality,White,06-Oct-21,Sound not good quality,2
Thomas,Nice,Iguana,01-Feb-22,Better quality,5
Brian Joseph,Ok for phone calls not music,White,05-Jan-22,Not for music,4
yash goplani,Best,Iguana,10-Aug-21,Best.,5
Guddu Valiya,Bad quality,Black,16-Jan-22,Quality not good,1
Manasa,.,Black,29-Nov-21,Super product,5
Anuj,Not good,White,15-Feb-22,wast of money,1
Shaikh Ammar,Good quality,Black,31-Jul-21,Good product.,3
Arshpreet,Sounds Good,Black,01-Jul-21,A perfect clone of Apple earphones,5
Garima Garga,Good quality,White,20-Jan-22,Wire is of good quality,4
Moshith,Good,Black,13-Jun-21,It's good but I think design is kind of lame,4
Kuldeep,nice,Blue,09-Dec-21,nice.,4
Prabakaran,Value for Money,Spirit Lime,21-Sep-21,Value for Money,4
PRITESH CHAUBEY,Good quality,White,30-Jan-22,Nice product,5
manikandan R,Very nice product,Spirit Lime,20-Apr-22,Nice product,5
Shani K.,Good,Black,19-Mar-22,Good,4
Yogesh kumar,Good product,White,19-Nov-21,Good product,3
Shyam Sarok,Clear quality of sound,Black,07-Nov-21,Nice quality,5
Amazon Customer,Nice product,Iguana,02-Dec-21,Good,4
Sunilkumar,Value for money,Blue,14-Sep-21,Good product...,5
Neeraj,Best in this price,White,25-Jun-21,Good sound quality,4
abhishek singh,Not recommended..,Spirit Lime,11-Oct-21,Just waste of money,1
Yogesh kumar,Bass not in this ear phon,Iguana,12-Jul-21,Bad product,2
PIDUGU ANJANEYULU,Good quality,Spirit Lime,11-Jun-22,Best choice,4
sangeetha mohan,Very bad quality better to don't buy it,White,08-Nov-21,Bad quality,1
Anil Choudhary,Lower Bass,White,14-Dec-21,Was expecting good bass...,4
Anuraadha Vaishnav,If you have head problem don't buy this,Blue,15-Nov-21,Strong base,3
Sajjan,The earfiting is poor.,Black,15-Jul-21,The earfiting is poor.,1
mayank agalcha,Very bad product,Blue,16-Dec-21,Not good as compare to mi,1
Rashid,Good quality and farfect size And,Black,16-Dec-21,Bass quality is very nice,3
Santosh,,Blue,02-Jun-22,Bass super,4
Imran Mansuri,Amazing Experience,Black,27-Jan-22,Love It,5
Ardent buyer,Bass quality is not up to the mark,Blue,28-Sep-21,,3
Vipinkumar,Nice product,Black,26-Nov-21,Best sound,4
Amazon Customer,Worst experience,Iguana,29-Sep-21,It's not even working after 2 week of usage,1
Chandni b.,Very bad,White,27-Jan-22,Very bad don't purchase it.,1
Knight,Worthy,Spirit Lime,28-Nov-21,Worth for the price,4
Aman g.,"Build quality is worst, and sound quality is just fine, better to go with realme classic",Blue,02-Jan-22,Useless built quality is worst,2
PAWAN BHARTI,Not satisfied,Black,11-Aug-21,"Sound Quality is not good, waste of money",2
Alan Leander,Headset did not work in days,Spirit Lime,01-Dec-21,Defective product and not original,1
karthikeyan v,It's worth able price,Spirit Lime,09-Jul-21,"It's worth price and good quality ,",4
Priya,Good,White,07-Jun-21,Good,5
Sailendra Kumar Patel,No noise cancellation,Black,08-Jul-21,Not recommended... Zero noise cancellation...,1
Aman Sharma,It's good in good range too.,Black,15-Nov-21,,4
Dr.Reena,Worse product,Black,17-Jul-21,It hardly worked for 15 days,1
Mohammed Aqeel Ahmed,Very good no problems at all,Black,21-Dec-21,Very good,5
saranya,Nice head set,Iguana,06-Nov-21,Loving it,4
Maulik,Decent product,Black,08-Jul-21,Decent product,3
RAMSIYA SAKET,Good,Black,29-Jul-21,Good,3
PANKAJ JOSHI,Sound and bulid quality is very good,Black,01-Feb-22,Very Nice Product,5
Dasarathi Murmu,Best product,Black,16-Jan-22,Best quality and nice sound,5
Safoora Thakur,Best product,White,15-Dec-21,Very very good quality product.,5
Macky,Poor quality,Spirit Lime,06-Nov-21,Not working after one month of usage,1
Shraddha gupta,Very clear voice,Black,05-Mar-22,It's amazing product,4
K Vijay Anand,Worst quality,Blue,03-Jul-21,Worst quality,1
Madhava Vanapilli,Ok not bad,Iguana,05-Jan-22,Ok good,2
Akshit Garg,About problem,Black,09-Sep-21,Dislike,1
roshnigurung,Headphone,White,07-Apr-22,It's good only.,5
Padmaja,Waste of money poor design,Black,16-Jul-21,Waste product No optimum volume one can hear .,1
Nouman,Nothing,White,20-Dec-21,Nothing,3
DalaRisa Sungoh,Worth the Price,Iguana,09-Jul-21,It's really Good....I'm Loving it....thank you,5
Sundar N Thevar,Good to use,Blue,21-Jun-21,Good,3
Saurav Singh,Does't support redmi mobies,Blue,27-Jul-21,it does't work so don't buy ONLY FOR REDMI USERS,1
Suguman,Head phone,Black,03-Mar-22,Not working,1
Santosh Sahu,Good Quality,Black,01-Nov-21,Best company Good Quality,5
Tamilselvi Amirthalingam,Good Product,White,20-Nov-21,Worth for the Money,4
Yogesh,Good Sound quality,White,29-Mar-22,Mic not working,1
ambar habib,Awsm headphones mic is too good all over,Iguana,28-Dec-21,Headphone go for it,5
jitesh kapse,Value for money,White,14-Jul-21,Great good for value for money,5
RAJENDRA KUMAR RAMAN,Boat is a brand of trust but this time it was not up to mark.,Black,21-Sep-21,,3
mohammad deen ali,It's Good,White,04-Sep-21,Good earphone good quilety,3
Shahadat bhai,sound Quality is not Good..,Black,11-Jul-21,Sound Quality is not Good,1
Vicky singh,Poor quality,White,16-Oct-21,Worst,1
Naveen k.,This headphones is cheap qulty,Iguana,14-Oct-21,Very poor not good,2
Abdulla,Good,Black,20-Oct-21,Good,3
Amazon Customer,It's really good.. No complaints,Blue,04-Jul-21,Awesome.. Must buy,5
Dev Prakash Chandrakar,Redmi earphone are better than this they are of,Spirit Lime,06-Jan-22,For music,1
Remya,Good one,Black,15-Dec-21,Good,4
Mohammed i.,Superb,Spirit Lime,19-Nov-21,Price and quality super,5
Ankit kumar,Not good nor bad,Blue,12-Sep-21,Not good nor bad,5
Khurram juber,One air phone not working only daysa,Iguana,03-Oct-21,I dont like wast mony,1
Samriddhi,Not worth buying,White,09-Nov-21,Can't hear from one plug,3
Arun Mani,Stopped working within a month...,Blue,24-Dec-21,low sound one side,1
Ananth,Poor Microphone quality,Iguana,11-Jul-21,microphone is not great.,2
Ashish,This one,White,30-Jun-21,Okay,5
Roshan holey,Good quality,Iguana,25-Aug-21,Like,4
Dhirendrarai,Nice products,White,29-Dec-21,Good,2
Yakshith Barike,Good,Iguana,27-Aug-21,Good,5
Mahmudul hassan,Nice,Blue,26-Aug-21,Nice,5
Ashish,Supebbb,Blue,05-Dec-21,This product ameging to good,5
Ankit sharma,Worst Noise Cancellation Mic,Iguana,04-Dec-21,Worst Noise Cancellation Mic,1
damodhar,Goodone,Blue,28-Nov-21,Super,5
apoorva,Don t buy it s not working,White,18-Oct-21,Don t buy it s not working,1
Dipankar Podder,Good,Black,27-Nov-21,Good.,4
Ganesh,Good one,Black,23-Jan-22,Good product.,5
meghana katgeri,Best product.,Spirit Lime,02-Dec-21,Best product,5
Syed Majid,NOT WORKING,White,30-Sep-21,SDS,1
md washi akram,Nice,Black,21-Nov-21,Good producte,3
Himanshu Rawat,Very good product good to you use..,White,04-Apr-22,All is good,5
Dwarakan,Cheap and worst product from Boat,Black,03-Nov-21,one ear piece torn in few weeks,1
GAURAV KUMAR,Sound quality is ok..,Spirit Lime,27-Jul-21,Sound quality is ok types ..,3
Ashok,Super,White,17-Jan-22,Chala bagundi,5
Suraj Mahamuni,On high volume avaj fat jati he,Blue,29-Oct-21,On high volume avaj fat jati he,2
Amit Kumar Yadav,Cool,Black,15-Oct-21,Fantastic,4
Harini R,Satisfied cable length is smal but headset top notch for rs,Spirit Lime,19-Jan-22,,5
Priyanka tak,Pathetic product. Stopped working on th day. Don't west money buying this product.,White,26-Feb-22,,1
Ramprasad,Normal sound music,White,11-Jan-22,,2
Faiyaz Ahmad,It's a very nice earphone.,Black,07-Apr-22,,5
Rizah Taufiq,Very good product one of the best earphones there is in this price segment,Spirit Lime,16-Nov-21,,5
Sam 01,Sound quality,Black,14-Apr-22,,1
Wilkin Sebastian,Guys please don't buy this.my ears started to pain after using it.low quality out put,White,07-Apr-22,,3
durgesh sharma,Good,Blue,11-Nov-21,Better than samsung earphone,5
T.V.YOGESH,Waste of money I don't know who to blame Amazon or the sellers,White,09-Feb-22,Please don't buy,1
Pradeep Bisht,,Black,11-Mar-22,Nice,5
Ashutosh kashyap,Bass is very crystal and clear .,Black,08-Jan-22,Very nice prodeuct .,5
Amazon Customer,Just one month,Black,16-Sep-21,After one not it is very low voice.,2
Shalini m nair,Nice one,Spirit Lime,02-Jan-22,Good product,4
bhupender bhaskar,Wrost product,Iguana,24-Dec-21,Wrost product,1
Syed Aqib,Too good for day to day use,Black,08-Jan-22,I like base,5
KEM Mariyappan,Good,Blue,09-Jul-21,Good,5
nisha verma,Very bad experience,Black,22-Oct-21,Broken and not a proper sound,1
Nitesh Kumar,Overall best earphone at this price range.,Iguana,21-Dec-21,Wire quality is best.,4
Mathew Karthi,Value for money,White,13-Oct-21,Free from tangled headphones..,5
Suraj patwal,.,Spirit Lime,20-Dec-21,Theek thaak hi hai...,3
Satish K.,Worst product,Spirit Lime,13-Jul-21,Waste of money,1
Akash K.,Good,White,22-Sep-21,Good,4
Sneha tiwari,Better,White,18-Apr-22,Voice,2
Baisil jude,Value for money sound quality very nice,Spirit Lime,18-Sep-21,Good product.good clarity,5
sharon,Better,Black,09-Jan-22,Some volume issues,3
M R Laskar,Excellent products,Black,01-Dec-21,Very good sounds bass,5
Rahul Chouhan,Good bass,White,03-Jul-21,Nice,5
Jassim,Got broken very soon,Black,23-Nov-21,Very bad value for money,2
masood shaikh,rd class sound and build quality,Spirit Lime,15-Sep-21,3rd class sound and build quality,1
KS VENU,Worth product.. we can enjoy sound..,White,01-Dec-21,Sound and bass,4
pankaj,Good buy,Iguana,20-Dec-21,Good product,4
DHARMENDRA SINGH,Not a good product,White,17-Mar-22,Not good,1
Yuvraj Golia,Poor quality do not buy this,White,11-Feb-22,Poor quality,1
Amazon Customer,Good product thank you Amazon,Blue,10-Dec-21,Good product,5
Shahul,Sound is very low,Spirit Lime,30-Dec-21,Sound is not good,3
Aditya rathore,Not worth money,White,30-Sep-21,Not having good sound,2
Riyas,Not fit in ear,Spirit Lime,25-Jul-21,Not fit in ear,1
Sourav kumar,Sound is good,Black,12-Nov-21,Good quality ear phones,4
Amazon Customer,Worst product. Received a damaged item and now they are saying they won't replace.,Spirit Lime,13-Oct-21,,1
Raja,Worst from boat,Black,14-Jun-21,Sound hurts your ear drums very flat sound,1
Archana,Sound quality,White,27-Dec-21,Good one,5
siddharth ,It's osm,White,15-Dec-21,,5
dhanraj7sp,I like this product because good quality,Iguana,13-Sep-21,Sound quality is good,5
Manohar,Worst Noise Cancellation,Black,21-Jun-21,,1
Monika Jay,One side its not working,Spirit Lime,26-Oct-21,One side is not working,1
Ravishankar Maurya,Good,White,16-Mar-22,Good,2
parthasarathy,Good,Iguana,17-Sep-21,Good,4
Aparajita Nayak,Overall good,Spirit Lime,29-Nov-21,Noise cancellation,5
Prashant singh,Worst sound,Black,25-Jul-21,Dont buy it,1
Deepanshu,SOUND QUALITY,Iguana,16-Sep-21,BEST,5
Karan Raj,Value for Money,Black,30-Jun-21,Just Amazing,5
Abhis,Boat,Black,13-Sep-21,Good quality,5
Saroj Bala,Bakar ha ekdum,Iguana,10-Nov-21,Dislike this product,1
Sharma Family,Worst,Spirit Lime,03-Nov-21,Worst,1
Krish Gupta,Excellent earphones,Black,16-Jan-22,Mic is good,5
darshan shingarey,Value of money,Iguana,12-Jul-21,Good product,5
anush raj,Music clarity,Blue,24-Sep-21,Its a good product,5
Kunal,Mic not working,Black,16-Dec-21,Mic not working,1
rajkumar,Mic problem,Black,15-Nov-21,Mic problem,1
Kiran,Best quality,Spirit Lime,01-Nov-21,Good sound,5
vidhya vijayan,Good,Blue,11-Jul-21,Good,5
Allabakash,Smooth functioning,Blue,12-Dec-21,Quality,5
B M SAIKIRAN,Worth for buying,Blue,03-Dec-21,Go with this one,5
mahesh,It was not support well with redmi phone,Black,03-Jul-21,It was not support with redmi mobile,2
Meenakshi,Nice,Black,24-Jan-22,Nice,5
Altaf Husain Gothe,Voice clarity,Black,30-Jun-21,Not as like expected,4
S K GOPALA RAJU,Worth for its price,Blue,26-Feb-22,Good,5
Loshan Lenka,"Just what I am looking for, It's not hurting my ear..",Spirit Lime,21-Sep-21,,5
7358714125,Worth For Money,Blue,26-Jul-21,Really a amazing Product,5
Priyanka Banerjee,The product was not good.,Blue,17-Nov-21,Just okey,3
Alric,Okish headphone,White,29-Sep-21,Mic not working,2
sony sharma,Very nice as expected,Spirit Lime,08-Jul-21,Nice handy,5
lucky,Owsem,Iguana,12-Sep-21,Very good,5
Jagdish,Good product,Black,12-Aug-21,Sound quality,5
Rabin,Good,Spirit Lime,03-Aug-21,Sounds quality is good,4
raghava,Mic is not working,Iguana,02-Nov-21,Mic is not working,1
Shantoshi devi,Good product,Black,09-Jan-22,Very good,5
rahman,good,Black,16-Dec-21,Good,5
vijaya,,Black,30-Jun-21,Nothing to dislike,5
Ragavendhar,Good buds worthy,Black,07-Sep-21,,5
chandan kujur,Awesome,Spirit Lime,03-Jan-22,Mast hai.,4
Ankita yadav,U must busy,Black,10-Jul-21,Amazing earphone i just loved it,5
Pinaka Pani,Noise from the mic,Black,15-Jul-21,Disturbance coming from the mic,3
Abhishek Gaikwad,Bass and sound quality not up to expectations.,Black,13-Oct-21,,2
Rishab singh,Earphones are of good quality,Black,29-Nov-21,Sound is good,5
Brajesh Kumar patel,It is good.,Spirit Lime,20-Sep-21,Sound is good.,5
Maitra,Perfect piece,Black,02-Dec-21,Mind blowing,5
RAJU G.,Sound quality is good,Blue,23-Sep-21,Great product,5
Aditya shukla,Best product,Blue,09-Jul-21,Amazing,5
Dipak bhuniya,Nce,Iguana,05-Dec-21,Nce,4
atdsai,Bass is very low ..,Blue,22-Nov-21,Nice clour,2
shashank u.,Can't work properly,Black,15-Oct-21,I don't like it,1
Priyanshu Singh,Almost good,Spirit Lime,06-Jan-22,Good,5
Ahamed Ibrahim,Worthy for money,Iguana,15-Jul-21,,5
SOORAJ,Ok,White,12-Jan-22,Ok,5
Amazon Customer,Good,Spirit Lime,23-Aug-21,Good,5
Gaurav Kumar,Value for money,Black,25-Jul-21,Value for money,5
sachin dhembre,Bad quality one side is not working,Spirit Lime,07-Nov-21,,1
Sampath,Worst sound clarity,White,21-Jun-21,Worst sound quality,1
Anjaly Raj,Amazing product,Iguana,28-Aug-21,Amazing product,5
Adesh p.,Not good,Black,28-Jun-21,Fittings not good,1
Daniela Almeida,Defective,Blue,23-Jun-21,Voice control not working,1
karishma lokhande,Best sound quality ear friendly,Spirit Lime,31-Jul-21,Coolest ones,5
seeker,Waste of mone can say,Iguana,20-Sep-21,Worst,2
Shantanu rana,Superb,Black,10-Nov-21,Superb,5
Mohan,Good,Black,25-Sep-21,Good,5
Vishwanath Gupta,Nice,Blue,17-Dec-21,,4
sanchita sarkar,Boat headphone,Spirit Lime,19-Jul-21,Good value of money.,4
Chandan Barma,Nice,Spirit Lime,18-Sep-21,Nice,5
sohan singh,Good quality,Black,14-Sep-21,Good quality,4
Sanju,Very bad product please don't buy,Black,05-Dec-21,,1
Ankush Sharma,Nice,White,11-Nov-21,Nice,4
Iqbal,"Nice product, has an appearance like apple earphones, great sound quality",White,02-Dec-21,,5
Amazon Customer,GGood,White,21-Sep-21,Gd,5
Devesh Kashyap,There were a few scratches but overall earphone is good,Black,27-Nov-21,,4
Yogi Singh,Value for money in this price range.,Blue,22-Sep-21,,4
vijay v.,Excellent,Iguana,29-Jun-21,Good quality,5
Abhishek,Average,Iguana,03-Jul-21,Ididnt expect this,1
Barsha Saha,Don't buy this,Iguana,21-Jul-21,Very bad product,1
Heena maru,Supar,Blue,13-Sep-21,,5
Sayaji sabale,Na,Black,01-Nov-21,Na,3
Raj kumar ,Bad quality,Black,13-Jul-21,Sounds very bad,1
Ishan  Mishra,Value for money gud deal,Spirit Lime,12-Sep-21,Like it,5
md shahrukh,Nice Quality prodocut,Blue,19-Oct-21,,4
Madhu,Very nice products. Should buy it,Black,17-Jun-21,Fantastic product,5
Esai,Cheated,Spirit Lime,25-Jul-21,Fake product,1
meenu,Great,White,30-Jun-21,Value for money,4
Niji,Good.,Blue,21-Jul-21,Good,5
Tanya bisht,Good earphones quality is very good,Black,22-Jun-21,Value for money,5
Dinesh,It is very nice,Black,19-Jun-21,It is very nice,5
vetrivel,boAt Bassheads in Ear Wired Headset Blue,Blue,08-Jul-21,Best of cost,5
sarvesh singh,Nice,Black,01-Jul-21,Nice,4
Vediyappan,very good,Spirit Lime,16-Jul-21,good sound,5
Saroj Kumar,Best Quality,Blue,17-Jul-21,Good item,5
Ravi,Bass is too low,Iguana,31-Jul-21,No bass,3
Manoj shettar,Ear grips.are good,Black,13-Jul-21,Good one,4
JOHNNY JOHN,Very good,Blue,02-Jul-21,Very nice,5
K.RAGHU,One.of the best product from boat,Spirit Lime,30-Aug-21,,5
Uttam kumar,NO SOUND QUALITY,Blue,10-Jul-21,No bass,1
Mostafijur R.,T,Blue,17-Jun-21,U can buy,4
Mohammed Shadil,Good product highly recommended,Black,10-Aug-21,,5
deepa chauhan,Fine,Black,09-Jul-21,Fine,5
