,reviews
1049,"I made a reservation for my daughter who is in college,  so she can fly back home to go see a specialist.   Unfortunately I made a reservation without knowing that she will have an exam on the day of travel.   I called the airline to try and reschedule her flight for another day,  but I was turned down.   I explained the situation to them about her being a student and she has to be seen by a doctor here because my insurance is not accepted in the state that she is in.  I was told that unfortunately we cannot change,  refund or give you credit towards any future travel on American Airlines.   They completely refused to help me in any kind of way what so ever.   The person who I was speaking with basically said consider your ticket as a donation to American Airlines.   I told her I am not asking you to change the ticket free of charge I know that there's a difference that would have to pay,  but again I was turned down.   American Airlines by far is the worst airline that you can fly and deal with.   They don't care about anything other than themselves and the money that is going into their pockets.   Very disappointed with how they handled this situation.   Never again would I ever book a flight with this ridiculous airline."
1050,"Recently i visted Jamaica  January 15, ti be exact and i had the good fortunate of having Agent Kurt at the Montego Bay counter checked me in. It  was one of the most thoroygh, knowledgeable customer service i had experienced in a long time. Not only did he show an eagerness to help, he made sure that we made the flight. I had to do a last minute switch to change my husband from another airline to AA. It was a connecting flight so he tried to get us sests beside each other on every leg . And after we left. He came to the boarding area to make sure we get  the change of seats and made boarding since we were late.  Kudos to him, i will always fly AA to Jamaica.  Service par excellence!!!"
1051,"Terrible customer experience. Just got back from Dallas, the tv screen did not work and the charger port was broken so I could not charge my phone. Their app is also glitchy and locked me out of check in for my vacation. So now I need to come in several hours earlier to check in at the desk and I am not garanteed to sit with my wife... customer rep did not care about my situation, it is clear AA could care less about their customer experience.I exclusively use AA for business and vacationing but will not going forward."
1052,THE WORST CUSTOMER SERVICE EVER........
1053,"I reached to Orlando airport 3 hours before check in time. So I had a connecting flight from Orlando (departing at 3:38pm)to Miami (departing at 5:55 pm)then to Trinidad (-0:36 arrival) The flight #AA1362 from Orlando left an hour late so I missed my flight #AA2713 from Miami to Trinidad. I got horrible service, there’s clearly no communication to flights when it’s connecting . I asked the gate staff to call the attendants to let them know the flight was late they said I’ll miss the flight. I had to run from E block to D block. Almost passed out  cuz I didn’t eat since 10 am. The earliest flight I got was to Guyana  departing at 7pm arriving at 12:07am then had a 5 hour wait at Guyana to reach Trinidad.  So I had to wait till 5:35am to leave on a flight from Guyana to Trinidad On top of that when I was rebooking at Miami I asked the counter clerk if my luggage will be on the flight to Guyana she said yes. Upon arriving in Guyana my luggage was not there. I tracked it and they never put it on the flight. Something needs to be done. It was not my fault I missed the flight but the Airlines’s fault.  Where is the customer service?  Where is the justice? When we are late for flights and miss it we as travelers have to pay for a rebook. But when Airlines make us miss a flight what is the penalty? I want my luggage. I want back my money I want justice."
1054,"American Airlines: Sei vorsichtig oder easy going? Meine Frau und ich: Du Steigst in ein Flugzeug von American Airlines. Zwei Startversuche. Kein Abheben. 4-5 Stunden warten. Alle Triebwerke laufen gut. Starke Gebräuche von der Mechanik. Hydraulik? Das Flugzeug wird repariert nach langem Warten. Wir rollen wieder zum Take off. Abbruch! Gleiche Probleme! Alle sollten aussteigen mit Zug fahren oder allem anderen, oder einfach warten und hoffen was kommt. Der Kapitän ist ratlos. Mechaniker schaffen es nicht den Schaden zu beseitigen. Nach ca. 5 Stunden Weiterflug durch ein Ersatzflugzeug. Das ist ja alles nicht so schlimm (es war die Kurzfassung). Aber! American Airlines möchte keine Rückerstattung (Geld) machen, da der Schaden wohl von einem bird strike kam. Was hat der bird strike eines vorherigen Flugs mit uns zu tun der ja wohl schon erkannt worden ist bevor wir landeten....? Hätte man sonst problemlos landen können beim vorherigen Flug? Hätte man nicht direkt ein Ersatzflugzeug besorgen können? Ersatzflugzeug war ja d,a aber nach vielen Stunden! Es sind viele Fragen die sich bei American Airlines auftun. Die Sicherheit geht vor. Aber kann man den Weg von American Airlines akzeptieren? American Airlines lehnt jede Rückerstattung ab. Ist das kundenfreundlich? Möchte man mit so einer Airline noch einmal fliegen, oder schaut man nach einer anderen Airline?American Airlines: Be careful or easy going? My wife and myself.  You get on an American Airlines plane. Two start attempts. No take off. Wait 4-5 hours. All engines are running well. Strong customs of mechanics. Hydraulics? The aircraft is repaired after a long wait. We roll again to take off. Cancel! Same problems! Everyone should get off by train or anything else, or just wait and hope for what's coming. The captain is at a loss. Mechanics do not manage to get rid of the damage. After about 5 hours onward flight through a replacement aircraft. That's not all that bad (it was the short version). But! American Airlines does not want to refund (money), as the damage probably came from a bird strike. What has the bird strike of a previous flight to do with us, which has been recognized before we landed ....? Otherwise, could one have landed easily during the previous flight? Could not you directly get a replacement plane? Replacement plane was yes, but after many hours! There are many questions that arise on American Airlines. The safety comes first. But can one accept the way of American Airlines? American Airlines disclaims any refund. Is that customer friendly? Would you like to fly with such an airline again, or do you look for another airline?AA Ref#1-28054584322"
1055,"Sub par service and price. Would have expected a bit more in the ""extras"" department but everything was at a price."
1056,Only use if there is an emergency. 6 HR flight turned into 12hr flight I'll will continue to review...hopeing it will be a while ^.^...note employees really need to check them self's.
1057,"i travel alot through american airline , this week i missed my flight and i called customer service for  reschedule my flight but sorry to say some lady picked up the phone she was really rude and unprofessional was not in a mood to assist , when i asked her name she hangup on me , After this incident for sure american airline lost one of their customer."
1058,"The service on the plane is good, but when you call to the spanish customer service is the worst, it seems they don’t have any training at all, they are so rude and speak to you with such an actitud, the last time the woman wasn’t even sure that was me, she was looking at the wrong account, and told me I bought my ticket through American Express ??"
1059,Had an issue with Damaged Luggage. The online customer service department were exceptionally helpful and solved the issue successfully.  They followed up and always respond in good time. Im very impressed and will surely being American again. They clearly value their customers experience.
1060,"I recently travelled on 2 airlines. American Airlines had surly staff on old planes with awful food and entertainment that failed to function. One member of staff drove a heavy metal food trolley into my leg. Her response? Surprisingly, she glared at me, told me off for the impact of her trolley on my leg, and did not even think to ask about my injury or offer treatment. Any other airline staff would have apologised, and checked and treated my injury. Contrast that with EMIRATES who provide economy seating of premium quality with caring, attentive, helpful staff with excellent customer service skills. EMIRATES movies include recent releases on a big screen that works well and their food is of good hotel standard with excellent quality, quantity and choice. American Airlines: you need to change everything: your old planes, your aggressive staff, your non-functioning entertainment system and your awful meals. Please book an Emirates flight and you will see how very very far indeed you are from the modern excellent standards of Emirates."
1061,"Purchased a round trip ticket for my daughter stationed in New Jersey  (military) for the holidays. Her command was ordered to report back a day early. AA couldnt care less. I had to pay another $400 to change flight departure. So glad to see that this company supports our active military members in a professional courtesy way. AA, you just lost another customer."
1062,"Awful!! Why does an airline like BA partner with this tripe! Disgusting food, awful service, toxic, unhelpful staff! Never will do a code share transatlantic flight again."
1063,By far the worst major airline in the US.They separated me and my gf and forced us to take different flights back home because they oversold the tickets.
1064,"We have just had bad experience with American Airlines and had to cancel our vacation, soooo sad , the flight was delayed and we missed connecting flight , and instead of helping and find some solution they told us to cancel our vacation.... I was trying to find another person but they did not even talk to us , they were sooooo rude and ignoring , they said they can not put us to another flight because it is overbooked and no compensation , no hotel or free meal , no sorry , will never flight with the company ever again . Stay away from them if you don’t want to ruin your vacation!!!"
1065,"This is a SATAN airline! I booked their ticket from StudentUniverse from Atlanta to Saigon with 2 stops in Dallas and Japan. The day of depart when I come to the airport to check in at the counter they told me ""You will check in again in Japan and must take a bus from Narita airport to Haneda airport by yourself"" . They mean when I get in Japan I need to take my baggage back and carry it to the bus from Narita airport to Haneda airport by the bus and all things I need to do by myself in a strange country where I don't speak their language! And how to carry 2 pieces of baggage almost 100 pounds with that far? That the way American Airline treats their customer. I can not understand how they can make a travel terrible like that. How the service is so terribly bad. It's suckly. And their employees at the airport are so rude and impolite.I cancelled the flights and lost $1,200 . Thanks to your trash service AA.I write this review just want to let people know about the terrible bad service of American Airline and AVOID this SATAN Airline. Doesn't get any worse than this. Stay away!My lesson to tell everybody don't go with American Airline to keep yourself safe!I will not ever book any ticket from American Airline anymore in my life until the day I die!SATAN! The airline from Hell."
1066,"Do not EVER fly with this Airline! I paid over $1700 round trip for a flight and checked a bag with the airline in confidence. When I checked my bag in to the airline my bag was locked and only I had the combination to the lock. When we arrive at our destination overseas, the lock is no longer on my bag. Very suspicious so I open the bag and check contents to find that not only was the lock CUT off of my bag illegally, I had a $150 electric razor stolen, a $350 watch, and $500 in cash for spending money stolen along with smaller items. How does this even happen? Who are you putting into a position to steal from me? Why is the airline hiring criminals to handle my luggage which I paid for in confidence that it would be taken care of? I am in another country so I cannot immediately contact anyone via telephone so I fill out a complaint online. To my surprise I actually got a response but unfortunately the response asked me to provide a laundry list of impossible tasks. Receipts for all items stolen, copy of this copy of that, etc. Look I get it, these things happen it's not the end of the world and I will provide what I can that they ask but I know it's not going to be enough. All I was asking for was it to be taken care of properly by the Airline. Instead I get the response of them basically denying responsibility, and if I cannot give the information requested I am still out my $1700 for the ticket and over $1000 of personal affects that were stolen. How can a company call themselves honest and good when they refuse to take responsibility for their illegal actions? I will NEVER fly with them again, NEVER recommend them to any other person, and ALWAYS write a horrible review every opportunity I get until they are able to right their wrong. Again, I do not expect the airline to do anything about this at all because it is already apparent they do not care right off the bat by putting a criminal in place to cut locks off bags and go through their personal affects and take what they please. Good luck to ANYONE trying to fly with American because even if you think your bag is safe and locked, they wont hesitate to cut it right off and steal from you. Thanks for the WORST flight experience I have ever had American Airlines. I wont ever expect anything more from you. If it turns out they DO know how to accept responsibility for hiring criminals then I would consider changing my review/opinion but again, based off how they have handled the matter this far I have ZERO hope of that happening. BE VERY VERY CAFEFUL WHEN USING THIS AIRLINE!!"
1067,"Horrible experience with American Airlines.  I would prefer to give them a no star rating. Due to a weather advisory, I needed to change my tickets to the same flights a week later.  I was told it was 1 day outside of their advisory window and I would need to forfeit my ticket and buy a new ticket.  Unacceptable!"
1068,"Excellent experience! Service was wonderful. I have never flown alone, so as you can imagine I was a little intimidated and stressed! Jeff Jacobs of the Philadelphia Airport was SO kind and helpful to me! Checked me in, had my bag ready to go, within less than 5 mins. Made the process very easy for me. Writing this review while in the Airport still because friendly, helpful, hard working people deserve to be recognized of their genuine kindness!"
1069,"Left my laptop in the seat pocket of ORD to BOS flight. Not smart, I know!AA has a company ‘chargerback.com’ help them get back whatever you leave in their planes. Utterly pointless computer steered non-service. You’ll receive the same txt msg for a week or two indicating that they haven’t been able to locate your item but will keep looking. After 3 such messages you’ll start to realize that it is hard for a website to actually find anything. The folks who work for AA assured me that I had done everything I could by filling out the online form at chargerback.com.... and that there was nothing they could do themselves....  honestly, it would be so much better if they simply told you “you lost it on out planes, tough luck. You won’t find it back cause we refuse to look for it!” I have lost items on various airlines in my over 25 years of flying and always found them with great help from employees of the respective airlines. It is sad to see American Airlines outsourcing such services, that are such opportunities to obtain customer loyalty by simply acknowledging that they care and will do there best to help you."
1070,"My brother has been stuck in the Witchita airport for 2 days! His original flight was cancelled and he was given wrong information for a new flight. Called and we're told he was on an early morning flight but once trying to board he was not allowed due to an incorrect boarding pass (airports fault.) We call to try and resolve the issue and are told there is absolutely nothing they can do and it's his fault and a basic economy has zero value and we could purchase a full fare $450 last minute ticket. SANDRA PARKS WAS CALLOUS AND RUDE. SHE WAS COMPLETELY UNHELPFUL AND UNAPOLOGETIC. REFUSED TO LET ME SPEAK WITH HER SUPERVISOR BECAUSE ""HER SUPERVISOR DOESN'T TAKE PHONE CALLS"" THIS IS A LIE ALL SUPERVISORS TAKE CALLS. SANDRA PARKS SHOULD BE FIRED. PERIOD"
1071,"Had an amazing trip to new orleans booked for mardis Gras, my mother was unable to attend due to personal matters, i had paid for the flights in full they said a name change for my partner would be $600 as he was out of the country at the time... when we went to name change they re neg’d and said my mothers ticket would have to he cancelled to resecure his seat in her place and charged an extra $1400 for the same flight. American airlines are criminal extortionists that cost me $2000 in cancellations as we could not justify a $2600 flight which i had already secured at $1200 if i could give them zero stars i would they give Americans a bad name and wouldnt know customer service if it bit them in the backside. I speak on behalf of Australians youve ripped off.. “insert colourful language” They were happy to loose a customer and take my money with nothing in return. Oh they also saw it fit to completely change my flights around prior to asking permission first..."
1072,So question. Is she right when she told us “ damn people”? We honestly does not know that we can only bring 2 bags in the aircraft. My parents and I have 8 bags in total. After the wheel chair helper told us that we can only bring 2 bags for each person; therefore I brought 2 bags for check in. And the black lady(short and braced hair)  came help us with a bad attitude and said we are “ damn people” . I dont know why she got mad. I only brought 2 bags for check-in . I mean Im very frustrated with That lady staff.
1073,"American Airlines is the MOST INEFFICIENT and DISRESPECTFUL airline out there. They are ALWAYS late, and today they got to my limit by canceling my first flight at 3pm for NO REASON AT ALL, they also expected me to get on a different flight to Boston vía FLORIDA. After I discussed for 20 minutes with a very disrespectful customer service assistant she proceeded to give me a ticket to a flight straight to Boston 3 hours later (keep in mind she said several times it wasn’t possible to fly straight to Boston today, disregarding the fact that I paid 700$ in order to fly STARIGHT WITH NO STOPS). The 6pm flight got cancelled after many hours of delay and now they won’t give me my carry on bag which they made me check back, and lithe cherry on top is that they expect me to leave tomorrow to philly and on Tuesday to Boston. Of course I am expected to pay for the hotel because that is the American Airlines way! Do yourself a favor and stay away from this so called airline."
1074,Do not ship a live animals with them .  My puppy was to be in Jacksonville at 3:28 pm and didn't get to me until 7:34pm. At least she was still alive but had been at airports and in the air since 6am. Please don't send puppies though Cargo. Terrible experience and would never do it again I feel so bad for the poor puppy.
1075,"Old aircraft, broken seat hurting my neck and my back!!! They said they could do nothing about it!!! Terrible service!!!"
1076,"My wife and I had a 2 hour layover at the same gate. Due to American Airlines unprofessional employees that would rather stand around and talk about their weekend we missed our flight. Almost seems impossible correct? Here is how it happened:1.	1.5 hours before the flight I go to the desk and ask if they could move our seats so my wife and I could sit together. Your representative looked at my tickets and the computer and told me to go sit while she works on it. She would call me. 2.	About the time of boarding I went to the same counter when I heard my name called. 3.	I spoke with an agent. She asked me “What do you want?” (Just like that). I explained to her I heard my name called and you were looking and changing our seats. The agent said “You did not talk to me”. I replied okay can you find out what is going on? (The Agent was obviously upset and made it clear to me she was upset because I took her out of a personal conversation with 4 other employees all doing nothing but talking about their weekend.) She found my tickets lying on the counter and told me to go sit down again and she would work on it. I told her I would rather wait as my name was called. She offensively insisted that I take a seat while “She works on it”. Important note here, it has been a long time since I was treated like a child and was told to take a seat. 4.	The Agent went back to her conversation and by the time she looked up our information the plane had closed the gate.5.	The Agent came over in a panic and rushed us to the next gate attendant, she was at “B” and the plane was leaving at “D” the next booth over. She handed us our same tickets and obscenely ran us up to gate “D” but it was too late. 6.	I told the Agent at that time that I just had explained to her they were calling our names. She walked away very rudely saying “It’s not my fault”. I said then whose fault is it? Yes it is your fault. I said this is 100% your fault. She just started to walk away without even an apology. I would not have this girl work for one of my companies if she was the last person alive to take the job. We ended up flying over our final destination of Oregon for another hour to Seattle. Then we had to run across the huge Seattle airport to make our connection back to Oregon."
1077,"I would just like to inform you of a few unfortunate events that happened on my plane ride home, with your company, from LA today. When I first got on the plane I said hello to the flight attendant who was standing in front of the door and she directed me to go down the second aisle to get to my seat. Before turning down the aisle I looked at my ticket to double check my number and did not notice the two flight attendants standing in the back left corner. As I passed by them I heard a woman's voice say very loudly ""I just love being ignored. What is she too pretty to say hello?"" I then heard another voice respond loudly ""yeah I guess she is too pretty to say hello"" I turned around to see who see who could have said something so rude, embarrassing and unprofessional and realized it was one of your flight attendants, in her mid to late 40's, with dark hair that was tied up and pink lipstick, smirking at me. I did not see who the other flight attendant was because I quickly turned around completely embarrassed and appalled by her behaviour. Some of the people in line turned around to look at me as well as some of the clients already sitting down that overheard. Completely embarrassed I continued to my seat and when I got there I noticed someone had put their luggage in my overhead bin. Not knowing whose it was, since I was travelling with someone who had not yet reached their seat, I removed the luggage and put it in the overhead bin across from me. I paid full price for my tickets and like on any other airline I have traveled with the overhead storage belongs to the people sitting in those seats. A flight attendant came along and started yelling asking whose luggage it was because it wasnt put properly in the overhead bin. The flight attendant had short hair worn loose, late 40's, possibly early 50's, and skinny. No one in our section answered, when I informed her that I had moved it because it was in the overhead bin that belonged to me and the other passenger and we both had very expensive items in our luggage and did not want it in someone else's overhead bin for that reason. The flight attendant then started yelling at me, in front of everyone, that the bins were first come first serve and she did not care what I had in my luggage and that the luggage would go wherever there was room. When I quietly explained that I had flown with american airlines before, as well as air France, air canada, United, sunwing, etc and i had seen the other flight attendants move luggage because it belonged to someone in another section, she once again got upset and raised her voice demanding that I move the luggage back to where it was, she did not care what anyone else did since I was on her flight and would follow her rules. I decided not to pursue this any farther since she was becoming visibly upset, raising her voice and other passengers were staring at me. I sat down and could hear her telling the other flight attendants what had happened and claiming I was acting entitled and ""who does she think she is"". During the entire flight the crew that would pass by me would stare, when they offered me beverages or snacks they were cold and rude; my television stopped working halfway through the flight and I did not want to say anything for fear of upsetting the crew even more. The flight was freezing as well, I had a blanket and was still shivering. When I left the flight I kept my head down because of all the events that took place and as I was leaving the same flight attendant, that made her comment to me when I entered the flight, said very loudly as I passed her ""Goodbye to you too"".I have never experience something like this in all the years that I have been flying. This was completely unprofessional, rude and extremely embarrassing for me. The girl that was flying with me couldn't believe how your flight attendants behaved and how they continued to act throughout the entire flight. I was on the 7:20 flight from Los Angeles to Philedelphia, Flight number AA 1799"
1078,"AMERICAN AIRLINES - the most arrogant airline in the world.Just been on a family holiday to Orlando.. we flew out there with British airways and the whole experience with them was 100% @ Heathrow Terminal 5. Everything from check in to getting on the plane.Our return flights from Orlando were with Americans Airlines.. ( I have flown with them before to Miami and vouched I would never fly with them again, the reason why I had to use them again as my father booked the flights for the whole family)Now checking in at Orlando International Airport.. straight away the check in lady was rude to my father and very arrogant. She didn’t want to help and kept huffing and puffing. Not sure if it was due to a family of 12 needing to be checked in or was it that we were from an Indian decent? I do honestly think she was Racist as I heard how she greeted white passengers all happy and merry. Two of our bags were over weight by 2kg.. the other 10 bags were well under weight.. she made a big fuss about those two bags and made us take out 4kg to other bags.. other airlines have never complained about 2kg over.. She saw her chance to make it very difficult for us and probably had enjoyment watching us open our suitcases. Whilst we went away to sort the bags out she had mysteriously dissapapered and returned to the desk 5 mins after we was seen by someone else..AMERICAN AIRLINES your ground staff is terrible. The only saving grace with this airline is the flight crew they are amazing.I will never fly American again and would rather pay double to fly with another airline.. PLEASE DO NOT BOOK VIA THIS ARROGANT TYPICAL AMERICAN AIRLINE."
1079,I would give this airline 5 negative stars. I am flying 1st class.  They have no monitors / TV and NO Power connectors what so ever. Flight attendance making excuses. This is a A321 aircraft.  AA choose to have this aircraft equipped as is.  You are told to use your own device!!!   BUT THERE IS NO POWER SOURCE TO POWER YOUR OWN DEVICE!!!!!!!! Totally resicioulous!!!!  4 hours flight from SFO to DFW. Flight 1671Totally
1080,The other day I flew from Los Angeles to Las Vegas in order to view several houses which I am interested in purchasing.  My morning flight was delayed which caused me to miss out on a listing because I was late due to the delay in the flight. After a full day of househunting I had a flight from Las Vegas back to Los Angeles.  That flight was delayed by two hours.  I can tell you that the delay was not weather related in sunny Las Vegas and Los Angeles.  To add insult to injury the pilot announced that due to turbulence they had suspended the drink service.  So after a two hour delay I couldn’t even get a bottle of water. Let me make clear that the flight was smooth and we had no turbulence. I overheard the flight attendants saying that the plane was not restocked and they didn’t have enough water for everybody.  I arrived in Los Angeles at midnight and anyone who takes Uber knows that the rates are cheaper on Saturday at 10 then they are at midnight.  It’s not necessarily a big amount but it is the principle that American Airlines couldn’t be on time and yet I’m not expecting a check from them.  In this case time really is money.
1081,NEW AA  POLICY.....When they cancel or delay a flight .... the new AA corporate policy is to their ticket counter..... don't help the flyer with other airlines.  This is so very true.  Corporate greed will bite them.  Check it out.  I worked with them for 6 years and could not  take their  abuse of the flying public.  Check it out.  They use sub par regional airlines like ENVOY... they own them..  watch out for American Airlines..... I could write a book on these characters.
1082,"If I could rate American Airlines less than a one I would. It makes me so sad that because I purchased the ""cheapest ticket"", which the customer service rep repeated at least a half a dozen times, that I automatically agreed to no refund or changes. They are basically stealing my money. I am out 465.23 cents, which may seem cheap to a lot of people, but is a lot of money to me.On top of that, they want to emphasize that it is because I am stupid that this happened. I am sick."
1083,Worst time maintanance. Worst crew maintanance. Everything is worst. Worst to the core
1084,"Horrible customer service representatives they are rude. After explaining an important circumstance to a Mr. Ed Henderson who and I quote was “the only reservations supervisor in this Texas location”, he tried nothing to help except say these inconsiderate words “just pay the $60 your other ticket has no value”. How can a company this large hire such disgusting people who lack empathy for those of us with circumstances that have no alternative options. I have flown AA many times and this is the first time I have actually experienced the degrading tone of these respresentatives that many other previous customers speak about. I will not fly with this company nor will I recommend such an inconsiderate airline service to others. I just hope that one day Mr. Ed Henderson does not have a circumstance in which he is faced with such a person as himself."
1085,"Terrible service, delays on my last 2 flights. Service issues.American airlines employees are lost in the situation. Get some help.Update : hour and an half later.Finally on the plane,  waiting for more than an hour,  on the tarmac,  ready to leave. Them the pilot says his time is up,  he cannot fly anymore tonight.  What a joke. American airlines is terrible,  done fly them, look for other carriers. Their service sucks big time.Dont fly american."
1086,"You guys suck , delayed twice in two days. Employees that cannot speak English."
1087,"Rental car co shuttle made us late for our return trip. We were 40 min before flight but cutoff was 45. They wouldn't let us checkin bc we had a bag. ""It can't fly without you"". Of course, on our trip to HI, they lost our bag and it flew alone and we had no luggage for our first night. Nasty counter agent named Shannon kept saying ""I'm sorry YOU were late"". They told us we had to fly 24 hours later even tho there was a flight 4 hours later. Unlike Delta, they had to get permission to allow us to fly 4 hours later on a flight that was NOT full. They made us pay $200 each in a change fee AND a fare cost difference. We paid $600 more to leave that night. Counter agents lied on our complaint form of when we tried to check in. AA never contacted us on complaint until I msg them one week later. They just cited their ""rules"". As I stated, Delta would accommodate with no fee IF possible on this. I will Never use AA again. If you like being pushed for credit cards on flights with the bait and switch of free flights (not true), use them but I will never"
1088,"Really bad organization and customer service!!! I had to share my bad experience with British Airways operated by American Airlines . On Monday 27th my daughter and I supposed to fly in Chicago from Atlanta at 7:15am (flight # 1951) and from Chicago having our next flight to London at 9:15 am (flight #1541). I supposed to meet my sister at Heathrow Airport in London so we booked a hotel in London airport for the night of 27th until next morning Tuesday 28th because we had tickets to go in Paris, France. So we checked in just fine in Atlanta we went through security line… no problem we got at the gate in time, we got our seats, boarding passes and then we were waiting to go in a plane to Chicago. Right when they scan our tickets, they told us to get on the side to fix the boarding passes because the “sequence #’s are wrong!!! And was British Airways mistake ( so either way was not our problem).  Instead of taking the time to fix our problem (the lady in a front her name was Michelle) she and her co-worker they were trying to fix other people problems and didn’t let us go in a plane even that we told them our next bookings and connections we have. They called the manger in charge for that day and she didn’t care to figure out what is going on. She left because she had a emergency problem not “minor problem” like ours so we were left I  Atlanta airport. Michelle finally put us on 10:00 pm direct flight from Atlanta(the only one available) So we had to spend all day in airport and miss our hotel night and almost the flight to Paris. We had a check in luggage that travel to Chicago and  couldn’t be located so we had to file a claim  when we got in Paris. We received the luggage on Thursday 30th so 2 days before we were leaving Paris. This really was upsetting us… we had to spend money to get some clothes to wear and personal items, so really extra unexpected expenses."
1089,"My flight from LGA to DTW was an absolute wreck. First, the airport's maintenance system went down so we had to wait 10 minutes for someone to deliver the log book. Then, there was another delay in taxiing to the runway. Then, when we arrived, we were waited to be reassigned to a different gate. When we got to the gate, the operator broke the jet bridge so we were stuck on the plane for another 15 minutes while someone ""fixed"" it. The result was me almost missing my connection. Complete disaster"
1090,"AMERICAN AIRLINES CUSTOMERS SERVICES SUCKS! Yesterday we were in the vegas airport trying to catch a flight to dallas and the lady helping people print tickets is making faces like the last thing she should be doing is helping anyone! Unfortunately we needed her help. She was very condisending then ended up having the same issue we were having. it would be laughable except hours sitting at the airport were on the line! We then found out the plane was delayed and there was a good chance we wouldn't make our connecting AA flight to Peru. So then we go to customer service to talk with another lady who hates her job. There is another flight that is leaving before our flight since we got there very early but she will not try to get us on that flight. Probably because it will take effort on her part. She does assure us though that our bags will be checked all the way to Peru (more on that later). Well the flight was delayed even more and we ended up missing our connecting flight. So instead of catching our flight to Peru at 7 pm it was 2 am. So thanks american for turning a 12 hour trip into a 24 hour trip. And the cherry on top my bags never left Dallas. We're filling out forms now to try to get them. American used to be a good airline. Now you might as well get the cheapest flight. It will be better service anyway. Im so disappointed,  I will never fly American again!"
1091,"I must say, if I can avoid flying with AA in the future I would definitely choose that. Our first flight was delayed because of maintenance issues (which is not necessarily their fault but still) so we missed the connecting flight and all they gave us was a aitport hotel room and $24 food voucher for 2 people that can only be used all at once, while we had to pay ourselves for other overpriced meals.However, the reason why I would try to avoid AA is because of the second flight (Chicago-London). The rows were very close together, they were not as tall as with other airlines. Even with the headrest all the way up it was still only slightly above my shoulders. The service was terrible. Two flight attendants sat in the seats behind us. They were not organized or thorough serving food or taking trash. When they served pretzels only one aisle got served in our section because of confusion. I had to tell an attendant that the other aisle hadn't been served. The food was really poor quality and not presented well. The couple in front of us didn't move their seats up during landing so I again had to tell an attendant to help the couple.The one good thing was the movie selection, but even the screens weren't adjustable so I, because of my height, could see it straight on even when putting my seat back. Never again I hope."
1092,I cant be more disgusted and disappointed with American airlines and I will never fly this airline again. Don't waste your time or money if you want to actually GET somewhere!!!! Gross
1093,Customer service is deplorable. Spent an hour on the phone only to be hung up on (accident) but then had to wait another 20 mins to start all over again.
1094,"In America, we have a saying that goes, ""like tits on a bull."" And, that describes American Airlines customer service this week. I had a pretty simple issue because I needed to cancel my reservation due to an illness. I also had refund protection on the flights...so totally in the clear, yeah? But you'd be wrong. Because no one I dealt with could answer the most basic questions about how I should proceed to ensure I got the proper refund on my tickets or whether or not I needed to file a claim or how the combination of refund and change would be handled. I'd assume this isn't an uncommon thing, but I'd be off...I guess. Anyway, I came out of the whole experience more frustrated and less knowledgeable than I started. Wow!"
1095,This company's customer service has a really bad attitude and does not want to solve the problem.
1096,"So, here is why AA is a horrible airline that will never receive another penny from me! We flew my mother in law from Honduras to Virginia, with a connection in MIA. We did everything needed to request her wheel chair service in advance as well as provide an emergency contact number. She checks in, gets wheel chair service to her aircraft. She departs and arrives in Miami for her 2 hour and 34 minute layover. They take her off the plane and to her next gate. Here's where you start to completely fail. There is a gate change and nobody does anything to get the handicap person to her new gate. No, instead, you realize this flight is overbooked and this is an easy ""bump"" to make room. I'll get to the proof of that statement shortly. She realizes after much time she's not leaving MIA on her scheduled flight. Traveling from another country, she has no cell phone to notify anyone. She became upset and crying. Did anyone step in yet? Not American Airlines! Luckily, a passenger say her upset and offered her cell phone for her to make a call. When she got us on the phone, we immediately started calling to find out what happened. The agent on the phone tells us she missed her connecting flight and was rescheduled for the next morning. When asked how or why, we were told she was at a call center and could only ready what was on the screen? Really, that's your customer service? Ok, move on as we now have an issue at hand. We call the courteous traveler back while she is still nearby so we can talk again and try to calm down my mother in law. Starting to ponder if we should start a 16 hour drive, we call another number to American Airlines, I believe at the MIA airport. This person tells us not to worry, they will get her into a hotel as well as transportation to and from. Ok, so now move on to finding out if the bags would arrive on the original flight. This is where the proof comes in that she was purposely bumped to another flight. American could not tell us if the bags were on the original flight or not. We go to the airport and check baggage claim for the original flight. Bags arrive? NO, which tells us they were scheduled for the next day as well. This shows American Airlines had no intention to put her on her scheduled flight because the bags were not transferred to that plane. So, now, where did they take her and is she ok? After all, she is handicap and not able to get around. She came from a foreign country, with no American cash in hand to buy anything. Finally, we track down what hotel they were going to take her to and assured everything would be fine. Then, finally at 3:30am, we are able to speak to my mother in law again. They had literally just put her in a hotel .... AND WITH 3 TOTAL STRANGERS!! Are you kidding me?? Then, have the audacity to tell her she is being picked up at 4:30am in time for her new flight. She is put in this hotel with her carry on, 2 fifty pound checked bags, and her purse. When her shuttle arrives an hour later to take her back to the airport, she is offered no assistance with bags. Now, a handicap person who had wheelchair access requested must now carry 2 fifty pound suitcases, a carry on, and her purse. Again, luck struck as another passenger sees the struggle and starts to help. And lucky for that passenger because the new flight had a gate change as well. Which, now we know, American does nothing to assist with and just let you miss your flight. If anyone could possibly rationalize this into any form of being acceptable, I'd love to hear it! Again, American Airlines will never see another penny from us. I hope dearly they get what they deserve and go bankrupt!! You people are pathetic to say the least."
