country,location_name,condition_text,air_quality_PM2.5,air_quality_PM10
Sweden,Stockholm,Sunny,4.44,12.025
Switzerland,Bern,Partly cloudy,11.1,16.465
Syria,Damascus,Sunny,24.42,44.03
Tajikistan,Dushanbe,Partly cloudy,11.47,12.025
Tanzania,Dodoma,Partly cloudy,5.735,6.66
Thailand,Bangkok,Partly cloudy,32.19,32.375
Timor-Leste,Dili,Patchy rain nearby,9.435,12.395
Vietnam,Ban Lom,Partly Cloudy,29.97,29.97
Tonga,Nuku`Aloia,Partly cloudy,10.545,16.095
Trinidad and Tobago,Port Of Spain,Partly cloudy,8.695,12.58
Tunisia,Tunis,Partly cloudy,19.61,28.305
Turkey,Ankara,Partly cloudy,17.02,27.195
Turkmenistan,Ashgabat,Partly cloudy,41.81,49.58
Tuvalu,Funafuti,Partly cloudy,4.81,7.4
Uganda,Kampala,Partly cloudy,48.655,48.84
Ukraine,Kyiv,Sunny,25.715,30.525
United Arab Emirates,Abu Dhabi,Sunny,121.545,162.8
United Kingdom,London,Partly cloudy,10.175,17.205
United States of America,Washington Harbor,Overcast,2.035,2.22
Uruguay,Montevideo,Sunny,13.32,18.685
Uzbekistan,Tashkent,Overcast,60.125,68.265
Vanuatu,Port Vila,Light rain,10.175,16.835
Venezuela,Caracas,Clear,31.45,31.82
Vietnam,Hanoi,Sunny,53.095,53.095
Yemen,Sanaa,Sunny,15.725,43.845
Zambia,Lusaka,Sunny,12.58,12.95
Zimbabwe,Harare,Sunny,17.205,17.945
Afghanistan,Kabul,Patchy rain nearby,27.195,41.07
Albania,Tirana,Sunny,6.66,10.545
Algeria,Algiers,Partly cloudy,16.65,29.23
Andorra,Andorra La Vella,Sunny,1.48,2.035
Angola,Luanda,Partly cloudy,26.455,34.41
Antigua and Barbuda,Saint John's,Overcast,13.024,20.079
Argentina,Buenos Aires,Sunny,8.88,11.655
Armenia,Yerevan,Sunny,14.245,18.5
Australia,Canberra,Sunny,15.355,16.095
Austria,Vienna,Sunny,7.4,8.695
Azerbaijan,Baku,Partly cloudy,26.825,31.08
Bahamas,Nassau,Clear,9.805,13.69
Bahrain,Manama,Sunny,44.4,84.175
Bangladesh,Dhaka,Partly Cloudy,222.185,223.11
Barbados,Bridgetown,Partly cloudy,4.652,7.693
Belarus,Minsk,Sunny,32.93,33.855
Belgium,Brussels,Sunny,17.76,19.425
Belize,Belmopan,Clear,12.395,14.985
Benin,Porto-Novo,Partly cloudy,65.675,80.845
Bhutan,Thimphu,Patchy rain nearby,7.215,7.585
Bolivia,Sucre,Partly Cloudy,2.775,2.775
Bosnia and Herzegovina,Sarajevo,Partly cloudy,50.875,57.72
Botswana,Gaborone,Sunny,17.76,17.945
Brazil,Bras,Cloudy,49.21,52.91
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,26.085,26.825
Bulgaria,Sofia,Partly cloudy,14.615,17.02
Burkina Faso,Ouagadougou,Mist,67.34,251.6
Burundi,Bujumbura,Patchy rain nearby,16.835,17.02
Madagascar,Ivory,Sunny,16.095,17.945
Cape Verde,Praia,Sunny,48.84,155.03
Cambodia,Phnom Penh,Partly cloudy,6.66,6.66
Cameroon,Ngaoundere,Sunny,37.185,84.175
Canada,Ottawa,Overcast,3.33,3.33
Central African Republic,Bangui,Sunny,46.25,64.38
Chad,N'djamena,Sunny,37.185,138.75
Chile,Santiago,Clear,37.0,38.11
China,Beijing,Clear,340.215,345.395
Bulgaria,Bogot,Sunny,11.84,14.615
Comoros,Moroni,Patchy rain nearby,11.47,14.43
Congo,Brazzaville,Partly cloudy,14.615,14.8
Costa Rica,San Ignacio,Light rain,6.475,7.215
Croatia,Zagreb,Sunny,23.865,27.565
Cuba,Havana,Cloudy,11.47,17.205
Cyprus,Nicosia,Partly cloudy,24.42,36.815
Czech Republic,Prague,Sunny,9.435,11.285
Democratic Republic of Congo,Kinshasa,Partly cloudy,14.615,14.8
Denmark,Copenhagen,Sunny,4.995,11.655
Djibouti,Djibouti,Mist,22.57,29.97
Dominica,Roseau,Patchy rain nearby,8.695,14.245
Dominican Republic,Santo Domingo,Patchy rain possible,19.795,21.09
Ecuador,Quito,Mist,6.845,6.845
Egypt,Cairo,Partly cloudy,61.975,88.8
El Salvador,San Salvador,Clear,18.5,19.795
Equatorial Guinea,Malabo,Sunny,6.29,10.73
Eritrea,Asmara,Patchy rain nearby,14.43,21.09
Estonia,Tallinn,Sunny,3.885,6.105
Swaziland,Mbabane,Partly cloudy,64.195,64.38
Ethiopia,Addis Ababa,Patchy rain nearby,11.47,14.8
Fiji Islands,Suva,Partly cloudy,12.95,19.055
Finland,Helsinki,Light freezing rain,4.07,5.92
France,Paris,Sunny,14.06,17.205
Gabon,Libreville,Partly cloudy,8.695,9.435
Gambia,Banjul,Sunny,46.435,116.735
Georgia,Tbilisi,Sunny,22.015,30.525
Germany,Berlin,Overcast,10.36,12.58
Ghana,Accra,Sunny,32.005,63.27
Greece,Athens,Partly cloudy,7.77,15.91
Grenada,Saint George's,Partly cloudy,5.55,9.065
Guatemala,Guatemala City,Partly cloudy,10.915,11.47
Guinea,Conakry,Partly cloudy,48.655,81.585
Guinea-Bissau,Bissau,Sunny,69.19,104.71
Guyana,Georgetown,Partly cloudy,4.81,7.03
Haiti,Port-Au-Prince,Partly Cloudy,71.225,71.965
Vatican City,Vatican City,Sunny,13.505,18.13
Honduras,Tegucigalpa,Cloudy,9.25,10.175
Hungary,Budapest,Light sleet,11.47,14.8
Iceland,Vestmannaeyjar,Patchy light snow,2.571,6.059
India,New Delhi,Overcast,326.525,330.78
Indonesia,Jakarta,Patchy light drizzle,97.865,98.605
Iran,Tehran,Sunny,152.44,155.955
Iraq,Baghdad,Sunny,38.11,47.36
Ireland,Dublin,Light rain,3.33,4.625
Israel,Jerusalem,Sunny,39.22,108.225
Italy,Rome,Sunny,13.505,18.13
Jamaica,Port Royal,Partly cloudy,21.645,24.235
Japan,Tokyo,Clear,17.205,17.575
Jordan,Amman,Overcast,28.12,72.335
Kazakhstan,Astana,Freezing fog,10.36,10.915
Kenya,Nairobi,Partly cloudy,19.61,20.35
Kiribati,Tarawa,Partly Cloudy,13.135,21.645
Kuwait,Kuwait City,Sunny,96.57,561.66
Kyrghyzstan,Bishkek,Sunny,17.76,18.13
Indonesia,Laos,Light rain shower,59.015,59.57
Latvia,Riga,Light snow,14.06,15.91
Lebanon,Beirut,Sunny,39.405,61.42
Lesotho,Maseru,Partly cloudy,9.805,10.175
Liberia,Monrovia,Mist,34.41,45.14
Thailand,Nan,Partly cloudy,41.625,41.81
Liechtenstein,Vaduz,Sunny,4.07,4.81
Lithuania,Vilnius,Moderate snow,34.78,39.59
Luxembourg,Luxembourg,Partly cloudy,15.54,19.795
Madagascar,Antananarivo,Partly cloudy,12.58,12.95
Malawi,Lilongwe,Sunny,15.54,15.725
Malaysia,Kuala Lumpur,Patchy light rain with thunder,58.09,58.83
Maldives,Dhidhdhoo,Cloudy,6.291,6.971
Mali,Bamako,Sunny,41.44,102.12
Malta,Valletta,Partly cloudy,4.255,18.315
Marshall Islands,Majuro,Light rain,5.735,9.25
Mauritania,Nouakchott,Sunny,36.26,130.425
Mauritius,Port Louis,Partly cloudy,13.32,20.35
Mexico,Mexico City,Clear,110.63,110.63
Micronesia,Palikir,Overcast,4.255,7.215
Iran,Chi Chi Khvar,Sunny,16.28,18.315
Monaco,Monaco,Partly cloudy,3.7,5.18
Mongolia,Ulaanbaatar,Light freezing rain,33.3,35.15
Montenegro,Podgorica,Sunny,7.77,12.21
Morocco,Rabat,Sunny,14.43,31.82
Mozambique,Maputo,Partly cloudy,12.58,15.54
Myanmar,Yangon,Partly cloudy,38.665,38.85
Namibia,Windhoek,Partly cloudy,3.7,4.255
Turkey,Yaren,Moderate rain,8.695,13.875
Nepal,Kathmandu,Partly cloudy,43.66,47.36
Netherlands,Amsterdam,Partly cloudy,20.165,24.975
New Zealand,Wellington,Overcast,9.99,13.69
Nicaragua,Managua,Clear,10.36,11.84
Niger,Niamey,Overcast,27.195,43.66
Nigeria,Abuja,Sunny,94.35,201.65
North Korea,Pyongyang,Clear,34.225,34.595
Macedonia,Skopje,Partly cloudy,12.765,16.465
Norway,Oslo,Sunny,6.475,14.8
Oman,Muscat,Sunny,28.675,35.89
Pakistan,Islamabad,Partly Cloudy,66.415,70.67
Palau,Airai,Partly cloudy,9.805,15.725
Bolivia,National,Cloudy,13.505,13.69
Panama,Panama City,Partly cloudy,5.55,6.845
Papua New Guinea,Port Moresby,Partly cloudy,9.62,10.36
Paraguay,Aurora,Partly Cloudy,12.251,12.922
Peru,Lima,Partly Cloudy,24.42,40.145
Philippines,Manila,Partly cloudy,27.935,32.375
Poland,Warsaw,Partly cloudy,20.535,23.865
Portugal,Lisbon,Partly cloudy,16.65,26.64
Qatar,Doha,Sunny,28.49,68.08
Romania,Bucharest,Sunny,12.95,15.355
Russia,Moscow,Moderate snow,28.86,34.04
Rwanda,Kigali,Patchy rain nearby,23.31,23.495
Saint Kitts and Nevis,Basseterre,Clear,11.1,16.835
Saint Lucia,Castries,Moderate or heavy rain shower,5.365,8.88
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,5.401,8.822
Samoa,Apia,Partly cloudy,3.885,6.475
San Marino,San Marino,Sunny,5.843,7.486
Belgium,'S Gravenjansdijk,Partly cloudy,21.275,25.9
Saudi Arabia,Riyadh,Partly cloudy,154.29,1350.87
Senegal,Dakar,Sunny,44.03,125.43
Serbia,Belgrade,Sunny,37.555,39.035
Seychelles Islands,Victoria,Partly cloudy,7.77,11.655
Sierra Leone,Freetown,Mist,38.85,74.555
Singapore,Singapore,Light rain,26.085,26.455
Slovakia,Bratislava,Partly cloudy,8.88,9.805
Slovenia,Ljubljana,Sunny,20.35,26.085
Solomon Islands,Honiara,Patchy rain nearby,5.365,7.4
Somalia,Mogadishu,Partly cloudy,8.88,10.36
South Africa,Pretoria,Sunny,28.49,28.675
South Korea,Seoul,Clear,49.025,49.95
Sudan,Juba,Sunny,45.325,243.83
Spain,Madrid,Mist,17.02,20.905
Sri Lanka,Colombo,Partly cloudy,27.195,27.935
Sudan,Khartoum,Sunny,32.005,113.775
Suriname,Paramaribo,Mist,4.255,5.365
Sweden,Stockholm,Sunny,4.81,7.03
Switzerland,Bern,Overcast,7.955,11.655
Syria,Damascus,Sunny,23.31,54.39
Tajikistan,Dushanbe,Sunny,14.615,15.355
Tanzania,Dodoma,Partly Cloudy,6.66,7.215
Thailand,Bangkok,Partly cloudy,26.455,26.64
Timor-Leste,Dili,Patchy rain nearby,11.285,15.17
Vietnam,Ban Lom,Partly Cloudy,30.525,30.525
Tonga,Nuku`Aloia,Partly cloudy,10.73,17.39
Trinidad and Tobago,Port Of Spain,Partly cloudy,5.55,7.77
Tunisia,Tunis,Partly cloudy,9.25,21.46
Turkey,Ankara,Partly cloudy,12.21,15.91
Turkmenistan,Ashgabat,Sunny,55.87,60.865
Tuvalu,Funafuti,Partly cloudy,11.1,17.205
Uganda,Kampala,Moderate rain,20.535,21.09
Ukraine,Kyiv,Light snow,17.39,19.055
United Arab Emirates,Abu Dhabi,Sunny,82.14,124.875
United Kingdom,London,Partly cloudy,5.92,7.77
United States of America,Washington Harbor,Clear,2.96,4.07
Uruguay,Montevideo,Sunny,6.105,8.14
Uzbekistan,Tashkent,Sunny,57.905,60.31
Vanuatu,Port Vila,Partly cloudy,6.105,9.99
Venezuela,Caracas,Clear,22.2,22.94
Vietnam,Hanoi,Sunny,53.465,53.465
Yemen,Sanaa,Patchy rain nearby,25.715,83.805
Zambia,Lusaka,Sunny,9.99,10.175
Zimbabwe,Harare,Sunny,16.095,16.65
Afghanistan,Kabul,Sunny,26.085,35.335
Albania,Tirana,Sunny,10.915,13.505
Algeria,Algiers,Partly cloudy,35.15,75.295
Andorra,Andorra La Vella,Mist,2.775,5.365
Angola,Luanda,Partly cloudy,23.865,29.045
Antigua and Barbuda,Saint John's,Patchy rain nearby,9.045,14.833
Argentina,Buenos Aires,Partly cloudy,6.66,7.585
Armenia,Yerevan,Partly cloudy,14.615,20.35
Australia,Canberra,Patchy rain nearby,12.395,12.765
Austria,Vienna,Partly cloudy,31.08,38.295
Azerbaijan,Baku,Partly cloudy,31.82,82.51
Bahamas,Nassau,Cloudy,12.395,18.315
Bahrain,Manama,Sunny,89.725,415.14
Bangladesh,Dhaka,Sunny,227.365,228.29
Barbados,Bridgetown,Overcast,6.083,10.198
Belarus,Minsk,Partly cloudy,19.425,24.235
Belgium,Brussels,Sunny,8.88,18.685
Belize,Belmopan,Clear,9.435,11.47
Benin,Porto-Novo,Partly cloudy,60.31,89.17
Bhutan,Thimphu,Patchy rain nearby,6.66,6.66
Bolivia,Sucre,Partly Cloudy,2.405,2.405
Bosnia and Herzegovina,Sarajevo,Sunny,34.965,36.63
Botswana,Gaborone,Sunny,32.005,32.19
Brazil,Bras,Clear,51.43,55.315
Brunei Darussalam,Bandar Seri Begawan,Moderate or heavy rain shower,26.085,26.64
Bulgaria,Sofia,Sunny,33.3,36.075
Burkina Faso,Ouagadougou,Mist,61.235,254.19
Burundi,Bujumbura,Light rain shower,19.795,19.795
Madagascar,Ivory,Sunny,24.605,25.53
Cape Verde,Praia,Sunny,45.88,130.98
Cambodia,Phnom Penh,Partly cloudy,9.805,9.99
Cameroon,Ngaoundere,Sunny,31.635,65.86
Canada,Ottawa,Partly cloudy,0.74,0.74
Central African Republic,Bangui,Sunny,59.57,80.105
Chad,N'djamena,Sunny,31.82,124.875
Chile,Santiago,Clear,32.19,35.52
China,Beijing,Sunny,397.195,398.86
Bulgaria,Bogot,Sunny,16.465,19.61
Comoros,Moroni,Patchy rain nearby,8.51,12.58
Congo,Brazzaville,Mist,24.42,26.085
Costa Rica,San Ignacio,Fog,6.66,7.215
Croatia,Zagreb,Sunny,14.615,16.28
Cuba,Havana,Cloudy,13.875,17.575
Cyprus,Nicosia,Partly cloudy,3.515,12.025
Czech Republic,Prague,Sunny,7.4,9.25
Democratic Republic of Congo,Kinshasa,Mist,24.42,26.085
Denmark,Copenhagen,Light rain,5.735,7.955
Djibouti,Djibouti,Sunny,26.825,49.95
Dominica,Roseau,Patchy rain nearby,6.105,10.175
Dominican Republic,Santo Domingo,Partly cloudy,7.585,7.585
Ecuador,Quito,Patchy rain nearby,17.76,17.76
Egypt,Cairo,Light rain,42.365,65.49
El Salvador,San Salvador,Clear,22.2,22.57
Equatorial Guinea,Malabo,Patchy rain nearby,21.09,42.92
Eritrea,Asmara,Patchy rain nearby,24.605,33.67
Estonia,Tallinn,Partly cloudy,5.18,7.955
Swaziland,Mbabane,Partly cloudy,16.465,17.205
Ethiopia,Addis Ababa,Partly cloudy,41.255,43.105
Fiji Islands,Suva,Partly cloudy,8.695,12.21
Finland,Helsinki,Sunny,3.145,5.92
France,Paris,Sunny,9.435,14.615
Gabon,Libreville,Partly cloudy,7.585,8.695
Gambia,Banjul,Sunny,41.625,96.015
Georgia,Tbilisi,Clear,38.85,48.655
Germany,Berlin,Overcast,9.435,10.545
Ghana,Accra,Mist,32.375,60.495
Greece,Athens,Partly cloudy,8.88,17.39
Grenada,Saint George's,Partly cloudy,6.66,11.285
Guatemala,Guatemala City,Partly cloudy,22.94,23.68
Guinea,Conakry,Partly cloudy,57.35,86.58
Guinea-Bissau,Bissau,Mist,53.835,93.055
Guyana,Georgetown,Partly cloudy,4.995,7.955
Haiti,Port-Au-Prince,Mist,62.16,62.715
Vatican City,Vatican City,Sunny,19.795,24.05
Honduras,Tegucigalpa,Fog,15.17,15.54
Hungary,Budapest,Sunny,26.27,31.45
Iceland,Vestmannaeyjar,Clear,1.469,3.672
India,New Delhi,Mist,191.29,195.545
Indonesia,Jakarta,Partly cloudy,206.83,208.865
Iran,Tehran,Mist,127.465,130.425
Iraq,Baghdad,Partly cloudy,38.85,48.285
Ireland,Dublin,Partly cloudy,5.365,18.5
Israel,Jerusalem,Patchy rain nearby,38.295,84.36
Italy,Rome,Sunny,19.795,24.05
Jamaica,Port Royal,Partly cloudy,10.545,13.32
Japan,Tokyo,Partly cloudy,47.915,48.655
Jordan,Amman,Mist,42.92,134.68
Kazakhstan,Astana,Sunny,33.3,35.52
Kenya,Nairobi,Partly cloudy,20.905,21.46
Kiribati,Tarawa,Clear,8.14,13.69
Kuwait,Kuwait City,Partly cloudy,66.415,96.2
Kyrghyzstan,Bishkek,Sunny,16.095,16.465
Indonesia,Laos,Light rain shower,48.84,49.395
Latvia,Riga,Overcast,17.945,23.31
Lebanon,Beirut,Partly cloudy,40.145,55.5
Lesotho,Maseru,Partly cloudy,31.82,32.19
Liberia,Monrovia,Partly cloudy,32.745,44.215
Thailand,Nan,Partly cloudy,28.49,28.675
Liechtenstein,Vaduz,Sunny,2.775,4.44
Lithuania,Vilnius,Partly cloudy,15.725,18.87
Luxembourg,Luxembourg,Sunny,6.29,11.655
Madagascar,Antananarivo,Partly cloudy,9.805,9.99
Malawi,Lilongwe,Partly cloudy,15.91,16.28
Malaysia,Kuala Lumpur,Patchy light rain with thunder,45.51,45.88
Maldives,Dhidhdhoo,Partly Cloudy,9.181,9.861
Mali,Bamako,Sunny,35.89,86.395
Malta,Valletta,Partly cloudy,3.33,13.32
Marshall Islands,Majuro,Overcast,1.48,2.22
Mauritania,Nouakchott,Sunny,25.9,86.395
Mauritius,Port Louis,Partly cloudy,15.355,22.755
Mexico,Mexico City,Clear,71.78,72.15
Micronesia,Palikir,Moderate rain,2.96,5.18
Iran,Chi Chi Khvar,Sunny,12.95,13.505
Monaco,Monaco,Light rain,4.81,9.25
Mongolia,Ulaanbaatar,Partly Cloudy,6.105,6.845
Montenegro,Podgorica,Sunny,16.65,19.055
Morocco,Rabat,Sunny,14.06,26.64
Mozambique,Maputo,Partly cloudy,15.54,16.835
Myanmar,Yangon,Partly cloudy,37.0,37.185
Namibia,Windhoek,Sunny,2.405,2.775
Turkey,Yaren,Partly cloudy,15.54,16.465
Nepal,Kathmandu,Partly cloudy,54.02,60.68
Netherlands,Amsterdam,Sunny,10.915,24.235
New Zealand,Wellington,Partly cloudy,11.655,16.465
Nicaragua,Managua,Clear,10.73,12.58
Niger,Niamey,Sunny,19.795,39.035
Nigeria,Abuja,Sunny,64.195,152.995
North Korea,Pyongyang,Sunny,71.41,71.965
Macedonia,Skopje,Sunny,44.585,48.1
Norway,Oslo,Light snow,8.51,12.395
Oman,Muscat,Sunny,23.495,27.38
Pakistan,Islamabad,Sunny,58.275,61.79
Palau,Airai,Partly cloudy,5.92,9.62
Bolivia,National,Fog,14.985,14.985
Panama,Panama City,Overcast,4.07,4.995
Papua New Guinea,Port Moresby,Partly cloudy,6.66,7.77
Paraguay,Aurora,Partly Cloudy,16.111,16.279
Peru,Lima,Partly Cloudy,24.42,37.0
Philippines,Manila,Partly cloudy,15.91,18.13
Poland,Warsaw,Patchy heavy snow,39.22,40.145
Portugal,Lisbon,Sunny,18.13,37.37
Qatar,Doha,Sunny,68.265,230.88
Romania,Bucharest,Sunny,50.32,53.65
Russia,Moscow,Overcast,72.15,85.84
Rwanda,Kigali,Partly cloudy,29.23,29.23
Saint Kitts and Nevis,Basseterre,Clear,3.33,5.18
Saint Lucia,Castries,Patchy light drizzle,6.29,10.36
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,5.401,9.002
Samoa,Apia,Overcast,6.475,9.99
San Marino,San Marino,Partly cloudy,8.217,11.138
Belgium,'S Gravenjansdijk,Overcast,11.655,24.235
Saudi Arabia,Riyadh,Partly cloudy,110.63,789.025
Senegal,Dakar,Sunny,33.3,88.43
Serbia,Belgrade,Sunny,30.34,33.115
Seychelles Islands,Victoria,Sunny,7.77,12.21
Sierra Leone,Freetown,Mist,43.475,65.86
Singapore,Singapore,Moderate or heavy rain with thunder,21.83,23.865
Slovakia,Bratislava,Sunny,20.35,22.57
Slovenia,Ljubljana,Sunny,27.38,34.41
Solomon Islands,Honiara,Partly cloudy,4.995,6.475
Somalia,Mogadishu,Partly cloudy,25.16,33.855
South Africa,Pretoria,Partly cloudy,43.66,43.845
South Korea,Seoul,Clear,66.6,70.485
Sudan,Juba,Sunny,52.17,290.265
Spain,Madrid,Sunny,19.61,27.195
Sri Lanka,Colombo,Partly cloudy,24.79,27.565
Sudan,Khartoum,Sunny,38.85,152.07
Suriname,Paramaribo,Mist,4.44,6.475
Sweden,Stockholm,Overcast,7.215,10.545
Switzerland,Bern,Sunny,4.625,6.845
Syria,Damascus,Partly cloudy,28.12,67.34
Tajikistan,Dushanbe,Sunny,11.47,12.95
Tanzania,Dodoma,Partly Cloudy,7.77,7.955
Thailand,Bangkok,Partly cloudy,31.45,31.635
Timor-Leste,Dili,Light rain shower,7.03,9.25
Vietnam,Ban Lom,Patchy rain nearby,66.785,66.785
Tonga,Nuku`Aloia,Light rain,11.1,17.575
Trinidad and Tobago,Port Of Spain,Patchy rain possible,4.44,7.03
Tunisia,Tunis,Partly cloudy,25.345,45.88
Turkey,Ankara,Partly cloudy,10.73,16.465
Turkmenistan,Ashgabat,Partly cloudy,34.04,37.185
Tuvalu,Funafuti,Partly cloudy,8.325,12.765
Uganda,Kampala,Patchy light drizzle,37.925,39.775
Ukraine,Kyiv,Overcast,31.265,37.0
United Arab Emirates,Abu Dhabi,Partly cloudy,47.545,56.24
United Kingdom,London,Partly cloudy,13.135,21.645
United States of America,Washington Harbor,Partly cloudy,1.11,1.11
Uruguay,Montevideo,Sunny,9.435,12.025
Uzbekistan,Tashkent,Sunny,47.545,48.655
Vanuatu,Port Vila,Partly cloudy,9.065,13.875
Venezuela,Caracas,Light rain shower,23.125,24.05
Vietnam,Hanoi,Partly cloudy,157.62,157.99
Yemen,Sanaa,Sunny,23.495,51.06
Zambia,Lusaka,Partly Cloudy,13.32,13.69
Zimbabwe,Harare,Partly Cloudy,15.54,16.28
Afghanistan,Kabul,Sunny,17.575,22.2
Albania,Tirana,Sunny,14.245,19.055
Algeria,Algiers,Sunny,37.74,65.305
Andorra,Andorra La Vella,Overcast,10.915,36.075
Angola,Luanda,Partly cloudy,14.615,18.315
Antigua and Barbuda,Saint John's,Partly cloudy,11.577,19.356
Argentina,Buenos Aires,Partly cloudy,22.2,22.57
Armenia,Yerevan,Partly Cloudy,9.065,17.02
Australia,Canberra,Sunny,19.795,20.165
Austria,Vienna,Partly cloudy,25.9,30.34
Azerbaijan,Baku,Overcast,11.285,17.39
Bahamas,Nassau,Partly cloudy,11.285,17.39
Bahrain,Manama,Sunny,41.07,122.285
Bangladesh,Dhaka,Sunny,308.395,317.83
Barbados,Bridgetown,Partly cloudy,9.482,15.565
Belarus,Minsk,Partly cloudy,24.79,28.49
Belgium,Brussels,Light rain,7.585,11.84
Belize,Belmopan,Fog,10.73,14.06
Benin,Porto-Novo,Partly cloudy,50.135,71.225
Bhutan,Thimphu,Patchy rain nearby,6.845,7.03
Bolivia,Sucre,Clear,4.44,4.625
Bosnia and Herzegovina,Sarajevo,Sunny,53.465,57.165
Botswana,Gaborone,Sunny,19.055,19.24
Brazil,Bras,Clear,27.75,31.08
Brunei Darussalam,Bandar Seri Begawan,Moderate or heavy rain with thunder,29.785,30.71
Bulgaria,Sofia,Partly cloudy,42.55,53.65
Burkina Faso,Ouagadougou,Mist,48.1,234.395
Burundi,Bujumbura,Patchy rain nearby,29.23,29.415
Madagascar,Ivory,Sunny,6.29,7.77
Cape Verde,Praia,Partly cloudy,35.705,95.46
Cambodia,Phnom Penh,Partly cloudy,11.84,12.765
Cameroon,Ngaoundere,Sunny,31.265,71.225
Canada,Ottawa,Partly cloudy,3.145,3.33
Central African Republic,Bangui,Sunny,46.065,61.235
Chad,N'djamena,Sunny,73.445,267.88
Chile,Santiago,Clear,26.455,29.23
China,Beijing,Sunny,107.67,128.76
Bulgaria,Bogot,Partly Cloudy,24.42,26.085
Comoros,Moroni,Patchy rain nearby,7.955,10.73
Congo,Brazzaville,Partly cloudy,17.76,18.315
Costa Rica,San Ignacio,Fog,4.07,4.07
Croatia,Zagreb,Sunny,16.095,19.61
Cuba,Havana,Partly Cloudy,10.73,13.875
Cyprus,Nicosia,Partly cloudy,4.995,10.915
Czech Republic,Prague,Sunny,21.83,34.41
Democratic Republic of Congo,Kinshasa,Partly cloudy,17.76,18.315
Denmark,Copenhagen,Partly cloudy,10.175,18.87
Djibouti,Djibouti,Sunny,33.115,67.71
Dominica,Roseau,Patchy rain nearby,14.245,23.125
Dominican Republic,Santo Domingo,Partly cloudy,7.4,8.325
Ecuador,Quito,Partly Cloudy,11.84,12.025
Egypt,Cairo,Partly cloudy,25.53,55.13
El Salvador,San Salvador,Clear,26.825,27.01
Equatorial Guinea,Malabo,Patchy rain nearby,21.46,35.15
Eritrea,Asmara,Patchy rain nearby,20.535,38.85
Estonia,Tallinn,Light drizzle,19.98,23.865
Swaziland,Mbabane,Sunny,17.945,18.315
Ethiopia,Addis Ababa,Sunny,42.92,48.84
Fiji Islands,Suva,Partly cloudy,2.96,4.07
Finland,Helsinki,Light rain,16.28,21.09
France,Paris,Light rain,11.655,15.17
Gabon,Libreville,Partly cloudy,9.435,10.36
Gambia,Banjul,Sunny,27.01,71.965
Georgia,Tbilisi,Light rain,7.03,9.99
Germany,Berlin,Sunny,8.88,13.69
Ghana,Accra,Partly cloudy,28.675,56.24
Greece,Athens,Sunny,32.375,44.215
Grenada,Saint George's,Moderate or heavy rain with thunder,14.245,24.235
Guatemala,Guatemala City,Partly cloudy,26.085,27.195
Guinea,Conakry,Sunny,50.505,78.995
Guinea-Bissau,Bissau,Mist,47.545,83.62
Guyana,Georgetown,Partly cloudy,13.505,19.795
Haiti,Port-Au-Prince,Mist,53.28,53.465
Vatican City,Vatican City,Partly cloudy,20.905,28.49
Honduras,Tegucigalpa,Partly cloudy,21.645,22.2
Hungary,Budapest,Sunny,47.915,53.28
Iceland,Vestmannaeyjar,Clear,1.653,4.04
India,New Delhi,Mist,177.045,182.595
Indonesia,Jakarta,Patchy rain nearby,227.365,229.215
Iran,Tehran,Mist,123.58,126.725
Iraq,Baghdad,Partly cloudy,56.98,205.535
Ireland,Dublin,Partly cloudy,6.845,22.385
Israel,Jerusalem,Sunny,7.215,16.835
Italy,Rome,Partly cloudy,20.905,28.49
Jamaica,Port Royal,Partly cloudy,5.18,5.365
Japan,Tokyo,Clear,35.89,36.445
Jordan,Amman,Partly cloudy,9.435,21.83
Kazakhstan,Astana,Sunny,17.76,21.83
Kenya,Nairobi,Partly cloudy,21.275,21.275
Kiribati,Tarawa,Partly Cloudy,19.055,31.08
Kuwait,Kuwait City,Partly cloudy,64.01,125.43
Kyrghyzstan,Bishkek,Sunny,20.72,21.83
Indonesia,Laos,Light rain shower,40.515,40.7
Latvia,Riga,Overcast,30.525,35.705
Lebanon,Beirut,Partly cloudy,16.835,27.565
Lesotho,Maseru,Partly cloudy,39.775,39.96
Liberia,Monrovia,Mist,41.255,58.645
Thailand,Nan,Partly cloudy,23.31,23.495
Liechtenstein,Vaduz,Sunny,4.625,5.365
Lithuania,Vilnius,Partly cloudy,18.5,23.865
Luxembourg,Luxembourg,Sunny,5.92,12.765
Madagascar,Antananarivo,Partly cloudy,13.505,15.54
Malawi,Lilongwe,Partly cloudy,10.915,11.1
Malaysia,Kuala Lumpur,Patchy light rain with thunder,53.65,54.02
Maldives,Dhidhdhoo,Patchy rain nearby,36.384,38.594
Mali,Bamako,Sunny,26.825,53.28
Malta,Valletta,Sunny,3.145,7.585
Marshall Islands,Majuro,Overcast,4.81,7.215
Mauritania,Nouakchott,Sunny,139.12,527.25
Mauritius,Port Louis,Partly cloudy,12.025,18.13
Mexico,Mexico City,Clear,77.7,77.7
Micronesia,Palikir,Overcast,6.66,10.73
Iran,Chi Chi Khvar,Patchy rain nearby,43.845,158.545
