Season,No.overall,No. inseason,Title,Directed by,Written by,Original air date,Prod.code,U.S. viewers(millions),plot
10,227,20,"""The Recollection Dissipation""",Mark Cendrowski,Story by : Eric Kaplan & Tara Hernandez & Jeremy HoweTeleplay by : Steven Molaro & Steve Holland & Maria Ferrari,"April 6, 2017",T12.15320,15.59,"Sheldon pushes himself to work on the guidance system with Howard and Leonard and his project with Amy on the same day. He catches a cold and wakes up the next day, half-naked and with no memory of what he did after he took cold medicine. His notebook of classified information on the military project is gone. Tracking his phone, they discover that Sheldon went to a Western-themed bar. He gets the notebook back, but learns he told everyone there about the project after making them pinky swear to secrecy. Amy then performs Soft Kitty for Sheldon in different languages using an autoharp. Meanwhile, Bernadette feels guilty about returning to work so soon and leaving Halley. Howard thinks she is mad at him for not telling her her aunt died six years ago, but makes her feel better by saying that they can change their choices if they want and Halley will not remember this anyway. Title reference: Sheldon losing his memory of the day."
10,228,21,"""The Separation Agitation""",Mark Cendrowski,Story by : Steven Molaro & Jim Reynolds & Maria FerrariTeleplay by : Steve Holland & Tara Hernandez & Jeremy Howe,"April 13, 2017",T12.15321,16.09,"Bert the geologist interrupts the latest ""Fun with Flags"" episode to tell everyone he has a girlfriend now, a personal trainer named Rebecca. He brings her to meet the gang, but it becomes clear that she is only with Bert for his grant money. They convince him to dump her. However, he misses her, calling ""Fun With Flags"" again to say that he got her back by purchasing her a jet ski. Meanwhile, Howard, Bernadette, and Stuart are all upset about leaving Halley at the university's daycare. Howard and Stuart take her out the first day to go to an aquarium and bring Bernadette with her to see her off to daycare the next day. Title reference: The agitation felt by separating from baby Halley."
10,229,22,"""The Cognition Regeneration""",Mark Cendrowski,Story by : Steve Holland & Tara Hernandez & Jeremy HoweTeleplay by : Dave Goetsch & Eric Kaplan & Jim Reynolds,"April 27, 2017",T12.15322,14.52,"Sheldon loses his edge at online gaming and tries several new tasks to keep his mind sharp: baking with Raj, juggling with Howard, and riding a unicycle. Amy says maybe he should just focus on living well. Sheldon does agree with her, but also wants to try stilts. Penny runs into her ex-boyfriend Zack, who offers her a job at his menu company. Penny likes the idea and Leonard reluctantly supports her, despite having reservations about their previous relationship and her potential choice of careers. Penny calls Zack to accept the job but says he cannot, as his fiancée is not fond of the idea of him working with his ex-girlfriend, leaving Penny to concede to Leonard. Meanwhile, Howard is tired of Bernadette making fun of his magic tricks and finds her old ventriloquist dummy, though she uses it to scare Howard. Title reference: Sheldon trying to keep his mind sharp."
10,230,23,"""The Gyroscopic Collapse""",Anthony Rich,Story by : Chuck Lorre & Steve Holland & Alex AyersTeleplay by : Steven Molaro & Jim Reynolds & Saladin K. Patterson,"May 4, 2017",T12.15323,15.39,"Leonard, Howard, and Sheldon finish their gyroscope for the Air Force, only to have it confiscated by the military for classified reasons. The loss of the project causes Howard to become clingy with Bernadette, though he reminds her that she has behaved in a similar manner after setbacks at her own job. Raj moves out of Leonard and Penny's apartment and into a room above Bert's garage. Amy is offered a summer position as a guest researcher at Princeton. Though Sheldon initially takes the news badly, he ultimately agrees she should accept the offer, and they have a night of unscheduled sex before she leaves. Title reference: The loss of the gyroscope project."
10,231,24,"""The Long Distance Dissonance""",Mark Cendrowski,Story by : Steven Molaro & Eric Kaplan & Jim ReynoldsTeleplay by : Chuck Lorre & Steve Holland & Tara Hernandez,"May 11, 2017",T12.15324,15.99,"With Amy away, Sheldon's old admirer Dr. Ramona Nowitzki begins to hang around him at Caltech and, later, his home. The rest of the gang become convinced she is pursuing Sheldon, alarming Amy. They do their best to keep her away from him, even following her to her car after dinner as a group. Sheldon does not believe Ramona is romantically interested in him but, when he asks her about it, she kisses him. Sheldon immediately departs and flies to New Jersey, proposing to Amy the second she answers the door. Title reference: Sheldon and Amy's long-distance relationship problems."
11,232,1,"""The Proposal Proposal""",Mark Cendrowski,Story by : Chuck Lorre & Eric Kaplan & Jeremy HoweTeleplay by : Steve Holland & Maria Ferrari & Tara Hernandez,"September 25, 2017",T12.15601,17.65,"Amy enthusiastically accepts Sheldon's marriage proposal. However, when dining with Amy's colleagues later that night, Sheldon is offended that they are more impressed with Amy's work than his own. With help from Stephen Hawking, Sheldon later comes to grips with the fact that he will not always be the center of attention in the marriage. Bernadette is shocked to realize that she is pregnant again. She and Howard are not thrilled at the idea of having another baby so soon after their first. They attempt to convince Leonard and Penny to have a child as well, but are rebuffed. Title reference: Sheldon's proposal of marriage"
11,233,2,"""The Retraction Reaction""",Mark Cendrowski,Story by : Steven Molaro & Steve Holland & Maria FerrariTeleplay by : Dave Goetsch & Eric Kaplan & Anthony Del Broccolo,"October 2, 2017",T12.15602,14.06,"Leonard gives an interview on public radio where he admits physics research might be at a dead end. The university is furious and, while trying to think of reasons to put in a retraction, he depresses Sheldon into thinking he might be right. Penny asks Howard and Raj come over and help the two but end up just as depressed. Getting drunk with Penny, the men go to the grave of Richard Feynman and realize there is hope for physics as long as they believe in it. Leonard accidentally sends a drunken email to Human Resources, which bemuses Mrs. Davis. Meanwhile, Amy and Bernadette agree with each other to keep quiet about the success in their careers so as not to upset Sheldon and Howard. While bragging to each other, they end up arguing which of their fields is better. Title reference: Leonard's depression while writing a retraction of his statements on the radio."
11,234,3,"""The Relaxation Integration""",Mark Cendrowski,Story by : Chuck Lorre & Steve Holland & Adam FabermanTeleplay by : Maria Ferrari & Andy Gordon & Tara Hernandez,"October 9, 2017",T12.15603,13.13,"Sheldon cannot find the perfect wedding date and begins talking in his sleep, adopting the persona of a laid-back person who goes with the flow. Amy and Penny believe that his subconscious mind is trying to tell him to be more relaxed; his attempt to be so while wearing flip-flops ends in disaster. He decides to leave all the wedding planning to Amy. Meanwhile, Raj and Stuart both become interested in Bernadette's new coworker Ruchi. While she likes them both as friends, she does not want a relationship with anyone. Title reference: Sheldon trying to embrace the relaxed side of his personality."
11,235,4,"""The Explosion Implosion""",Mark Cendrowski,Story by : Bill Prady & Maria Ferrari & Tara HernandezTeleplay by : Steve Holland & Eric Kaplan & Jeremy Howe,"October 16, 2017",T12.15604,13.07,"Howard and Bernadette learn their second child will be a boy, leading Howard to doubt whether he can be a good father to a son. He and Sheldon go out in the desert to test launch a model rocket, but it explodes, causing him further doubt. On the way home, Howard does a good job coaching Sheldon to drive them home, for which Sheldon tells him he will be a good teacher to his son. Leonard's mother Beverly begins talking to Penny as a friend and confidant, troubling Leonard, especially when he learns that Beverly told Penny that she was proud of her, a level of praise she never bestowed upon Leonard himself. When Leonard confronts Beverly, he is touched when she says that of all of her children's spouses, Penny is the one by whom she is most impressed and that, for this, she is indeed proud of him. Meanwhile, Raj helps Bernadette turn baby girl clothes into boy ones. Title reference: The fate of Sheldon and Howard's model rocket."
11,236,5,"""The Collaboration Contamination""",Nikki Lorre,Story by : Steven Molaro & Steve Holland & Eric KaplanTeleplay by : Dave Goetsch & Maria Ferrari & Jeremy Howe,"October 23, 2017",T12.15605,13.2,"Amy and Howard begin collaborating on a neuroprosthetics project, upsetting Sheldon and Raj, who feel they are not spending as much time with them. When they seek solace with an annoyed Bernadette, she exploits the situation to trick Sheldon into doing Howard's chores. Penny successfully employs the approaches recommended in one of Bernadette's parenting books to deal with Sheldon, but Leonard believes she is coddling Sheldon too much. Sheldon and Raj resolve the issue of missing their significant others by spending time together. Title reference: Amy and Howard's collaboration contaminating Sheldon and Raj's moods."
11,237,6,"""The Proton Regeneration""",Mark Cendrowski,"Story by : Steven Molaro, Dave Goetsch, Alex YonksTeleplay by : Dave Steve Holland, Andy Gordon, Jeremy Howe","November 2, 2017",T12.15606,14.14,"Professor Proton, Sheldon's favorite childhood show, is being rebooted. After unsuccessfully auditioning for the part, he goes to Wil Wheaton for acting tips for his second audition. However, Sheldon is later dismayed when Wil is offered the role instead. Talking it over with Arthur in his dreams, he is still upset to see his idol replaced and considers Wil an enemy again. Meanwhile, Howard gets a vasectomy while Bernadette is on bed rest. Penny offers to take care of Halley for them, but they insult her by expecting her to be irresponsible. Halley ends up saying her first word by calling Penny ""Mama."" Title reference: The announced reboot of the Professor Proton series."
11,238,7,"""The Geology Methodology""",Mark Cendrowski,Story by : Steve Holland & Anthony Del Broccolo & Adam FabermanTeleplay by : Eric Kaplan & Maria Ferrari & Tara Hernandez,"November 9, 2017",T12.15607,13.8,"Bert asks for Sheldon's help in a geology research project relating to dark matter. Sheldon secretly agrees, but is too embarrassed to admit he is working with rocks. Bert finds out about this and ends their partnership. After talking with Amy, Sheldon goes to apologize, only to find Leonard has taken his place. Meanwhile, Raj runs into Ruchi again and goes out with her, but she does not believe in romantic love. After Howard and Bernadette tell Raj that he can just have sex with Ruchi, he agrees to keep it casual. Title reference: Sheldon working in geology with Bert."
11,239,8,"""The Tesla Recoil""",Anthony Rich,Story by : Chuck Lorre & Eric Kaplan & Tara HernandezTeleplay by : Steve Holland & Maria Ferrari & Jeremy Howe,"November 16, 2017",T12.15608,13.44,"After learning Sheldon went behind their backs to work with the military again, Leonard and Howard say Sheldon is like Thomas Edison, taking credit for others' ideas, while they are more like Nikola Tesla. Leonard and Howard bring in Barry Kripke to help create a better idea than Sheldon's, but Kripke goes to the military himself, cutting all three of them out. Meanwhile, Bernadette fears Ruchi is trying to steal her projects at work while she is on maternity leave and enlists Raj to spy on her. Though he finds proof that Ruchi may be stealing from Bernadette, Raj tries to defend Ruchi like a boyfriend would, pointing out Bernadette's hypocrisy as she would most likely have stolen from other people's projects as well. Ruchi is not happy about this and promptly dumps Raj. Title reference: The men's discussion of Tesla and Edison."
11,240,9,"""The Bitcoin Entanglement""",Mark Cendrowski,Story by : Steve Holland & Andy Gordon & Jeremy HoweTeleplay by : Dave Goetsch & Maria Ferrari & Anthony Del Broccolo,"November 30, 2017",T12.15609,13.84,"In 2010, Leonard, Howard, and Raj mined a lot of Bitcoin, now worth thousands of dollars, but left Sheldon out due to his fear of tax implications. Flashbacks are shown of how the Bitcoin ended up on an old laptop of Leonard's, which Penny gave to her old boyfriend Zack after she and Leonard broke up (though the Bitcoin is initially thought to be on Howard's laptop). Leonard allows Penny to have his laptop during a dinner with Howard, Raj, and Sheldon at the Cheesecake Factory. In 2017, Leonard and Penny retrieve the computer from Zack, who first shows them a video of a drunken Penny apologizing for breaking up with Leonard; when an eavesdropping Sheldon asked why she dated Leonard, she said that it was because he was a great guy; she also said that she believed they would someday end up married but she was not ready for it yet. Leonard is moved by this revelation. The Bitcoin is not found on the laptop. Sheldon explains he had moved it to a flash drive on Leonard's keychain to teach the guys a lesson, but Leonard reveals that he lost the keychain years ago, leaving Sheldon embarrassed at his error. A final flashback to 2013 shows Stuart discovering the flash drive, which he decides to erase and sell for $10. Title reference: The men trying to find their old Bitcoin investment. Notes: Carol Ann Susi posthumously appears as Howard's mother in this episode using archived audio."
11,241,10,"""The Confidence Erosion""",Mark Cendrowski,Story by : Bill Prady & Maria Ferrari & Adam FabermanTeleplay by : Steve Holland & Eric Kaplan & Tara Hernandez,"December 7, 2017",T12.15610,14.41,"When Raj misses out on a job at the planetarium, his father says he has no confidence because Howard always makes fun of him. Raj distances himself from Howard and later gets the job. Howard is hurt by this (even after apologizing to him) and tries to make amends with Raj after his first performance at the planetarium but, when he sees him get a date, he leaves without speaking to him, thinking that the latter's life is better without him. Meanwhile, Sheldon and Amy try randomly dividing up wedding tasks, but they keep arguing. The only thing they can agree on is to get married, so they decide to just get married at City Hall instead. However, Sheldon decides that he wants a first dance with his new wife and they go home to plan their wedding. Title reference: Howard eroding Raj's confidence."
11,242,11,"""The Celebration Reverberation""",Mark Cendrowski,Story by : Steve Holland & Eric Kaplan & Alex AyersTeleplay by : Dave Goetsch & Maria Ferrari & Jeremy Howe,"December 14, 2017",T12.15611,13.74,"Howard and Raj are still fighting, so Howard dis-invites Raj to Halley's birthday party. However, when Stuart pulls out as party planner at the last minute, Raj agrees to plan the party, which does not turn out too well due to Halley being asleep, Bernadette being on bed rest, and no people turning up. When Howard and Raj get into a shoving match in the party's bounce house, they end up letting out their frustrations, but also having fun and reconciling. Leonard is depressed upon receiving his successful brother's Christmas card and attempts to make a list of what he and Penny accomplished this year, not coming up with much. This prompts them to think about their plans for the future, so they decide to go on trips and achieve more out of life together before starting a family. Sheldon cooks Amy a Little House on the Prairie-themed birthday dinner, which gives them both food poisoning. They eventually recover enough to attend Halley's birthday party with the others, where they have fun in the bouncy castle and then have sex in Howard and Bernadette's house. Title reference: Amy and Halley's birthday celebrations."
11,243,12,"""The Matrimonial Metric""",Mark Cendrowski,Story by : Maria Ferrari & Tara Hernandez & Jeremy HoweTeleplay by : Steve Holland & Eric Kaplan & Andy Gordon,"January 4, 2018",T12.15612,16.16,"Sheldon and Amy struggle to choose a best man and maid of honor from their friends. They secretly decide to test and score them, allowing everyone to have an equal shot at either role. Once the gang finds out, none of them apart from Bernadette and Stuart want to be in the wedding. Sheldon settles for Stuart as best man but, once Leonard tells Sheldon that, as the groom, the decision is his alone, he picks Leonard. Amy is set to call Bernadette, but once Penny realizes Amy is her best friend, she immediately pitches herself for the position and Amy enthusiastically chooses her. Title reference: Sheldon and Amy scoring their friends for roles in the wedding."
11,244,13,"""The Solo Oscillation""",Mark Cendrowski,Story by : Chuck Lorre & Steve Holland & Anthony Del BroccoloTeleplay by : Eric Kaplan & Maria Ferrari & Jeremy Howe,"January 11, 2018",T12.15613,15.93,"With Leonard, Howard, Raj, and Amy accomplishing so much on their respective projects, Sheldon is forced to admit he has nothing important upon which to work. He makes Amy leave the apartment for a few days so he can focus, but cannot come up with any ideas and calls his mother as a distraction. Leonard and Amy have fun recreating experiments from when they were growing up, boring Penny, so she eats with Sheldon as he mulls over his scientific studies. Penny helps him realize that his study of dark matter is his rebound science from string theory, which Sheldon admits he never truly disregarded, but explaining string theory to her inspires Sheldon, helping him discover a potential breakthrough in the field. Meanwhile, Howard is too busy with his family to be in the band with Raj, so Raj brings in Bert. But when Howard annoys Bernadette by writing an astronaut-themed musical while she is on bed rest, she makes him rejoin the band. The three are poorly received at a Bar mitzvah after singing Bert's original song about the boulder from Raiders of the Lost Ark. Title reference: A triple entendre to represent Sheldon going into isolation to figure out his future research field only to go back to studying string theory, the vibration of the strings in string theory, and Howard's oscillation between being in a band with Raj and being solo."
11,245,14,"""The Separation Triangulation""",Mark Cendrowski,Story by : Chuck Lorre & Eric Kaplan & Maria FerrariTeleplay by : Steven Molaro & Steve Holland & Tara Hernandez,"January 18, 2018",T12.15614,14.92,"Raj hooks up with a recently separated woman, Nell, after one of his lectures at the planetarium. Her husband, Oliver, confronts Raj at the planetarium and then breaks down over the end of his marriage. After comforting Oliver, Raj talks to Nell and convinces her to give her husband another chance. Meanwhile, after diving once again into string theory and sprawling his work across his and Amy's apartment, Sheldon approaches a reluctant Leonard and Penny and convinces them to let him use his old room to study for a three-day trial period with an agreement to be quiet and stay out of their way. Sheldon surprisingly sticks to this agreement, being a reasonably good guest, which shockingly frustrates Leonard to no end. After Leonard lets out his frustrations, Sheldon then renegotiates the guest tenancy agreement for an extra few days and resumes being his normal demanding self, much to Leonard's relief. Title reference: A double entendre that refers to both the love triangle between Raj, Nell, and Oliver, who is upset at his separation from Nell, and the roommate triangle that has reformed between Sheldon, Leonard, and Penny, a distinct callback to the show's initial seasons."
11,246,15,"""The Novelization Correlation""",Mark Cendrowski,Story by : Steve Holland & Andy Gordon & Adam FabermanTeleplay by : Eric Kaplan & Maria Ferrari & Jeremy Howe,"February 1, 2018",T12.15615,14.69,"Sheldon and Amy are surprised to find that Wil Wheaton's new Professor Proton show is actually very entertaining and that Wil had Howard on as a guest. On Howard's suggestion, Sheldon apologizes to Wil, mending their friendship, and tells him he wants to be on the show, but Wil asks for Amy. Sheldon tells her to do it, but she says she often does not do things to avoid upsetting him. Sheldon is horrified when he realizes how selfish he has been, especially when he finds out that the men do the same for him. Sheldon encourages Amy to go on the show to inspire girls to pursue science, even while trying to control his obvious jealousy for her. Meanwhile, Leonard writes a book about a physicist that solves a murder, basing the protagonist Logan Dean on himself and writing romantic tension between Logan and his mean boss Illsa. He lets others read his draft to seek their opinion. Bernadette points out that Illsa is similar to Penny, who thinks it is based on Bernadette, though Leonard does not correct her. However, Bernadette tells Penny the truth, upsetting her and making her mad at Leonard. After calling his mother for advice, Leonard learns that he inadvertently based Illsa on her, but abandons the book when he becomes disturbed at the romantic context. Title reference: The uncertainty of on which woman in Leonard's life he subconsciously based the mean boss character in his novel."
11,247,16,"""The Neonatal Nomenclature""",Gay Linvill,Story by : Eric Kaplan & Maria Ferrari & Anthony Del BroccoloTeleplay by : Steve Holland & Tara Hernandez & Adam Faberman,"March 1, 2018",T12.15616,13.75,"Bernadette's due date arrives, but she still has not given birth. As Amy and Howard work together at the college, the rest of the friends try various ways to induce her labor, though Sheldon wants to play a complicated board game to help her pass the time. Amy shocks Howard by saying Bernadette has already decided to name the baby after her father, Michael. He does not agree and everyone makes suggestions as to what to name the baby. Bernadette goes into labor and gives birth to a son named Neil, after Neil Armstrong, Neil Gaiman, and Neil Diamond, with Michael as the middle name. Title reference: The naming of Wolowitz son before he is born."
11,248,17,"""The Athenaeum Allocation""",Mark Cendrowski,Story by : Steve Holland & Steven Molaro & Tara HernandezTeleplay by : Dave Goetsch & Eric Kaplan & Maria Ferrari,"March 8, 2018",T12.15617,13.88,"Sheldon and Amy decide on a wedding date of May 12th. They want to have their reception at the Athenaeum at Caltech. While scouting the location, they are shocked to see Leonard and Penny eating there, as Leonard had told Sheldon their application had been denied. In reality, Leonard just wanted a place to avoid Sheldon. Kripke has booked the venue for his birthday party on the same day as the wedding. Leonard cleans radioactive sludge for Kripke to get the date for Sheldon as an apology for lying. Kripke eventually agrees to change the day but, when Amy hears he wants to sing at the wedding, she suggests they get married at the Griffith Observatory instead. Meanwhile, Bernadette and Howard are unsure if one of them should quit his or her job to stay home with the children. Howard volunteers but, when left alone with the children, he passes out exhausted, leaving Raj in charge. When Bernadette meets Penny for lunch, she realizes that she loves being at the office again, but does not want to leave the children. She and Howard promise to figure it out later after they take a nap. Title reference: The Athenaeum date being allocated for Kripke's birthday instead of the wedding."
11,249,18,"""The Gates Excitation""",Mark Cendrowski,Story by : Eric Kaplan & Maria Ferrari & Andy GordonTeleplay by : Steve Holland & Tara Hernadnez & Jeremy Howe,"March 29, 2018",T12.15618,13.26,"The men are excited that Bill Gates is visiting Penny's pharmaceutical company, although she says that she cannot bring them along. Sheldon believes that it is an April Fools' Day prank. Leonard sees what hotel Gates is staying at on Penny's schedule, so he, Raj, and Howard meet him in the lobby the day before. Once Sheldon sees proof, the men twice send him to the wrong hotel as real pranks. Penny says Leonard can meet Gates for real, so he fakes being sick to avoid him. When Penny puts Gates on a video call, he recognizes Leonard from the previous night. Meanwhile, Amy is tired of Bernadette only talking about her children, so Bernadette uses her expanded parental brain to learn random science facts. Title reference: The men being excited to meet Bill Gates."
11,250,19,"""The Tenant Disassociation""",Mark Cendrowski,Story by : Steve Holland & Jeremy Howe & Trevor AlperTeleplay by : Dave Goetsch & Eric Kaplan & Maria Ferrari,"April 5, 2018",T12.15619,13.0,"After Sheldon has a food truck moved away from the building, Leonard and Penny are shocked to discover he is the leader and sole member of the Tenants' Association for the building. Amy does not want to be caught in the middle but secretly suggests they rally support from the other tenants to vote Sheldon out. No one else supports Leonard, so Amy tells them Sheldon was never added to the lease when he moved across the hall with her. Sheldon fires back with his own legal technicality, so Amy is forced to support Leonard. She makes Sheldon happy by suggesting he be Leonard's official opposition, making Leonard doubt himself. Meanwhile, Howard and Raj find a drone in Howard and Bernadette's hot tub. With Stuart's help, Raj returns it to the cute owner Cynthia and gets her number. Unfortunately, Cynthia watches footage of Raj on the drone and is immediately turned off. Title reference: Sheldon leaving the Tenants Association."
11,251,20,"""The Reclusive Potential""",Mark Cendrowski,Story by : Maria Ferrari & Anthony Del Broccolo & Tara HernandezTeleplay by : Steve Holland & Eric Kaplan & Adam Faberman,"April 12, 2018",T12.15620,12.77,"Sheldon has been writing to reclusive scientist Dr. Wolcott (Peter MacNicol) who invites Sheldon to visit him in his completely isolated mountain cabin. The women quickly ask Leonard, Raj, and Howard to tag along with him, making this his bachelor party, despite Sheldon's assertions that it should not be called such. Wolcott has a brilliant mind, but his strange behavior unnerves the guys. He tells Sheldon he cut off all contact with others to focus on science. Though Sheldon enjoys the science, he decides that he does not want to live like Wolcott because of his friends and his love for Amy; the guys then leave to avoid Wolcott. Meanwhile, Penny and Bernadette throw Amy a quilting bee for her bachelorette party, which she quickly finds boring. When Amy tells them she wants a night full of bad decisions as she earlier implied, they go to a bar where Amy drinks a few shots and passes out in twelve minutes. When she wakes up back at the apartment hungover and disappointed, the women lie and reassure her she had a wild time, involving her drunkenly river-dancing. Title reference: Sheldon considering the scientific potential in living as a recluse."
11,252,21,"""The Comet Polarization""",Mark Cendrowski,Story by : Steve Holland & Bill Prady & Eric KaplanTeleplay by : Maria Ferrari & Andy Gordon & Tara Hernandez,"April 19, 2018",T12.15621,12.91,"After Neil Gaiman tweets about Stuart's comic book store, it becomes very popular and the crowds upset Sheldon. Stuart hires an assistant manager named Denise and she impresses Sheldon with her comic recommendations. Amy goes to her for information on comics to connect to Sheldon but, when she tries to tell him, he says he has talked enough about comics with Denise. The store's popularity causes Stuart to be unable to babysit for Howard and Bernadette's date night. They try to have another date at home, but Stuart shows up so they hurriedly go out. Meanwhile, as Raj sets up a telescope, Penny sees a new comet. Raj takes sole credit for the discovery, angering Penny. Leonard tries to defend her, but feels sorry for hurting Raj's career. Penny confronts Raj herself and he agrees to share credit after Penny does not give in like Leonard. Title reference: Raj and Penny polarized over who deserves credit for discovering the comet."
11,253,22,"""The Monetary Insufficiency""",Nikki Lorre,Story by : Dave Goetsch & Maria Ferrari & Tara HernandezTeleplay by : Steve Holland & Eric Kaplan & Jeremy Howe,"April 26, 2018",T12.15622,11.79,"Sheldon needs half a billion dollars to prove his latest concept of string theory, which the university cannot afford to fund. Crowdfunding and selling some of his most valuable comic books to Stuart give him a small start. When Raj mentions gambling in Las Vegas, Sheldon goes there, but is caught calculating odds by security before he can make any bets. Meanwhile, Amy takes Penny and Bernadette shopping for her wedding dress. She loves an old-fashioned one that the other girls admit that they find ugly, though Penny assures Amy that she can make her own decisions about her wedding. Sheldon, however, comes home and sees Amy in the dress and loves how she looks. Title reference: Sheldon not having enough money for his miniature black hole experiment."
11,254,23,"""The Sibling Realignment""",Mark Cendrowski,Story by : Steve Holland & Eric Kaplan & Anthony Del BroccoloTeleplay by : Dave Goetsch & Maria Ferrari & Jeremy Howe,"May 3, 2018",T12.15623,12.93,"Sheldon's mother Mary refuses to attend his wedding unless he invites his older brother George, with whom he is no longer speaking. Sheldon and Leonard fly to Texas to talk to George, who now owns a chain of tire stores. He refuses to attend and later explains to Leonard and Sheldon that the family sacrificed a lot to fund Sheldon's education and he was stuck caring for their mother and sister Missy after their father died while Sheldon was at college. Sheldon never thanked him for this. Leonard takes George back to the hotel room where Sheldon apologizes for what he did and the brothers reconcile. George agrees to attend the wedding. Meanwhile, Howard and Bernadette's children contract pinkeye, infecting everyone except Penny, much to Amy's fury. Title reference: Sheldon and his brother making amends."
11,255,24,"""The Bow Tie Asymmetry""",Mark Cendrowski,Story by : Chuck Lorre & Steven Molaro & Maria FerrariTeleplay by : Steve Holland & Eric Kaplan & Tara Hernandez,"May 10, 2018",T12.15624,15.51,"Sheldon and Amy's wedding day arrives, with many friends and family attending, including Amy's domineering mother (Kathy Bates) and quiet father (Teller), Sheldon's mother Mary, brother George, and sister Missy, who is pregnant with her second child and separated from her husband, and Mark Hamill, who replaces Wil Wheaton as officiant as a favor to Howard, who returned his lost dog. Sheldon cannot get his bow-tie to be symmetrical and conversations with Amy and his mother give him an epiphany about superasymmetry. Sheldon and Amy, along with Leonard, get caught up figuring out the math of the theory during the wedding ceremony, making Hamill take Star Wars questions to stall for time. Penny retrieves the couple, who then decide that they have the rest of their lives to make science together. Amy and Sheldon express their vows. Amy recites a set of heartfelt vows, leaving Sheldon initially at a loss for words before he reciprocates her loving speech. They are pronounced as husband and wife while Kripke sings in the background. Title reference: Sheldon's bow-tie remaining asymmetrical."
12,256,1,"""The Conjugal Configuration""",Mark Cendrowski,Story by : Chuck Lorre & Eric Kaplan & Tara HernandezTeleplay by : Steve Holland & Maria Ferrari & Jeremy Howe,"September 24, 2018",T12.16001,12.92,"Sheldon and Amy go on their honeymoon, starting with Legoland California and then travelling to New York City. Sheldon's insistence on scheduling their marital relations stresses Amy. He says he only does it to remind himself to be intimate with her. They compromise by letting him make a schedule without sharing it with her. Leonard and Penny discover Mr. Larry Fowler (Teller) in Sheldon and Amy's apartment hiding from his wife (Kathy Bates). Leonard notices parallels in his own marriage, which offends Penny. Leonard apologizes and Penny convinces Mrs. Fowler to give her husband a break. When Mrs. Fowler wants to hang out with her regularly, Penny scares Larry out of the building. Raj instigates a Twitter feud with Neil deGrasse Tyson, but is scared off when confronted over the phone. Neil then calls Bill Nye to scare him, too. Title reference: Sheldon attempting to schedule his and Amy's conjugal relations."
12,257,2,"""The Wedding Gift Wormhole""",Mark Cendrowski,Story by : Steve Holland & Steven Molaro & Maria FerrariTeleplay by : Dave Goetsch & Eric Kaplan & Andy Gordon,"September 27, 2018",T12.16002,12.04,"While opening their wedding gifts, Sheldon and Amy cannot figure out the purpose of the glass shard Leonard and Penny gave them. They decide it must be a clue to a scavenger hunt to the real gift. They eventually end up in the coffee shop where they first met and find a locket in the lost and found that they think must be the real gift. The glass shard was actually a crystal chakra wand that Raj gave as a gift to Howard and Bernadette, who then re-gifted it to Leonard and Penny, who finally passed it on as a joke. Leonard and Penny find it less funny when they are given a coded thank-you note they have to use to unlock their WiFi. After making out with his employee Denise at Sheldon and Amy's wedding reception, Stuart finally asks Denise out on a date; while preparing for the date, he has a spray-tan accident, but she just finds it funny and still goes out with him. Raj is depressed that everyone else has a relationship and asks his father to arrange a marriage for him. Title reference: Sheldon and Amy's journey to figure out the meaning of the wedding gift."
12,258,3,"""The Procreation Calculation""",Mark Cendrowski,Story by : Chuck Lorre & Tara Hernandez & Adam FabermanTeleplay by : Steve Holland & Maria Ferrari & Anthony Del Broccolo,"October 4, 2018",T12.16003,12.29,"Raj meets with the woman his father set up for him, Anu. Her commanding personality and practical approach to marriage startle Raj, but he agrees to go ahead with it. Howard criticizes him, then apologizes; he just never expected Raj to give up on romance. Raj admits this to Anu, so she proposes to him and he says yes. Raj also sends out a relationship questionnaire to Leonard and Penny, which soon reveals that Penny does not think she ever wants kids, upsetting Leonard, who would like to have kids someday; their friends selfishly badger them on the issue. After telling her father Wyatt, who is also upset, Leonard tells Penny that he will be okay with it, as he never thought he would have her in his life. To get his mind off of it, Penny rents Leonard a Batmobile to drive in and have fun with for the day. Meanwhile, Stuart starts bringing home Denise at night, which makes Howard and Bernadette very uncomfortable. When they also try to make time for themselves, they wake up their kids. Title reference: Leonard and Penny trying to decide if they want to have children."
12,259,4,"""The Tam Turbulence""",Mark Cendrowski,Story by : Steve Holland & Steven Molaro & Maria FerrariTeleplay by : Dave Goetsch & Eric Kaplan & Jeremy Howe,"October 11, 2018",T12.16004,12.94,"Sheldon's childhood friend from Texas, Tam, is visiting the university with his son. Sheldon does not want to see him and the others wonder why Sheldon has never mentioned Tam. Tam is unaware Sheldon is angry with him, thinking they just naturally drifted apart. Sheldon's brother George does not know the reason either. Sheldon eventually reveals Tam promised he would move to California with Sheldon, but then got a girlfriend and stayed with her, leaving Sheldon feeling abandoned. Tam and Sheldon make up and Sheldon has Leonard take Tam to the airport. Meanwhile, Penny and Bernadette want to get to know Anu, impressed by her connections in the hotel industry. They tell her embarrassing things about Raj and wonder if they can go out with her again after Raj confronts them. Title reference: The anxiety caused by Tam's reappearance in Sheldon's life after 20 years of separation."
