Book,Num_Ratings,Genres
"The Terrible Two (The Terrible Two, #1)","10,729","['Humor', 'Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Audiobook', 'Juvenile']"
Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,"6,980","['Science', 'Nonfiction', 'Physics', 'Mathematics', 'Philosophy', 'Popular Science', 'Audiobook']"
"Clockwork Angel (The Infernal Devices, #1)","796,634","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction']"
"Altered Carbon (Takeshi Kovacs, #1)","101,555","['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Thriller', 'Noir', 'Audiobook']"
A Reliable Wife,"78,190","['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Romance', 'Book Club', 'Adult']"
In Heaven as on Earth: A Vision of the Afterlife,331,"['Psychology', 'Nonfiction', 'Spirituality', 'Religion', 'Philosophy']"
"The Daybreakers (The Sacketts, #6)","7,183","['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Action', 'Novels']"
"Shadowland (The Immortals, #3)","82,268","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction']"
"Dreaming the Bull (Boudica, #2)","2,400","['Historical Fiction', 'Historical', 'Fiction', 'Fantasy', 'Historical Fantasy', 'British Literature', 'Ancient History']"
For the Term of His Natural Life,"2,789","['Classics', 'Australia', 'Fiction', 'Historical Fiction', 'Historical', '19th Century', 'Novels']"
The Complete Poems,"23,096","['Poetry', 'Classics', 'Literature', 'Fiction', 'Romanticism', '19th Century', 'British Literature']"
The Voyage Out,"10,549","['Classics', 'Fiction', '20th Century', 'Literature', 'Novels', 'British Literature', 'Feminism']"
"Dream Eyes (Dark Legacy, #2)","6,465","['Romance', 'Paranormal', 'Paranormal Romance', 'Mystery', 'Contemporary', 'Romantic Suspense', 'Fiction']"
How Should We Then Live? The Rise and Decline of Western Thought and Culture,"13,293","['Philosophy', 'Christian', 'Theology', 'History', 'Nonfiction', 'Christianity', 'Cultural']"
Born Again,"6,068","['Biography', 'Christian', 'Nonfiction', 'History', 'Autobiography', 'Christianity', 'Politics']"
Case in Point 5: Complete Case Interview Preparation,"2,002","['Business', 'Nonfiction', 'Reference', 'Self Help', 'Unfinished', 'Economics', 'Textbooks']"
"The Rose & the Dagger (The Wrath and the Dawn, #2)","88,691","['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Young Adult Fantasy', 'Fiction', 'Magic']"
Freedom or Death,"2,928","['Fiction', 'Classics', 'Greece', 'Historical Fiction', 'Literature', 'Novels', 'War']"
Lovely War,"48,433","['Historical Fiction', 'Romance', 'Young Adult', 'Historical', 'Fiction', 'Mythology', 'Fantasy']"
"Armageddon's Children (Genesis of Shannara, #1)","16,499","['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Epic Fantasy', 'Science Fiction', 'Post Apocalyptic']"
Prayer: Does It Make Any Difference?,"6,386","['Prayer', 'Nonfiction', 'Christian', 'Christianity', 'Faith', 'Religion', 'Christian Living']"
The Complete Poems,"9,591","['Poetry', 'Classics', 'Literature', 'Fiction', 'Romanticism', 'British Literature', 'English Literature']"
"Rock Chick Redemption (Rock Chick, #3)","35,155","['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Romantic Suspense', 'Chick Lit', 'Adult']"
"Rock Chick Rescue (Rock Chick, #2)","36,894","['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Romantic Suspense', 'Chick Lit', 'Suspense']"
Prison Writings: My Life Is My Sun Dance,"2,047","['Nonfiction', 'Memoir', 'Biography', 'Politics', 'History', 'Autobiography', 'Race']"
"Crossroads (Crossroads Academy, #1)","2,186","['Vampires', 'Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Supernatural', 'Urban Fantasy']"
Pornografia,"3,372","['Fiction', 'Polish Literature', 'Poland', 'Classics', 'Novels', 'Literature', '20th Century']"
A Handful of Dust,"25,336","['Fiction', 'Classics', 'Literature', 'Novels', 'British Literature', '20th Century', 'Humor']"
"The Complete Ivory (Ivory, #1-3)",278,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Adult', 'Romance']"
The Elephant's Child: And Other Just So Stories,495,"['Fiction', 'Classics', 'Childrens', 'Short Stories', 'Animals', 'Fantasy', 'Literature']"
Where I'm Calling From: New and Selected Stories,"21,226","['Short Stories', 'Fiction', 'Literature', 'Classics', 'American', 'Literary Fiction', 'Contemporary']"
One Plus One,"166,104","['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']"
Are You My Mother? A Comic Drama,"31,647","['Graphic Novels', 'Memoir', 'Comics', 'Nonfiction', 'Queer', 'LGBT', 'Biography']"
"Time's Eye (A Time Odyssey, #1)","7,561","['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Audiobook', 'Historical Fiction', 'Alternate History']"
"Dead Heat (Alpha & Omega, #4)","36,896","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Shapeshifters']"
"Gidget (Gidget series, #1)","2,529","['Young Adult', 'Fiction', 'Classics', 'Chick Lit', 'Romance', 'Coming Of Age', '20th Century']"
"Dark Fire (Matthew Shardlake, #2)","26,575","['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Tudor Period']"
Final Girls,"151,502","['Thriller', 'Mystery', 'Horror', 'Fiction', 'Mystery Thriller', 'Adult', 'Audiobook']"
Parenting With Love and Logic,"12,995","['Parenting', 'Nonfiction', 'Self Help', 'Family', 'Psychology', 'Childrens', 'Education']"
The Wheel of Fortune,"3,258","['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'British Literature', 'Historical Romance', 'Novels']"
"NorthWest (John Hazard, #2)",124,"['Horror', 'Paranormal']"
The Bastard of Istanbul,"49,682","['Fiction', 'Historical Fiction', 'Novels', 'Turkish Literature', 'Contemporary', 'Turkish', 'Literary Fiction']"
"Sexiest Vampire Alive (Love at Stake, #11)","9,649","['Paranormal Romance', 'Vampires', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Supernatural']"
Shadows over Innsmouth (Shadows Over Innsmouth #1),"13,804","['Horror', 'Fiction', 'Lovecraftian', 'Fantasy', 'Short Stories', 'Anthologies', 'Cthulhu Mythos']"
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction","49,707","['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Novels', 'Literary Fiction']"
Seven Days in the Art World,"63,771","['Art', 'Nonfiction', 'Art History', 'Essays', 'History', 'Sociology', 'Business']"
"Mary, Queen of Scots: Queen Without a Country, France, 1553","5,414","['Historical Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Fiction', 'Childrens', 'Diary']"
Rama: The Omnibus,526,"['Science Fiction', 'Fiction', 'Classics', 'Aliens', 'Speculative Fiction']"
Franz Kafka: The Complete Stories,"25,709","['Fiction', 'Short Stories', 'Classics', 'Literature', 'German Literature', 'Philosophy', '20th Century']"
"Charlie Bone and the Time Twister (The Children of the Red King, #2)","23,422","['Fantasy', 'Young Adult', 'Middle Grade', 'Childrens', 'Fiction', 'Magic', 'Adventure']"
The Grass Harp,"3,140","['Fiction', 'Classics', 'The United States Of America', 'American', 'Short Stories', 'Literature', 'Americana']"
Islam Between East and West,"11,060","['Religion', 'Philosophy', 'Islam', 'Nonfiction', 'Politics', 'History', 'Sociology']"
History of the Russian Revolution,"1,644","['History', 'Nonfiction', 'Politics', 'Russia', 'Russian History', 'Russian Revolution', 'Philosophy']"
The Courage to Be,"3,337","['Philosophy', 'Theology', 'Religion', 'Nonfiction', 'Psychology', 'Spirituality', 'Christianity']"
"Once Upon a Marigold (Upon a Marigold, #1)","24,501","['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Middle Grade', 'Fiction', 'Childrens']"
Animals Matter: A Biologist Explains Why We Should Treat Animals with Compassion and Respect,201,"['Nonfiction', 'Animals', 'Science', 'Philosophy', 'Biology', 'Nature', 'Activism']"
"The Bible According to Mark Twain: Irreverent Writings on Eden, Heaven, and the Flood by America's Master Satirist","1,293","['Fiction', 'Humor', 'Religion', 'Classics', 'Philosophy', 'Literature', 'Short Stories']"
The Lion in Winter,"9,755","['Plays', 'Historical Fiction', 'Drama', 'Classics', 'Fiction', 'Theatre', 'Historical']"
Anam Cara: A Book Of Celtic Wisdom,"8,998","['Spirituality', 'Nonfiction', 'Philosophy', 'Poetry', 'Religion', 'Ireland', 'Theology']"
The Path to the Spiders' Nests,"17,799","['Fiction', 'Classics', 'Italian Literature', 'Italy', 'Historical Fiction', 'Novels', 'War']"
"Sapphique (Incarceron, #2)","22,191","['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Steampunk', 'Fiction', 'Adventure']"
Description of Paradise in the Glorious Qur'an,114,['Islam']
The Constant Gardener,"26,951","['Fiction', 'Thriller', 'Mystery', 'Africa', 'Espionage', 'Crime', 'Mystery Thriller']"
"At Any Price (Gaming the System, #1)","19,123","['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Adult', 'Fiction']"
"On Lies, Secrets, and Silence. Selected Prose 1966-1978","1,065","['Poetry', 'Essays', 'Feminism', 'Nonfiction', 'LGBT', 'Philosophy', 'Queer']"
"Shadow of the Hegemon (The Shadow Series, #2)","75,734","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Young Adult', 'Audiobook', 'Adventure']"
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)","261,462","['Fiction', 'Humor', 'Contemporary', 'Historical Fiction', 'Audiobook', 'Adventure', 'Comedy']"
"Firewall (Kurt Wallander, #8)","18,500","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Detective']"
The Day I Swapped My Dad for Two Goldfish,"11,736","['Picture Books', 'Childrens', 'Fiction', 'Fantasy', 'Graphic Novels', 'Comics', 'Humor']"
All Rivers Run to the Sea,"1,213","['Biography', 'Nonfiction', 'Holocaust', 'Memoir', 'History', 'Autobiography', 'Jewish']"
The Wake of the Wind,"1,568","['Historical Fiction', 'Fiction', 'African American', 'Drama', 'African American Literature', 'Race', 'Book Club']"
Discourse on the Origin of Inequality,"15,678","['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'France', 'Sociology', 'School']"
"Virtual Light (Bridge, #1)","24,657","['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Speculative Fiction', 'Novels']"
Bless This House,444,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Romance', 'Historical Romance']"
"Every Living Thing (All Creatures Great and Small, #8)","14,788","['Nonfiction', 'Animals', 'Biography', 'Memoir', 'Classics', 'Autobiography', 'Humor']"
Fragments,"6,654","['Philosophy', 'Classics', 'Nonfiction', 'Poetry', 'History', 'Ancient', 'Ancient History']"
"Sabbath: Finding Rest, Renewal, and Delight in Our Busy Lives","2,812","['Spirituality', 'Nonfiction', 'Religion', 'Christian', 'Christianity', 'Faith', 'Self Help']"
"Kiss of Midnight (Midnight Breed,  #1)","64,352","['Paranormal Romance', 'Paranormal', 'Vampires', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']"
Poland,"10,506","['Historical Fiction', 'Fiction', 'Poland', 'Historical', 'Novels', 'Travel', 'Unfinished']"
Carry On,"293,388","['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Fiction', 'Queer', 'Magic']"
"Fever Dream (Pendergast, #10)","33,541","['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Horror']"
"Joust (Dragon Jousters, #1)","11,625","['Fantasy', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adult']"
The Shepherd,"4,211","['Fiction', 'Thriller', 'Christmas', 'Short Stories', 'Historical Fiction', 'Adventure', 'Fantasy']"
The Lucifer Principle: A Scientific Expedition into the Forces of History,"2,715","['Science', 'Nonfiction', 'History', 'Philosophy', 'Psychology', 'Sociology', 'Religion']"
Winning the Hearts & Souls,72,['Islam']
The Mummy (Ramses the Damned #1),"46,020","['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Historical Fiction', 'Romance']"
"Day Shift (Midnight, Texas, #2)","21,386","['Fantasy', 'Paranormal', 'Mystery', 'Urban Fantasy', 'Fiction', 'Vampires', 'Supernatural']"
"Siege and Storm (The Shadow and Bone Trilogy, #2)","539,426","['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']"
Their Morals and Ours,461,"['Politics', 'Philosophy', 'Nonfiction', 'History', 'Essays', 'Theory', 'Russian Literature']"
Selected Short Stories,"1,089","['Short Stories', 'Classics', 'Fiction', 'Literature', '20th Century', 'British Literature', 'English Literature']"
The Golden Ass,"14,665","['Classics', 'Fiction', 'Mythology', 'Fantasy', 'Literature', 'Ancient', 'Novels']"
Winning,"41,614","['Business', 'Leadership', 'Management', 'Nonfiction', 'Biography', 'Self Help', 'Personal Development']"
Walt Disney: The Triumph of the American Imagination,"10,186","['Biography', 'Nonfiction', 'History', 'Business', 'Film', 'Biography Memoir', 'Audiobook']"
"Ink Exchange (Wicked Lovely, #2)","61,536","['Fantasy', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fairies', 'Fae']"
The Consolations of Philosophy,"28,902","['Philosophy', 'Nonfiction', 'Self Help', 'Psychology', 'Essays', 'History', 'Audiobook']"
"Night World, No. 1 (Night World, #1-3)","63,815","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Witches']"
The Complete Father Brown,"9,365","['Mystery', 'Fiction', 'Classics', 'Short Stories', 'Crime', 'Literature', 'Mystery Thriller']"
Six Days of the Condor,"18,679","['Thriller', 'Fiction', 'Espionage', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime']"
Pieces of Me (Foundation #1),269,"['Romance', 'Young Adult', 'Contemporary', 'Coming Of Age', 'Contemporary Romance', 'Young Adult Romance', 'School']"
Deep Waters (Security Specialists #1),166,"['Christian Fiction', 'Love Inspired Suspense', 'Fiction', 'Romance', 'Suspense', 'Mystery Thriller', 'Love Inspired']"
The Road Home,"9,562","['Fiction', 'Contemporary', 'British Literature', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Audiobook']"
Oral History,"3,975","['Fiction', 'Historical Fiction', 'Southern', 'Contemporary', 'Adult Fiction', 'Literary Fiction', 'Novels']"
Nicholas: The Fantastic Origin of Santa Claus,15,[]
Good Faeries/Bad Faeries,"65,003","['Fantasy', 'Art', 'Fiction', 'Fairies', 'Mythology', 'Folklore', 'Fairy Tales']"
Dirt Music,"13,647","['Fiction', 'Australia', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'Book Club']"
Ellen Foster,"30,267","['Fiction', 'Southern', 'Young Adult', 'Coming Of Age', 'Contemporary', 'Adult Fiction', 'Literary Fiction']"
The Collected Dorothy Parker,"1,450","['Poetry', 'Short Stories', 'Classics', 'Fiction', 'Humor', 'Feminism', 'American']"
The Indispensable Calvin and Hobbes,"21,517","['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics']"
The Riddle,"21,529","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Adventure']"
The Hunting of the Snark,"6,208","['Poetry', 'Classics', 'Fantasy', 'Fiction', 'Childrens', 'Humor', '19th Century']"
Watt,"3,251","['Fiction', 'Irish Literature', 'Literature', 'Classics', 'Ireland', 'Novels', '20th Century']"
Knulp,"6,336","['Fiction', 'German Literature', 'Classics', 'Literature', 'Germany', 'Novels', 'Nobel Prize']"
Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,"100,328","['Nonfiction', 'History', 'Science', 'Biography', 'Audiobook', 'Feminism', 'Historical']"
"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)","65,069","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Suspense']"
The Riddle of the Sands,"6,553","['Fiction', 'Classics', 'Mystery', 'Espionage', 'Historical Fiction', 'Thriller', 'Adventure']"
"The Glass Books of the Dream Eaters (Miss Temple, Doctor Svenson, and Cardinal Chang, #1)","5,391","['Fantasy', 'Steampunk', 'Fiction', 'Mystery', 'Science Fiction', 'Historical Fiction', 'Adventure']"
Лісова пісня,"2,018","['Ukrainian Literature', 'Classics', 'Poetry', 'Fantasy', 'Fiction', 'Plays', 'Ukraine']"
"The Commitments (The Barrytown Trilogy, #1; Jimmy Rabbitte, #1)","15,794","['Fiction', 'Ireland', 'Music', 'Irish Literature', 'Humor', 'Contemporary', 'Comedy']"
"You Are Mine (Wemmicksville, #2)","3,992","['Picture Books', 'Childrens', 'Christian', 'Fiction', 'Religion', 'Fantasy', 'Christian Fiction']"
Lincoln,"45,272","['Biography', 'History', 'Nonfiction', 'Presidents', 'American History', 'Civil War', 'Politics']"
"Empire (In Her Name: Redemption, #1)","5,137","['Science Fiction', 'Fantasy', 'Fiction', 'Romance', 'Space Opera', 'Science Fiction Fantasy', 'Aliens']"
"Please Understand Me II: Temperament, Character, Intelligence","6,279","['Psychology', 'Nonfiction', 'Self Help', 'Reference', 'Business', 'Philosophy', 'Relationships']"
"Men at Arms (Discworld, #15; City Watch, #2)","95,321","['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Mystery']"
The Submission,"12,712","['Fiction', 'Contemporary', 'Historical Fiction', 'Literary Fiction', 'New York', 'Adult', 'Book Club']"
On the Mountain Peak,55,['Islam']
"Twenty Years After (The d'Artagnan Romances, #2)","23,002","['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'France', 'Historical', 'French Literature']"
The Crow,"13,557","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Adventure']"
Ramses: The Son of Light  (Ramses #1),"9,601","['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Fantasy', 'Mythology', 'France']"
One Day in December,"271,140","['Romance', 'Fiction', 'Christmas', 'Contemporary', 'Chick Lit', 'Audiobook', 'Holiday']"
"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)","81,315","['Fantasy', 'Fiction', 'Short Stories', 'Audiobook', 'Adventure', 'Epic Fantasy', 'High Fantasy']"
Report to Greco,"3,648","['Fiction', 'Literature', 'Classics', 'Philosophy', 'Greece', 'Novels', 'Travel']"
"The Productivity Project: Accomplishing More by Managing Your Time, Attention, and Energy","8,265","['Productivity', 'Self Help', 'Nonfiction', 'Personal Development', 'Business', 'Psychology', 'Audiobook']"
Love Warrior,"67,859","['Memoir', 'Nonfiction', 'Audiobook', 'Self Help', 'Biography', 'Biography Memoir', 'Spirituality']"
The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,"4,238","['Nonfiction', 'Politics', 'History', 'War', 'Terrorism', 'Military Fiction', 'American History']"
We All Fall Down: Living with Addiction,"4,073","['Nonfiction', 'Memoir', 'Biography', 'Mental Health', 'Mental Illness', 'Biography Memoir', 'Autobiography']"
Excavation,"19,413","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Science Fiction', 'Mystery Thriller']"
"Voodoo River (Elvis Cole, #5)","14,131","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Detective', 'Mystery Thriller', 'Suspense']"
"Hana (Delirium, #1.5)","23,532","['Dystopia', 'Young Adult', 'Short Stories', 'Novella', 'Romance', 'Fantasy', 'Fiction']"
"Museum of Thieves (The Keepers, #1)","5,963","['Fantasy', 'Middle Grade', 'Adventure', 'Young Adult', 'Childrens', 'Fiction', 'Dystopia']"
"Novels by Isabel Allende: The House of the Spirits, City of the Beasts, Daughter of Fortune, Kingdom of the Golden Dragon",21,[]
Shadow & Claw,"18,450","['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Classics', 'Novels']"
The History of the Ancient World: From the Earliest Accounts to the Fall of Rome,"5,208","['History', 'Nonfiction', 'Ancient History', 'World History', 'Historical', 'Audiobook', 'Ancient']"
(auster).mr.vertigo,"13,729","['Fiction', 'American', 'Novels', 'Literature', 'Magical Realism', 'Fantasy', 'Contemporary']"
The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour,"10,061","['History', 'Nonfiction', 'World War II', 'Military Fiction', 'War', 'Military History', 'Naval History']"
The Unabridged Devil's Dictionary,"10,451","['Humor', 'Nonfiction', 'Classics', 'Reference', 'Language', 'Philosophy', 'Comedy']"
The Book with No Pictures,"27,481","['Picture Books', 'Childrens', 'Humor', 'Storytime', 'Fiction', 'Juvenile', 'Kids']"
"Easy Company Soldier: The Legendary Battles of a Sergeant from World War II's ""Band of Brothers""","4,220","['History', 'World War II', 'Nonfiction', 'War', 'Military Fiction', 'Biography', 'Military History']"
The Varieties of Religious Experience,"11,820","['Philosophy', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Classics', 'Science']"
Charleston Receipts,184,"['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'History', 'Food and Drink', 'Reference']"
The End of the World,"4,211","['Islam', 'Religion', 'Nonfiction']"
"The Singing (The Books of Pellinor, #4)","13,405","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Adventure']"
The Chimney Sweeper's Boy,"5,438","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'British Literature', 'Suspense']"
أناشيد الإثم والبراءة,"6,433","['Religion', 'Nonfiction', 'Philosophy', 'Islam', 'Literature', 'Spirituality', 'Egypt']"
Star Maker,"7,508","['Science Fiction', 'Fiction', 'Philosophy', 'Classics', 'Speculative Fiction', 'Fantasy', 'Novels']"
The Dark Before Dawn (Gabriel McRay #1),276,"['Mystery', 'Crime', 'Thriller', 'Suspense', 'Amazon', 'Mystery Thriller']"
The Thing Around Your Neck,"39,885","['Short Stories', 'Fiction', 'Africa', 'Contemporary', 'Nigeria', 'Feminism', 'African Literature']"
Jacob Have I Loved,"33,363","['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Realistic Fiction']"
"Skinwalker (Jane Yellowrock, #1)","37,401","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Shapeshifters', 'Magic', 'Fiction']"
History of Makkah,144,"['Islam', 'History', 'Religion']"
Summer Sisters,"96,845","['Fiction', 'Chick Lit', 'Romance', 'Young Adult', 'Contemporary', 'Coming Of Age', 'Adult Fiction']"
"Sacred (Kenzie & Gennaro, #3)","20,731","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Noir']"
"The Long War (The Long Earth, #2)","23,936","['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction']"
The Faerie Queene,"16,383","['Poetry', 'Classics', 'Fantasy', 'Fiction', 'Literature', '16th Century', 'Epic']"
"The Caves of Steel (Robot, #1)","93,938","['Science Fiction', 'Fiction', 'Mystery', 'Classics', 'Science Fiction Fantasy', 'Robots', 'Crime']"
"Theodore Roosevelt's History of the United States: His Own Words, Selected and Arranged by Daniel Ruddy",108,"['History', 'Nonfiction', 'American History', 'Politics', 'American', 'Presidents', 'Historical']"
Fools Crow,"4,533","['Fiction', 'Historical Fiction', 'Classics', 'Westerns', 'Historical', 'School', 'Literature']"
"The Immortal Rules (Blood of Eden, #1)","69,666","['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy']"
Couples,"5,341","['Fiction', 'Classics', 'American', 'Novels', 'Literature', 'Literary Fiction', '20th Century']"
"One Lucky Vampire (Argeneau, #19)","9,694","['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']"
عصر الحب,"2,010","['Novels', 'Fiction', 'Literature', 'Egypt', 'Romance', 'Historical Fiction', 'Classics']"
The Odessa File,"58,736","['Fiction', 'Thriller', 'Historical Fiction', 'Espionage', 'Mystery', 'Suspense', 'Adventure']"
Barry Lyndon,"2,331","['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'British Literature', 'Novels', 'Literature']"
"The Hunger Games (The Hunger Games, #1)","7,963,186","['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
"Foundation's Edge (Foundation, #4)","84,185","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Hugo Awards']"
How to Break Up with Your Phone: The 30-Day Plan to Take Back Your Life,"14,147","['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Technology', 'Audiobook', 'Productivity']"
I Kissed Dating Goodbye,"21,115","['Christian', 'Nonfiction', 'Relationships', 'Christianity', 'Christian Living', 'Religion', 'Marriage']"
The Club of Queer Trades,"2,437","['Fiction', 'Mystery', 'Short Stories', 'Classics', 'Literature', 'British Literature', 'Humor']"
Dombey and Son,"15,221","['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Historical Fiction']"
Schismatrix Plus,"4,721","['Science Fiction', 'Cyberpunk', 'Fiction', 'Space Opera', 'Short Stories', 'Science Fiction Fantasy', 'Speculative Fiction']"
Antarctica: A Novel,"3,009","['Science Fiction', 'Fiction', 'Speculative Fiction', 'Science Fiction Fantasy', 'Adventure', 'Fantasy', 'Survival']"
The Right Attitude to Rain,"10,472","['Fiction', 'Mystery', 'Scotland', 'Philosophy', 'Contemporary', 'Audiobook', 'Romance']"
"Archangel's Kiss (Guild Hunter, #2)","56,470","['Paranormal', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Angels', 'Fantasy', 'Vampires']"
Death in the Long Grass: A Big Game Hunter's Adventures in the African Bush,"2,076","['Nonfiction', 'Adventure', 'Africa', 'Nature', 'Outdoors', 'Animals', 'History']"
Why Mosquitos Buzz in People's Ears,"26,014","['Picture Books', 'Childrens', 'Africa', 'Animals', 'Folklore', 'Fiction', 'Cultural']"
"Ten Tiny Breaths (Ten Tiny Breaths, #1)","77,955","['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit']"
The Snow Child: A Russian Folktale,344,"['Picture Books', 'Childrens', 'Christmas', 'Fantasy', 'Fiction', 'Folk Tales', 'Classics']"
"The Land of Painted Caves (Earth's Children, #6)","32,378","['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Romance', 'Prehistoric', 'Adventure']"
Dark Night of the Soul,"10,060","['Religion', 'Spirituality', 'Theology', 'Christianity', 'Christian', 'Catholic', 'Nonfiction']"
"Promise of Blood (Powder Mage, #1)","52,412","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Steampunk', 'Magic', 'Adult']"
"Soulless (Parasol Protectorate, #1)","107,908","['Steampunk', 'Fantasy', 'Romance', 'Paranormal', 'Vampires', 'Urban Fantasy', 'Fiction']"
Shakespeare's Sonnets,"2,493","['Poetry', 'Classics', 'Fiction', 'Romance', 'Literature', '17th Century', 'British Literature']"
"Death in Holy Orders (Adam Dalgliesh, #11)","16,211","['Mystery', 'Fiction', 'Crime', 'Detective', 'British Literature', 'Mystery Thriller', 'Thriller']"
