review,rating
"Andrew thank you for sending the correct set for my Mac laptop! The first set that was sent did not fit correctly so you sent me the correct set without hassle!! THANK YOU!! 
I love it! It is gorgeous, protects my laptop from scratches, and was easy to put on! Now if I could figure out how I could change my design every few days because I love so many of the designs you have. :-) Thank you again you have great customer service and a great product!",5
Took about 6 weeks to get here but I love it! Good quality too,5
"The photo online makes this decal look high quality and sharp, but that is not what I received. I contacted this seller before buying to verify the quality of the image and printing and that it is high definition and he assured me of the quality. This makes me even more disappointed because I feel either I was lied to or the seller does not actually know what a high quality product looks like. The decal is blurry and does not look good. Waste of money, very disappointed. I would have ordered from somewhere else. Not going to put this on my laptop. Beware!",1
Just gorgeous and beautifully made computer skin! Worth the wait!!!,5
"The pink marble skin is beautiful, vendor is very engaged and helpful. Thank you!",5
"The pink marble skin is beautiful, vendor is very engaged and helpful. Thank you!",5
"I followed the instructions to apply it and there were no air bubbles. then overnight, it has so many air bubbles that won't go away now! Also, the finish on it makes it difficult to use the track pad, my finger seems to bounce when I slide it across the trackpad. I am going to remove it from my laptop because it just looks bad with all the air bubbles and the trackpad is annoying to use now. Disappointed I wasted my money on this.",1
Owner got back to me tentatively and refunded my purchase! I did not like the item because it was cut improperly but his customer service is wonderful.,5
"The item is fine, it was a little irritating to not have any shipping updates until almost a month after shipment. (It's fine if something takes 2-4 weeks, but it would have been nice to have known it was even in transit)",5
Articolo conforme e puntuale nella spedizione.,4
Did not fit screen right. Buttons were not the right size either. Some didn’t have the right button printed so i didn’t get to use the whole keyboard because it didn’t match mine. Very disappointing!!!,1
It’s beautiful! Thank you!!!!,5
I STILL have not received my order and when I contact the seller-there is no response! Pooooor customer service,1
"The shop owner was fantastic - he was more than willing to work with me to make a custom decal for a Dell laptop, and the process of everything involved was perfect and (relatively) timely (it had to be shipped from Ukraine to the US, so naturally shipping took a while). But I was very disappointed in the decal itself. The picture on the shop looks like the colors are bright and solid with a transparent background, but in fact the colors in the design are just as transparent as the background. They show up fine on a light background, but on my black laptop, they blended in completely and it was completely invisible. I was so excited to receive this decal, and I was so disappointed to see this when I finally got to apply it. The seller was thankfully gracious in giving me a refund, but I can't hide how much of a letdown it was.",2
"Je suis vraiment déçue, ça ne ressemble pas du tout à la photo. je pensais que ce serait un autocollant à la forme des motifs mais le tout est sur un fond blanc. Je l'ai mis pour me faire un vrai avis mais retiré aussitôt ça fait vraiment pas de gamme. Pour le prix...",2
"Let me first say that shipping on this item takes a long time! I ordered on Dec. 7th and it arrived 2 days ago, January 16th. So if you need this quickly you're out of luck (it comes from Ukraine). The colors are great and I love that a practice sticker is sent! Andrew was very communicative throughout the process as well. I have yet to put my sleeve on but will attack that today!",5
It's perfect and exactly as described! The shop owner was pleasant and made sure that my custom order was exactly how I had described it.,5
Not as shiny as I thought it would be.,4
Came with a second skin where the Apple logo is not cut out - loving it even though there are now and then air bubbles (dis)appearing. Maybe my application wasn't the best. The contact with the shop owner was great and the shipping was very fast. Thank you!,5
"Love the decal, I received it in a short time and the packaging is so great. Will definitely order again.",5
Came in as described. Very happy with purchase.,5
great sticker and communication! thanks for producing this and making sure it reached to me smoothly.,5
"The skin is amazing. Exactly what I was looking for. 
Shipping not on time. I waited 2/3 weeks.",4
"The print isn't quite as vibrant as I'd hoped, but otherwise a good experience.",4
"All good. Athough the quality wasn’t the best, I got a full refund :)",4
"The design is beautiful, but I’m not sure if the sizing was right. Could have been my mistake, but anyhow I decided to use it and trim the overhang. Still love how it looks! Put it under a clear case.",5
Love it- its beautiful. Thank you!,5
"The sticker is BEAUTIFUL and exactly what I thought I was getting! Word of advice though- WATCH THE VIDEO. It's only a minute long! I thought I knew what I was doing when I went to put the sticker on my Mac but I was wrong. I tried to put the sticker on without soap and water and I ended up with lines showing through the plastic where I damaged it from peeling it off my Mac to reposition it. Take your time and put it on the right way! If I hadn't messed it up it would have looked amazing, and it still does if you can ignore the lines I caused. I would definitely buy again!!!",5
"Patience is certainly required when applying these! Be advised, when applying the skin, be very patient in order to apply it evenly and without bubbles. The keyboard stickers, however, are quite simple. Apply the stickers one row at a time (as the stickers sheets are cut and prepared). Press firmly down on each key and slowly remove the wrapper to cover an entire row in one easy step. I also purchased the matching shell and am incredibly pleased with the fit and look of these!",5
"The stickers are relatively easy to apply - I asked someone to help me make sure things got all lined up properly because I don't have a particularly steady hand. One thing about the picture that is different than the sticker is the background. It appears silver in the photos, but was more of a white/ivory on the sticker. I do not mind this, but may be useful to know. It really makes my laptop stand out!",5
Thinner then expected but looks adorable!,4
"I fell in love with the design and I think my end product of it on my computer turned out well but there are a few things that bother me 
1) I was expecting a perfect fit, especially after I sent them my computers exact measurements and they responded saying that it would be cut to those dimensions. The cover I received was 1/2 inch too wide and I had to cut it
2) I thought the cover was a solid piece but actually it was clear where there was no design which would of been nice to know before hand 
3) there are parts where the design was scrapped off where there should be color for something so expensive I would expect the product to not already be damaged when I receive it, fortunately the scratches arent severe and I don't notice them really 
Besides that I do enjoy the product

UPDATE: Seller sent my new skin and it was great",5
"This item was delivered faster than I was expecting and looks beautiful on my MacBook Air. The skin is very true to the picture. Only complaint is the high price, but I love this unique piece!",5
"Wonderful ! Good touch and fits perfectly ! :D 
Very kind seller !",5
"the decal came with two sheet... and no instruction.. so not sure what to do with the matte clear sheet.  
The decal itself looks a little cheap - it has a sheen to it that doesnt feel right.  
After applying the printed decal, I decided to put the matte clear sheet on top of it.  The matte layer actually made the decal look a whole lot better, and I am pretty satisfied with the outcome.",5
I absolutely love the way the skin looks on my laptop. The graphic is very lifelike. Side note: It was easy to apply.,5
This was a major scam. It wasn't a decal or a skin it was a piece of paper with poor quality printing. DO not buy here. Looks nothing like the picture.,1
"The sticker that I've got was so different from the pictures in the shop: kinda faded and not so good quality. But seller offered a few possibilities for solving this problem out, he was very polite and eventually we found a way that works well for both of us. Thank you Andrew!",3
"This is way too overpriced. Does not look like the photo, rips very easily, shipping time is very long. The material is cheap and not shiny at all. Picture displayed is very different to actual product. Very disappointed.",1
"love the colors and smoothes out easily! its just barely too small for my MacBook Air 13"" so you can still see a little of the edges but overall looks fine to me. took a little long to ship but worth the wait!",4
"Great customer service, looks great and is exactly what I wanted!!",5
"It's my second purchase, got one for my friend cuz she loves it so much after seeing mine. It's really pretty and easy to apply as well 👍🏻",5
Perfect! Very easy to apply and looks just as pictured.,5
"Really pretty! However the shipping takes quite long to reach. But well, I still love it!",4
"the customer service was great but I'm very disappointed in the product.I'm sorry but this item is WAY overpriced for what it is. The image is extremely pixelated and printed on poor quality, matte paper. I think I could have printed it at home for $5.",1
"Excellent customer service, even prettier in person, thank you!!",5
This is exactly what I was expecting and looks lovely on. It was easy to apply. Thank you!,5
"I was so excited for the sticker to arrive and I watched a couple of videos before attaching it. Never been so disappointed about a product on Etsy. The 'empty' space between the leaves looks streaky and while attaching it (very carefully!!!) a piece ripped off. The apple sign didn't fit well so I had to remove it (even more carefully!!) and now the sticker is in two pieces. 
I expected a bit more from a product like this especially considering the price :(",1
"This laptop sticker is beautiful! I get compliments on it all the time. Also excellent customer service - Andrew checked in with me to make sure I had selected the correct model (luckily, because I hadn't) and very graciously let me change the address.",5
"The quality of the item is very high, I really love it. Same is the sellers attitude and corporation. The only comment I have is the long time the shipment takes to be delivered. Loved the item",5
Love the design and quality!  Was very easy to apply and Andrew was very easy to work with.  Shipping to US did take about a month.  I would buy again for sure!,5
I got this for my mom and she absolutely loves it. Thank you so much!,5
"The sticker itself is honestly just ok. The design is pretty, but the quality is not great. On top of that, shipping time is just ridiculous. I forgot what I had ordered by the time it got here. Seller responds quickly to questions.",3
"Well where do I start. How about that it took a couple weeks to be sent from the shop and then it took over a month to get to my home after shipping from the shop. Seller had no answers except to keep waiting. Box arrived soaked. Decal thankfully was wrapped in plastic on the inside but it was folded three times and had bubbles on the sheet. Still trying to flatten it back out so that it can be used (7days and still not flat). Would ask for a replacement but waiting another 45 days is just unacceptable in my book for a product that costs $32.00. Stay clear of this shop unless you are ordering for the holidays, then order now. 

Shop owner has reached out and assured that a new one is coming. Rating will increase if it is sent a timely manner and in good condition, review pending.",1
"Those are much cheaper quality then I had before. I just like the design. After using 10 days, some of them started bubbling up...",3
Absolutely gorgeous and fantastic customer service. I will buy from here again when I want a change of design!,5
Looks just like the images. Get so many compliments on it. In love!,5
Love this print! Although it is more of a cheap sticker than I had thought. I did still use it as I love the print but was hard to position without ripping or tearing.,3
Beautiful skin. Came pretty quickly. Thank you.,5
The seller is very nice!!!,5
I am in love with my sticker. It is fairly easy to apply  and looks awesome! Thank you!,5
"Great quality! The skin looks amazing on my laptop. 
The service is great too! I definitely recommend this product.",5
"Although the shipping can be a little lengthy from Ukraine to the states, this sticker is high quality and really dressed up my computer. Plus it is now protected from scratches! Must be patient while applying, as bubbles can come about. But the look of my computer is so unique now and I get many complements :)",5
"It shipped on time, and is incredibly cute! My only complaint is that its fairly difficult to apply, and in the negative space there is a lot of faint lines that you can see in the light. Overall a great product.",4
Its cute though. Quick delivery and great communication!,3
I get tons of compliments for this project.,5
"The print design is exactly as pictured. I was also happy with the nice vinyl material. I was a little disappointed in the shipping method, since it arrived crumpled up, but the shop owner was very nice about it and made it right. I would suggest including application instructions as well... however, I ""Googled"" decal application instructions online and figured out how to apply it myself.",5
"The design looks just like the image. The colors on the top decal and the keyboard are a bit more gray than purple in person, and both are great quality vinyl. 
Both the top and keyboard decals are easily to apply and remove if you need to readjust them. 

The keyboard decals are slightly smaller than the keys, however, this makes it easy to access the side of the decal to remove it or readjust it. 

I received my item about 3 weeks after placing the order. 
Andrew from DecalRow was very helpful and was quick to respond to my questions! Thanks, DecalRow!",5
They look nothing like the pictures. Very disappointing,1
Would not stick for me,1
"The apple on my new MacBook Pro doesn’t light up and is smaller than the decal. This was completely unusable for me. No fault of the seller, just not working for me.",3
"The stickers are quite nice, but they are not the right size (too big) for the apple logo on my 2019 MacBook Air.",3
Would not stick for me,1
Love it!  This product looks just like it's picture except the apple isn't visible as the sticker covers that part of my Mac.,4
Great decal. Looks wonderful especially when it is backlit.,5
The brightness of the sticker is determined by how bright your computer is so when the brightness is all the way up it looks amazing but unfortunately it isn’t always up it’s dim most of the time so I can’t always see it very good,4
I love these decals and have ordered multiple times. I will keep coming back! They are high definition and the perfect thickness so that they do not stick up from the Mac.,5
Muy buen proveedor. Buen Producto.,5
The decal is beautiful and attention grabbing. The quality is amazing and the installation is easy. Seller is reliable and shipped promptly. Returning customer once again satisfied!,5
Great painting! It's already off to be framed!,5
So... I made the mistake of a few people because I fell in love with the decal and didn’t read the description. I ordered it for my Macbook 2018 and it clearly is for the light up logo. Still looks beautiful tho and put it on the lid of my computer.,5
Just as advertised.  Arrived when it was supposed to.,5
IT LOOKS AMAZING! I love that the designer gives you an extra just in case!,5
"The apple on my new MacBook Pro doesn’t light up and is smaller than the decal. This was completely unusable for me. No fault of the seller, just not working for me.",3
The quality and customer service was amazing. It was truly a pleasure doing business with this seller. My Vigo painting is my new favorite thing.,5
"It's great, love it and am very happy! thank you!!!!!!!!!!!!",5
"Fits perfectly! It’s beautiful! Came quickly, too! Thank you!",5
great quality! shipped as expected. could not be more satisfied and will definitely buy from this seller again at some point.,5
"It's a small thing, but I love the way it looks on my MacBook.  I didn't want a large decal and this works perfectly.  Thanks.",5
"I love the desing, but it was a little small for my computer, but that’s ok",5
Fantastic!  Got it stretched and framed and it looks amazing!,5
Very fast delivery. Was accidentally sent the wrong decal but the correct one was sent immediately when contacted.,5
Really great quality amd the size is perfect :),5
Love it! Thank you so much!,5
"Just as advertised,  cannot wait to get this on a frame.",5
Loved it!,5
"Shipped on time, does fray at the sides but good product",4
"正直、届かない可能性も考えていましたが、10日程でしっかり届きました。

商品も非常に良く、お気に入りです^_^

また利用したいと思います。",5
"Super easy to apply and it’s looks so good on my laptop!! The leaf is very fragile, as stated on the instructions I received, but you receive two decals in case something happens. Arrived very quickly and overall Im in love with the product and I’ll definitely recommend this shop to friends!",5
Amazing quick shipping (took about 5 days to get to me in the UK) and the decal is beautiful.,5
Good but has started to peel a lil which makes me sad,4
Awesome seller. Still deciding how to display this canvas. Love it! Highly recommend this shop.,5
Top-rating this even though I didn't get the correct product. The seller was really helpful and reimbursed me straight away.,5
Very happy with the quality of this MacBook skin. The matte finish is a nice change from the shiny vinyl I've used before and I like the texture. Plus the image looks great. Thanks!,5
Sooo pretty! Case shipped out super fast!,5
Wonderful!  Exactly what I expected. Arrived very quickly. I would definitely order from WallMac again.,5
"Looks great, not hard to apply at all.",5
I like it a lot but it doesent come with the apple cut out which was disappointing,4
It was perfect!!!!! Just as pictured.,5
Fast&beautiful,5
"Cute design, but the quality isn’t there for $20.",3
"This was a gift for my wife, and she loved it!  Thanks!",5
Makes my Mac look awesome!,5
This came very quickly - and its perfect -,5
AWESOME,5
It's perfect and just how I imagined it to be!,5
It shipped on time and Ryan is really nice but it didn't fit my new MacBook Pro. So I put it on my MacBook Air and it still doesn't fit exactly. It hangs over the edge a little. It does look cool but it is not as shown in the picture.,2
AWESOME,5
It's perfect and just how I imagined it to be!,5
It shipped on time and Ryan is really nice but it didn't fit my new MacBook Pro. So I put it on my MacBook Air and it still doesn't fit exactly. It hangs over the edge a little. It does look cool but it is not as shown in the picture.,2
Doesn’t stick as well as I thought.,4
great,5
Really bad quality .. Quality totally different of the picture ..,2
awesome,5
The decal looks great! It came with very clear instructions and I love how it looks on my Mac.,5
"Love this, unique and fits great. Seller was excellent to work with when I had questions.",5
I haven't received the item.. :(,1
The item is great! I would recommend other people to buy it or similar items from this seller!,5
Love it! Thanks!,5
"Bought this for a Christmas present and was delighted with the quality,the seller was quick to get back to me when I worried it wouldn’t get here in time too. Would definitely recommend this product and seller and will definitely purchase from him again.",5
This item was as pictured and super simple to apply. For those of you who like instructions on how to place the computer skin. There aren't any but it's pretty simple. The skin isn't super sticky that if you don't align it properly like I did the first time you can quickly peel it off and attempt again. Love the way it makes my laptop look!,5
Love this item. Fast shipping and looks perfect on my Mac.,5
Amazing and shipped quickly. Fit perfectly on my MacBook Air! Got tons of compliments too.,5
Exactly as described! Love this on my new MacBook Pro! Would definitely buy from Ryan again. 👍🏻👍🏻,5
"fast delivery, Nice look for computer",5
"fast delivery, Nice addition to computer",5
While the decal is detailed the apple logo is NOT incorporated at all as it was suppose to... I regret buying this now.,2
"fast shipping and delivery, Nice look",5
Shipped on time and I got the product I expected.,5
"Great customer service (:  
I Initially had wrong shipping address but was able to effectively communicate w/seller and received my order anyways. Although the sticker / decal is not super precise, majority of the image is shown when placed on anyways. 
Thank you !!",5
"Love the look, very rustic and looks even better in person. However, I've only had it for less than a month and the edges are fraying. I've used scissors to cut away the longer pieces but it continues to fray.",3
"Delivered in about a week, came with clear instructions. Decal looks awesome no doubt but it's incredibly difficult to apply. Adhesive really doesn't like to play nice, and the little leaf didn't want to stick at first but it's looking alright now. It's the nature of this kind of product that makes it difficult but that's in no way the fault of the creator. Can't knock it, super cool 👍👍",5
"Craftsman did an awesome job. I got a 7 footer, custom made and paid extra. Now I'll be placing this at a museum for a trick or treat event as a Ghostbuster. This thing is being placed into a frame, and Rocks! :)",5
Exactly as described -- a fabric sticker.,5
"Great communication, went above and beyond.",5
"This is a great product. I love the design, the look and the feel of it. It provides protection against scratches while giving your laptop a great look. It's a bit tricky to put on just because you need to align the Apple logo just right while making sure it goes on straight. (It's easier with an extra pair of hands.) But I definitely recommend this product.",5
"Sehr gutes Produkt, würde es immer wieder kaufen! 
Auf Fragen wurde innerhalb kürzester Zeit geantwortet. Top Service",5
"Very nice, pictures are a little dark but still great 😁",4
Looks-- and feels great. Thank you!,5
Got here very quick- we love it. Thanks,5
"I love love love my sticker for my MacBook Air. Excellent quality, unique design and perfect price.",5
I wish it would stay on better,3
I'm obsessed! Everyone loves it and everyone is asking where I got it! I'll be ordering more I'm sure. Love how the light shines through.,5
"It looks great! Easy to apply, but just 2mm smaller than I would like. The corners also have a different radial cut than the MacBook Pro case, leaving a sliver at the corners. Getting great compliments on it and love the fabric texture!",4
"Great quality, thanks so much",5
Great service! Love it for sure,5
Shipped out immediately and got here way before I expected! It's beautiful and has a great feel.,5
The quality of the decal was poor and was much too big for the size I ordered to fit my MacBook Pro. I attempted to cut it to make the edges fit on my laptop which only made matters worse.  It didn't meet my expectations based off of the image from the shop's page.,1
"I bought it as a gift to my father and he loved it. I wish the printing could've had a little more resolution to it, but once you put in a frame with glasses, it looks awesome.",4
Love it! Makes my laptop so fun and unique to me! Thank you!,5
"it is not feet:(
i am really disapointed and paid more many for that.
and also it is darker than it s pictures",2
Trés bien imitée. Trés satisfait du produit,5
"This is a beautiful skin. However, the edges do keep ripping and since it's fabric after you take one string off the next follows, which is less than ideal. For something this beautiful the integrity of the fabric is not worthy of the price.",2
Perfect Product! And great Customer Service!,5
"Arrived quickly, the sticker is of awesome quality. Perfect for my macbook.",5
Sieht super schön aus! Außerdem kam es überraschend schnell an!,5
"This is my favorite art piece and I was ecstatic to find there was actual MERCHANDISE for it. It's a unique way to express myself on my mac. I do not wish to tarnish the overall quality of the mac with sticker residue; this product is similar (but NOT exactly equal) to the sticky decals you put on windows for seasonal decoration. I am satisfied with the coloring and the size. 

8.5/10",4
Ryan is very responsive and helpful.,5
"Lovely! Delivered quickly, high quality, and looks great on my MacBook. Easy to install and eliminate air bubbles, so it fits perfectly!",5
"This is perfect! I bought it at the beginning of the week and it came so quickly. It came just as pictured, the graphic is more like a vinyl than most of the skins I have purchased in the past, which makes it more realistic and much more durable. It went on so easily and it looks amazing. I will definitely be back to purchase more!",5
Very fast shipping.  Looks great!,5
Love it! Arrived quicker than expected in perfect condition. Will definitely order from this vendor again.,5
"Package came quickly, looked great! Put it on and it made my MacBook instantly more awesome, in my opinion. Went on fine in the first application and has stayed on perfectly since. 5 stars!",5
"I wish I read the title better.. I didn't want a sticker.. Maybe next time in the description it should just say marble skin. Not everything else, gets confusing.",1
Looks exactly as pictured and went on easy! Love it so much! Thank you! ❤️,5
A picture is worth a thousand words. The pic from the designer is spot on. Or off I should say. It is slightly too small.,4
I purchased this as a Valentine's Day gift for my fiancé. I also had it framed! He absolutely loves it and cannot wait to hang it up!,5
"It's nice, just wish it lined up better",4
Came on time thanks!! Awesome,4
"I love this item, it looks absolutely fantastic on my Macbook. However, due to the type of material that it is I am continuingly having to cut stray fabric from the edges, this is why I have only given 4 stars. Other than that it is an amazing product with easy application. Definitely worth the buy.",4
This is a very nice decal high quality kinda took a while to put on though,5
"I ordered my two skins on a Sunday evening, and they were shipped out on Monday. They arrived on Thursday, and I could not be happier with them! They were a little tricky to get placed, but that has nothing to do with the decals themselves. It is just difficult in general when applying something so detailed in regards to the apple being cut out. I LOVE the skins, and my wife is extremely pleased as well. 100% would recommend to anybody looking to purchase a skin for their Mac.",5
"super cute, i have the coolest laptop in town",5
"Bought it as a present for a friend who is obsessed with Van Gogh, and she can't stop talking about how great it is!
Great quality and was received on time! 
Really satisfied with the purchase, and will definitely recommend this Etsy shop to all of my friends who are Macbook owners!",5
"Bought it as a present for a friend who is obsessed with Van Gogh, and she can't stop talking about how great it is!
Great quality and was received on time! 
Thank you!",5
Great quality and nice picture,4
Followed instructions and was able to apply easily. Looks great on my Mac! Some confusion on my order but the seller quickly resolved the issue and was very receptive to my concerns.,5
Awesome customer service. Quick turnaround and delivery!,5
"Excellent product, easy to install",5
1 excellente qualité et se pose facilement..,4
"Excellent product, easy to install and fits perfectly",5
Shipped quickly and looks darling.,5
Exceptionally detailed and well made.,5
Neither of the decals stuck to anything. They're stickyless.,1
very good quality thanks :),5
"This time, I bought this sticker for the first time, I got good and fashionable impression, but, i don't know why the pedicle of Apple mark   comes off soon.",4
I didn't realize that it was a skin and not just a cup of coffee. Looks nice but not for my use.,4
"Fantastic, I get a comment every day!",5
"Envoyer à temps,  très bon produit ! 
Satisfait ! 😁",5
I love my marble decal for my MacBook! It fit great and I like the helpful note attached.,5
Took a second try to get the product shipped to my location but the seller was more than helpful. I will definitely keep my eye on this shop for more products.,4
Frays on the edges almost immediately after I received it.,3
"Very beautiful, strongly recommended, nice service also",5
"It's beautiful! Looks really classy and expensive. Love the feel of the cover. I wish it was just a TINY bit bigger to cover the entire laptop, but I still love it!",5
"Great purchase, love the skins.  Thank you for the quick shipping and order clarifications!",5
I love this decal!!! It's so clear and looks great on my Mac! I'm definitely buying from this seller again in the future!,5
"These skins are awesome.  A very good quality.  Thicker and stronger than I thought.  They look really, really good. VERY HAPPY with these.",5
"Quick shipping! Don't know how it will work out yet, as it is a Christmas present, but the design is lovely... Thanks ;)",5
"Very fast, good quality, and great deal",5
