id,premise,hypothesis,lang_abv
fe9aa2b120,"Delayed Maintenance Summary (million dollars) as of September 30, 199Z:",The delayed recovery was enormous.,en
f27539982d,"In this time of American conquest, it is difficult to resist the temptation to rewrite recent history as an unavoidable, independent American narrative, and to see the future as American history approaches the loftier ideals of the new economy.",America is in a time of weakness and misery.,en
ef141adc78,"Yes Al, which I feel bad, it doesn't sound like BT to me.",Here,en
2969547cba,We have been able to do so much only with the help of our human colleagues.,We have completed many thanks for the money received.,sw
1a75a4e80c,"Although it is difficult to agree with the burning of Wade Coke in James Cervitsky's Cokebook, Cervetsky claims that the stock market is only the capital of a large casino. The routine of the market does nothing, it is wrong and foolish.",Cervotsky's research and ideas are sometimes unpopular with colleagues.,en
b73eee39e3,"In a grandparent, if a man chooses one of the women who looks more fertile, he will have more children.",Men who can show strength and cunning have fertile women.,en
6e8b939fd5,Meet presenter Tim Russerset took the previous Christmas break five days earlier and left Rep.,Meet The Press host Tim Russert took a break for Christmas five days ago.,en
38d045b1a4,"Just like when I was sitting here on the sunscreen couch and suddenly I put someone's hand on my door, ooh, like no and so I don't like it and I think it's the only way to stop it City law must be enacted to prevent this. And","As I sit on the sofa, I cross when someone suddenly puts their hands on my door knife.",en
eb215c1bc0,"When we rely on each of them, we do not have to rely on one step in the system to do all the work.","If we do our best, we can complete the whole process.",fr
ee9fbfa772,This does not mean that Western culture has a monopoly on humanity.,Western traditions have a monopoly on evil.,sw
39464c5a51,"In 1990, the program established the Elton T. Ridley Award for Services.",The award began in 1990.,es
5df746cafc,This is socialism,So this is biology,en
fe25640c0c,"And I have to get better because my wife just bought it, and I just bought a new car, you know we really want to take care of it like this.",We paid a lot for it.,en
1295771d4d,Cybernetics has always been Derry's passion.,Derry is passionate about cybernetics.,en
a9c95b7bef,"It's good, it's great",I can't believe this really happened.,en
b95177aeb6,Could you talk about the social impact of chewing gum?,What is your opinion on public chewing gum?,en
1091d3103d,"Only clouds here. Like our biosphere, it is possible that through patrols it becomes trapped in a specific group of complex molecular types that make up the evolution of clouds.","When clouds form, certain molecules are formed.",th
05fa1c26bc,"Oh, it's hard to think of some other things, although I did see some little things, such as at 9 p.m. on Thursday, when I got home from aerobic exercise, I saw,","At nine, I have aerobics class.",en
d02a3a5a70,It is the same color and everything,The color is completely different from your chosen brand for the original.,en
eca7c283f3,"For information on obtaining a clean passport and damaged passports, please see “Intelligence Report,” KSM Investigation, July 3, 2003; September 9, 2003.",Khaled Sheikh Mohammed obtained a clear passport.,hi
ffc9078f40,"Obsidian, an important ancient material, was discovered on the island of Milos.",They discovered obsidian in Africa.,en
e6d06f2442,"Anyway, I got back to my desk.",I go back to my seat.,bg
7b9023e328,"Ah, that's right, I mean mm",It is completely wrong.,en
3927434f1d,Once you have something like I saw that show on TV yesterday it was 176 and NASA suggested 3D graphics.,I watch a show about gardening.,en
237c334b78,"The Daily News reported on this incident, Tubin said through a spokesman for Random House ...",Taibin gave a random speaker through the House of Representatives.,en
ad85db44bb,"If anything, I can do it.",I still think I can do something to save her.,bg
e5f6cf6d50,The Great Lake on the northwest coast is a beautiful port. But water and beaches will be polluted.,Water pollution caused by pollution,ar
f1392ce96a,"00 gives us the opportunity to consult, motivate and entertain nearly 400 children in the Indianapolis area.","Through our generous donation, we were able to invite Beyoncé to an orphanage concert in Indianapolis.",es
34a0028ac0,"At least they started throwing stones, I fixed it.",I think it is best for children to stone them before they go around.,en
66eab148eb,"What began in 1973 as a touring cast starring Gary, Elkhart and Terre Haute is the IRT's current training program.","In 1973, several artists toured Indiana.",hi
fd5aa63bfc,Isn't a woman's body your most personal asset?,Women's bodies are not his property.,en
5dc887e456,"Many inmates may have been created by inmates whose vocabulary is too bad to alter a named concept, event, or situation.",Prisoners do things,es
4ef2ce13d8,"The AMS system also enables users to search all public comment content, identify form comments, and identify past exchanges, thus providing a list of 8 functional pages and related websites. current government.com. The file is not available in the management system.",The full text of the public comments is provided on the AMS system.,en
b8ef9a31dd,"For this report, we provide an overview of the basic theories about why people save and explain the various factors associated with reducing personal savings.",There are many fundamental theories as to why people save.,en
33dd07ec11,Don't think about whether the Dow Jones Industrial Average is a fair measure for the rich.,The Dow is not about the economy.,ur
25c33661f0,Can I tell you what it feels like to live in the mud at the roots of Mandrake? Dave shook his head.,Am I telling you how your soul lives in the roots of Mandrake?,en
aeb5bd0824,I play softball several times a year and they are preparing to start the season again.,They play softball all year round.,en
75421e2391,Newsweek praised and hailed the Hamptons fashion.,Newsweek did not write anything about the Hamptons.,ru
16c46d83b3,"Five years ago, elected speaker, Newt Gingrich, promised to provide critical information on the Internet, while Washington became a high-paid spokesman.",Newt Gingrich promises never to share this information online.,en
6d836d0c16,"For some reason it seems to me that although people in Madrid and Atlanta regret lost traditions, they still prefer modernity.",I am sure that the locals are categorically against anything that can introduce them to the modern world.,ru
e18eeb0f3d,The cover story reviews the latest research on how kids think.,The cover story tells how children make decisions.,ar
3d744019cd,"Nearby is the new mini-monastery, founded in 1049 and one of the most beautiful Byzantine temples in the Aegean.",The new Moni Monastery was founded in 1500 and is very beautiful.,en
3b34c7cf8b,"To address these issues, we supplement the initial benefit assessment with a series of sensitivity calculations using data sources and other concentration and response estimates for the major benefit categories.",Some scripts allow you to use additional data instead of primary data.,en
2d62a208c3,"Some security managers report that by participating in our research, they hope to gain insights into how we can improve our information security program.",All security regulators say they are concerned about threats to information security.,en
79d879da09,Eva's apple seems to be a much more consistent book than this.,The Eve apple remained on the seller list for 12 weeks.,en
5583568fea,"But this is the type of area we live in. Of course, the cost of living is not bad at all, it makes all the difference.",Accommodation here is much cheaper than in any other state.,el
6261649cb0,"As a bonus, we offer 50 tax credits for those who donate ٪ 100 or more to the Indiana Neighborhood Assistance Program (NAP).","If you pay more than $ 100, you will get some money on the tax credit.",hi
517046eaf2,Taxes are mandatory property unless the property is distributed to state or local law enforcement agencies or to foreigners.,Taxes apply to seized property.,en
dbc4bb81fa,"Last Sunday, June 18, it rained and this year the presence of the Lower / Joseph Campbell Guard in story, story and history has dwindled.",It hasn't rained in 3 years.,fr
02f0e64310,The mission of the association is to prevent fraud and crime and to reduce educational incidents.,The aim of the association is to minimize fraud.,en
171815fcda,"However, he said that he searched and decided until he was eaten on the floor in a fully equipped restaurant.",They are allowed to eat on the restaurant floor.,en
29d27befd3,"I know you know that we get worse food for you than Adam, but God still allows us to live. The last two processed foods you know what I mean, but I don't know that I love myself, I really love to eat healthy. You know what I'm talking about and I think I will have to wait for millennia. Because I don't think we're going to restore the Earth to tell you that I think Jesus is the only person who can look like this Earth",It is amazing how the Lord provides it to us even today.,en
3118085055,I can help you,I can help you,en
c2af86bbe4,But I don't think such an algorithmic program can be complete.,These tools work very well in all circumstances.,de
e02f2cb1b6,"I don't even know how to understand it, I'm glad I don't work in the store",I'm glad I don't work in a department store.,en
e26165abde,"He was born at the age of eighty and eighty, possibly in 1888 or 1889.",He was only born in 1984.,es
313d8a7d7f,The increased market can reduce risk by identifying concerns in advance. This will facilitate change and reform.,The risk can be reduced by increasing purchases.,th
26b9be649e,"'E stands for / e / phoneme, which is pronounced as e e reflux in all Yiddish variations.",E is pronounced like any other Hebrew alphabet.,sw
2fe405a5ff,"Along the way, you will pass the Beautiful Art Gallery, a fake obtained from the Panama International Exhibition.",The art gallery has been restored.,bg
a183ecb40b,"Limpiar means purification and limpia, just like Barrida.",Words that mean clean and clear,th
4f0d748044,But there is no hope for him! He shouted,He cried out that there was no hope for him.,tr
40275a4c7f,"Alabama's John Burke examined and analyzed other contemporary stories and discovered that Boswell used them to portray Johnson's most inaccurate character, while others viewed it as just a gossip. learn. Known retail.",John Burke doesn't like Boswell.,tr
f115755873,Castlerigg near Keswick is the best example.,Castlerigg near Keswick in Scotland is a good example.,en
54d0007a56,"and it's illegal, so I don't think it would be good to get rid of them all together","Since it is illegal, it will not make us remove them all at once.",en
f3c8d37d17,"Or, eligibility may be limited to those who are already pregnant, or at least sexually active. They are 13 years of age or younger; Or some combination of it.",Eligibility cannot be limited.,en
11b392d831,"He spent two weeks in the Royal Fort, now his ship is almost a unit. In a Jamaican ship",He spent two weeks in Port Royal.,th
6cdc6aab2c,"Russell said 400,000 legal aid cases are not handled each year.",Legal aid issues are resolved each year.,en
1ab9d6daa3,Estimates from long-term exposure studies that represent a large portion of the benefit from baseline estimation were unaffected.,The estimates are for long-term exposure so the short term is likely to be much shorter.,el
0790b3196f,"He didn't say it again, so he pretended to be there and I didn't even know when it was necessary.",I'm worried I won't get to the schedule on time because I don't know when.,vi
b059907e50,"They put their most important paper in a purple shipping crate that we need to look carefully at. ""","We should take a close look at the striped velvet shipping box, in which it stores important documents and money.",en
1207381a16,"Yeah Al that sounds pretty crap to me, Looks like BT aint for me either. But not officially, but I will.",I am not officially an acting process engineer. But I do one thing,en
625435dff6,"Many jazz clubs have Hollywood’s Culver City, Catalina Bar and Grill and North Hollywood’s famous Baked Potato Jazz Bakery.",There are not many jazz clubs in Los Angeles.,de
a09c0f58f0,This is not possible in the natural world.,Meteorites cannot land in the natural world.,en
cef9e28951,We also helped create a 250 page poverty law guide that introduces advocates to the basics of poverty law.,The Poverty Law Book was compiled to record the battle against the law of poverty.,en
e8820ae507,I have to tell you that.,I have to tell you about the battle.,en
7e60b376a0,"But if banks, airlines, and telecom companies agree to make adjustments, terrorists will take a risk every time they do business with these institutions.","By embracing great prosperity, companies increase the risks that terrorists will have to deal with.",en
b53ba3eb49,And I'm still very happy with that,I do not like this.,en
13378a725b,Lots of gothic and niches. The Sania buildings have been lovingly restored.,Is very gothic and niche. Used buildings are.,en
bf6ca32459,"The center of the national aviation industry, with a strong local culture and a bright and boring street life, is the contagious jealousy of this university city.",The design of military aircraft is one of the most important industries in the city.,en
0f56eb35a2,I think it is important for everyone to understand that first-class mail already carries a disproportionate share of the institutional costs or burden of the postal system.,First-class mail is too busy.,en
dd955de353,"Several officers were later assigned to help clean the stairs. Others were given to facilitate relocation to the plaza station, main hall and PATH center.",Officers just happened to run to where they needed it.,tr
d8940485f8,"Another tower is the Toronto Stock Exchange, which is modern and endless.",The second tower was a thousand feet tall.,bg
9d2b691e9d,The OMB approved the collection of the information contained in the ADV form and,The OMB strongly opposed the collection of information contained in the ADV form.,en
eba1ae9c9a,This is an honest mission.,"Not a good service, it's really annoying!",vi
c53c61b2e3,"Of course, not all types are due to unconscious impulses hidden by typewriters (or typewriters).",Typing errors are not the result of the subtle subconscious behavior of the composer.,zh-cn
06f9b00a14,"older sister! We don't answer calls, ask questions, cancel claims, or go to the library to find a case?",Refusing to answer the phone is inappropriate.,fr
efc1bebb43,"Yes, you have an inscription at the top indicating that you have this alarm system in place. What if the thief cuts your phone line?",A sign says that you have a warning tone.,fr
8c61977e1a,"The autobiography itself, which uses unpublished magazines and unused Cuban official documents, has been praised for its excellent work in dispelling the complexities and creating the work of separating man from legend. (Peter Canby, New York Times Book Review). Weekly Standard's Stephen Schwartz denounces the Castro administration's formal support and support for Chi's revival.",The biography uses only diaries and popular information published by the Cuban government.,en
d76bf5d8f7,"I received, as I said, the king's commitment to this man. His tone betrays the bitterness of his hurt","He said cheerfully, ""I'm sure you didn't approve of this man from the king.""",de
96d6335aec,The official beauty of the foundation testifies to the 18th century desire to own nature. But it is done with stellar results that one can be thankful for for the work they do.,This area is dirty and ugly.,en
2db8166251,"If military intelligence is reorganized to increase the responsibilities of the RIA director, then that person may be the right officer.",The DIA director has nothing to do with military intelligence.,bg
0a2cc81f26,"Yes, I threatened to go to school. But I never did",I threatened my wife to learn to cook so that she would not be able to cook again.,en
482579bc06,'now go. ',Keep killing.,en
99d603717a,"However, the list of people will never be better than others, nor will it make the economy richer, nor will it make society richer in any other way.",The list of people who are better than others is very useful for businesses.,en
1eb55fd205,"I think even when they drive, they will be naturally polite when talking on the phone. I think people are very kind. When he stops saying what he has to say, he will be bound to answer even if no one is there.",Some people like to listen to recorded messages on the phone.,en
f40f52fcac,Yes i wish you a wonderful summer vacation,I hope your summer vacation sucks.,ar
4a2c96c46f,"The GAO also issued more than 160 reports detailing specific findings, and made more than 100 recommendations to various agencies and the 2000 Presidential Transition Committee to improve government preparation.","The GAO supported the preparation to improve the situation, and the GAO issued many reports.",en
b5c531c77a,"I don't have children, it's hard to tell.",I don't have children.,ar
902e57d645,"Yes, my, uh, probably one of the greatest decisions I think has so much power for our family. But in that decision there is a child",Our children have a huge responsibility in making this decision.,en
42d6065cd3,"However, SCR installations for answering the NOX-SIP call are usually already installed or are at least in the engineering phase of a project.",SCR installations only need to comply with NOX SIP.,en
6cf491d341,"This city developed between 6500 and 5500 BC. There were houses of adobe and wood with flat roofs, and some were decorated with murals showing patterns seen on Anatolian carpets.",This city is over 8000 years old.,en
afac714091,The village has a small market full of products as well as good restaurants.,There is a restaurant in the village.,en
6b3becf532,"Yep, this is in New England, we call it this backpack, just like you have it all on your back, you know the aluminum campsite, uh.","At Northeastern United, they walked with all the supplies behind them.",en
678440a250,"Liberal, a man and uses a knife to stab his ex-wife to death from sleeping with another man. I mean the ex-wife, you know we talked and",The woman safely guards her ex for life.,hi
7db26b7c37,The CTC analyst who wrote the assignment has received many reports in the past four years.,This analyst has been working at CTC for 10 years.,zh-cn
4de660616c,"The library is the largest of all the gardens in Jamaica, with over 300 volumes, including the first three editions. I usually keep books away from high humidity.","The library is Jamaica's smallest farm, with only three books.",en
b94ccb5c9c,I touched his mutilated cheek with the palm of my hand and instinctively tried to suppress my anger.,"Fortunately, both of his cheeks were not injured.",en
0f60bdb60e,It's done. Someone screamed.,Someone screamed to end the war.,en
6a7951754a,"Yeah, that all sounds pretty bad to me. It seems that BT is not for me either. It seems that BT is not for me either.","Oil painting had to be cleaned beforehand, no fun.",en
99ce4a8d3d,The navy blue rug has a full color presidential seal surrounded by fifty white stars.,The rug bears the President's seal.,bg
ffcea20a66,The current story becomes key here.,The current history of the United States adds an important point.,en
58ce6aef71,"Organizational activities, core processes, and resources to support their work and help achieve goals. Should be included.",The company's mission can be accomplished without the mediation of resources.,en
743fdb7eb8,"(For more information on BLM's top management performance plans, see the App, Appendix.",VLT performance plans are a mystery.,en
74a3c5860b,"Poirot answered them clearly, almost mechanically.","Poirot answered them in the correct order, like a robot.",en
ee71ae7d68,"After browsing through these collections, hike up the mountain to the Government Building and enjoy panoramic views of the surrounding coastline and other parts of the harbor area.",You can see the coast from the top of the mountain.,vi
8c438f66a3,Miller called for the first amendment. (Right to freedom of expression and association) instead of the fifth. (Against selfishness),This person mentions the fourth amendment.,en
0865a6d8e3,Two independent and powerful bullets fired simultaneously?,"To save time, the same photos are taken on the printer.",en
6566795dcf,And I was there.,I’ve been there too.,en
89f5feeb40,"The flame or whatever was hot enough, but it was hard to control.",The hot flame was difficult to control because it was large.,en
b0ff1dd12b,"Audits and other reviews, indicating shortcomings and recommendations by auditors and others evaluating the agency's performance; Any task that resolves matters correctly or otherwise is brought to the attention of management.",Inspection and verification results do not lead to further action.,en
5c7e00a4b2,"This is a beautiful location similar to giant stone pillars that you can walk along the beach and into huge caves, some of which were flooded and accumulated in ponds and stepped up to the famous tourist spots.",The rocks on the beach are not particularly attractive.,en
21060d118f,All of these sites will automatically go to George Dabbwa's site (www.georgewb ​​ush.com).,These sites point to the George W. Bush site.,en
a3d5d72aaa,"Yes, hurry, the crowd is better dressed than the crowd.",The crowd is usually dressed casually.,hi
4f65d19d57,This began to change the practice of science.,The scientific practice remains the same in all respects.,en
6dffb5256e,She was shaking with memory.,He said think about it aloud!,zh-cn
e09de63229,Recent evidence suggests that the basis and predictions of alternative approaches may reduce the benefits of open law enforcement if they do not include estimates for short-term mortality reductions due to changes in the ozone layer in the environment.,Recent data suggest that baseline and alternative estimates may not reflect all the benefits of the Open Space Act.,en
9a495bb5fd,Do you swallow a candle?,Was it the fat of the candle?,en
5da80cc2f6,An economic model is an equation or a set of related equations that are used to analyze economic data using mathematical and statistical techniques.,The econometric model is an equation of related equations that is used in conjunction with mathematics to analyze economic data.,en
89ec17b705,I think football is more powerful,I think he's like a football fan there.,en
a5ed76e441,Or do you think you are upset or are you happy with the coverage of flair in the news network?,Are you happy to share the news online?,ar
a0d2d4c0d6,"We can put our boxes in one, our glasses in one and our papers in the other, and when it is full it is very difficult to load and take it to the car.",Paper is difficult to load on the stomach and this can happen after sorting in a container.,tr
9d8ecd70cc,With your TV and you feel that the exact penalty for stealing TV is death,Don't you think the death penalty for robbery is a bit harsh?,ur
570d9a2ea4,I soon left.,I was completely paralyzed and unable to walk.,en
326007a79e,"Other benefits that the postal service can receive include the payment of taxes, the need for a return on investment, the right to a prominent sector and immunity from parking tickets.",The postal service is immune to parking tickets.,en
557d34cb76,California more,California is the rage!,en
87bb8a239b,"This is true, it is true that the United States pays all this money for others to offer assistance to other countries so that they can pay their own people and educate their people on time. Same surname",It is true that the United States pays other citizens for international aid so that they can educate and pay their citizens at the same time.,en
d32cb905fa,"If the price difference between the two is large enough, the carrier can use the aforementioned freight company.","Regardless of the price difference, the postman cannot hire a shipping company.",en
89acbe20ab,"That means Bucky, Stephanie, Marcus and Emily have everything, and the students love them.",Bucky is an eighth grader.,tr
e9f5109863,"Kublai Khan established his capital in Hubei Hai, Beijing in 1279, and some of his royal treasures are still on display to this day.",Kubilay Khan is a very well respected person.,tr
91cecfc279,"On top of that, we have the annoying fact that sometimes an eloquent letter is truly memorable, which creates a problem.",A well-written text is very expensive to produce in large quantities.,el
877139f2fb,We take 58% of this amount from ticket sales and 32% for donations and gifts from friends like you.,Most of the money comes from ticket sales.,th
7d29cd1ac8,Figure 4 shows the supply curve for general commercial services.,Participation services have different groups.,ar
0665f2235b,"At the east end of Back Lane turn right, Nicola Street becomes Patrick Street and St. Patrick's, near St. Patrick's Cathedral.",The street was renamed in the district of St. Patrick's Cathedral.,en
98e6096c69,"Before 1986, the United States had a net creditor because it had more external assets than foreign entities.",It wasn't until 1986 that the United States became a net creditor country.,en
c99b0b9621,"Bon ""for beginners"" and ""for others"" is the place to buy.",Bon is the perfect place to buy an artist shop of all skill levels.,en
20ce4cdc8c,"If the ancient writings give only a romantic form, they give a more precise image of Indo-Aryan society.",Ancient writings do not give a precise picture of Indo-Aryan society.,en
3517094a17,"Every state is different, and regional areas in some states are also significantly different.",All states are exactly the same.,en
c3e20dd05a,"At the end of David Templemount Road, it is one of the holiest places in the world for the three major religions.","The Temple Mount, Joseph Street's Sonunda.",en
43620ab661,"These are four sentences that you regularly write on stolen documents, ending professor.","In essays, four specific sentences can be used to reduce professors.",en
abb415bfd8,On the day I go to the office I wear a flannel shirt without a tie if the weather is cool.,"On a cold day, I wear a flannel shirt to the office with jeans.",en
9425264056,You are invited to be part of this important new company to forge a growing partnership between two major Indianapolis universities.,The two public schools will be consolidated into Indy next year.,hi
044427e57e,"A few years ago I thought about moving to Massachusetts, but I'm glad I didn't.",I'm glad I haven't moved to Massachusetts.,en
0dbc7fc313,"Research Report, 1996 Piracy Activity Survey, 26 September 2001.",An abduction study warns al Qaeda,sw
4d76ff6f90,"“It sounds right,” Jon said.",Jon hated this idea.,en
692e38cfa9,"If Gozola finds time to compare bird travel with the first species, those species will disappear and be replaced.",Godzilla was able to adjust to a very different environment.,ur
16b6dc7eae,"“Vera, you are expressing in style,” she said.","Although this takes time, details are always provided.",bg
20a63e410c,The last thing we want is more or more people looking for predators.,He was very careful.,en
37b538d5a1,He didn't say much time so he left me there with interest and I don't even know when I need it.,I was worried because I never knew.,de
038f1d4125,"For example, when Clinton criticized drug policies and demanded executive authority to return a note to FBI Director Louis Frey, Bob Dole stated that the president did not refuse to distribute it. It was not basic.",Bob Dole said that Bill Clinton has no right to vote.,en
3088ec714c,"The connection between the names of money and weight measurements also exists in the Moorish language Ouguiya, which means ""ounce"".",Other currencies also use the weight name for the unit of measure.,ru
1893df46d0,Opportunity,Probability is what the status bar is,en
4954abfae8,Any subsequent data changes can be easily detected.,Changes in data require special permissions.,en
31c5860338,We know almost nothing about life on the other side of the earth.,There is life on the other side of the earth.,en
cc605caced,I think history will repeat itself.,History will not repeat itself.,en
f78b93c538,"But I'll stop somewhere nearby, and when he leaves that building I'll drop my handkerchief and go! ""","I won't go out, I don't care.",en
a31ab5e6bf,The project implementation period for the South Caucasus Railway is 17 months.,This part takes 17 months to complete.,de
d2972c87a6,Click on the artist there. You should find yourself ...,Listed under familiar actors.,sw
6562572d19,"""Air shortages - will the train be slow?""",'big sister! Je! Will the train slow down? End date broken.,en
4c29728dfd,"Here you can see the charming but slowly disappearing the FWI madrasah-turban underwear, the madrasah skirt over the skirt, the silk peplum, the white blouse and gold earrings, the bracelets and necklace made of custard.",Here you can see traditional shorts updated with athlete suit from FWI.,en
538c8e47c2,"The standard film for printing can be found in many stores in major cities, but serious photography enthusiasts will find full-fledged professional films at one of the following photography stores and Abbey Photographic, 25, Stramongate, Kendal LA9 4BH; phone (01539)) 720-085 or Photo Gallery at DT Ambleside North Road, Cumbria LA22 9; Phone (015394) 34375.",You can purchase standard printing films in many major cities.,en
dd18a47657,Al-Thamari has refused such disciplinary action.,Al-Thawmari confirmed that he was severely punished.,zh-cn
cebe8fa728,"And if so, are they usually too close?",Speakers want to know how often they communicate.,ar
177f143f9f,"Although the CR coefficient can vary from place to place. (For example, due to population susceptibility or differences in infrastructure) the location-related CR feature is often not available.",Usually has a special C-R function.,hi
5d3e66d02f,OMB Regulatory and Information Office approved,Something has been approved by the incident office.,en
686cc7bc28,"In fact, your active contributions to the Lowell Nussbaum Society over the years have been far more valuable than your financial contributions.","Since you have never supported the Lowell Nussbaum association, we recommend that you do so now.",fr
5eab7ee190,He has invested 3 billion years in Transportation Security Management and put aircraft into the final battle.,The Transportation Security Administration provides anti-terrorism funding in Afghanistan.,tr
28cf8787cb,You can blame everyone because they all went to law school,They do not like to study and do not go to university.,en
b46621d4ea,And only on a day like this carefully chosen Wednesday (shame in this prize) will the little counter-invader have the greatest impression.,Tuesday is the day the intruder will act.,en
953a591318,Who should decide?,Someone has to make a decision.,en
ad2edcc31c,They connect to large public beaches (Warwick Long Bay and Horseshoes on Horseshoes).,Public beach $5.,tr
513e083ad0,"Disappointed, Kidan noticed that he was younger than the others.",It was smaller than the others.,en
6640eda604,"When working with travel vouchers, an automated system may compare information about the actual fees charged by the card issuer with the fees charged for the voucher.","When using the travel voucher, the system can compare the information.",bg
d2c49fef78,The pistons in Detroit are not as good as last year.,"Detroit's pistons are not as good as last year, with most of the good players lagging behind.",en
88861bfa27,"Tourism continues to grow, and although it has become one of the two highest-income countries in Spain, in the long run, awareness of the catastrophic consequences of unlimited large-scale tourism has also begun to increase.",The scale of tourism in Spain is not very large.,en
13219faf87,"And the teachers who go there and you won't see them, you know, you'll see THAT some, right?",You really don't see TA.,en
2f680e28b7,Do you sit down in it?,So you must have chosen it?,en
9ade7b13c5,This is difficult,This is problematic.,en
50b431dfde,The lashes of the whip are spread on their backs.,They always hit their backs.,en
72723bd379,"1) Strengthen the implementation of the federal agency. Until Hoover's death, the FBI did not fully investigate the crowd.",The Mafia was not under investigation until Hoover's death.,en
82121def01,My unborn children will never appear on the Today show.,My sons and daughter will host the Today show.,en
3aa0ffbeef,"And though he deserves a try, you can be sure that his officers won't hesitate to do anything but go against him.",With their own officers.,sw
48a54e3ca4,"Obviously, our conversations will have to wait until the book is published.",We cannot continue the conversation until the book is published.,bg
9fa97cce4a,The boy's father responded by filing a false death claim.,The child's father filed a false death claim.,en
9469930e2d,"He pledged to hold real and genuine elections after long enough to organize other parties and run a campaign based on freedom of speech and other civil rights, liberty. unions, release more than 200 prisoners, write off debt and more. ... severe sanctions on corruption and pollution, lack of forgiveness for Suharto and his thieves, and poor approvals due to more difficult economic reforms.",Direct lock selection is important when there are many pitfalls in the community.,en
41286ee69f,So why does the door move so fast?,The gate will not be ready slowly.,hi
ee6ab061f7,"Car club members are called club members. They compete for trophies, guard the team and often participate in fundraising events.",Member of the car club hosting the race.,bg
fca6d2de55,They do not want to be imprisoned.,"At one point he was arrested, but he wanted to escape.",th
89fd014cd1,"You arrive, and the Deputy Governor openly greets him and the grandson. But this is clearly not satisfactory.","When the deputy governor reached out, he was a little upset.",zh-cn
1994b7a35c,We need these additional resources to continue our efforts to strengthen GAO and to create a role model for the rest of the federal government and responsible organizations around the world.,We want to strengthen GAO because there are too many problems now.,tr
dcbdd7bdc8,"For example, at the highest level, all genes will turn purple.",The gene sometimes turns blue.,sw
3353aedebc,"Hopes for citrus, Bahamas and pineapples have also risen and declined.",Bahamian limes are not as good as everyone expected.,es
07c400a71e,"To meet these requirements, the federal government is responsible for adopting operating principles based on management.",The government uses these principles to respond to these requirements.,fr
b098f6a1b5,"Intelligence report ""Prisoner Interrogation"", December 2, 2001.",The detainee was not investigated.,ur
23c6eeec46,Your ideas and initiatives can be implemented at the local and national level.,Your ideas can be applied locally and nationally.,en
f834c61120,"In this report, we'll give you an overview of key theories that explain why people avoid and explain the factors associated with a reduction in personal savings.",Economist because he wants to get an expensive boat one day.,en
fa51e08ea5,It is said that there was no good relationship between Packard and Asherfoot.,"In staff meetings, they can never agree on which topping should be used for pizza.",tr
85062066a8,"He said sadly, you see, ""You have no instincts.""",He said I have no instincts.,en
c0536b6716,We hope you support it and will consider adding 25% to your donation this year for the 25th anniversary of the story.,Add $ 25 to your donation this year.,fr
0f011b79e8,"Monte Hill's park is a great playground, and the ski slope downhill is directly at the Old World Amusement Park (though it is definitely suitable for older children).",The Monty Hill park is for children only.,en
0b6392774c,"That is why we are so weak to fight Satire. ""What about worship if you have to worship your egg shell?"" Dave asked.","Egg shell worship This is why we are so weak to fight Satire, but Dave asks about it.",en
948d5bd74d,This company is prepared to satisfy the needs of the eternal business.,The company is at the forefront of research.,sw
775f6998e8,Your support for the museum's annual operational campaign draws important works from the collection and special exhibits of the entire community.,Donating money for the campaign helps the museum a lot.,es
d78204e22e,The existence of the Bronze Age (around 3200 BC) and the spread of the empires ruled by the emperors are signs of the emergence of royal tombs and bronze objects in places like Troy west and Allah. ?? Yes? k near invoices,Troy's tombs are filled with treasures of copper and silver.,en
8e1455ee8d,We need your help with another new feature coming next week.,We can work with new facilities on our own.,en
84993e7e20,Because these boxes will remain in the package for a long time after all other gifts are opened.,These boxes will open earlier than others.,ar
297a90c342,The SSA is also seeking legal recourse from additional sources to meet the current surcharge.,The SSA wants the officials to compensate for the overpayments.,en
40445c38f0,"Modern theories of recreation, medicine and hygiene have solved many of the problems that plague our immune system in the past.",Humans are the only living things without an immune system.,zh-cn
034913efa8,"Yes, I have two sons, twelve and sixteen",I also have a daughter who is younger than two boys.,de
cc0182912a,"Rababa, who lives in Connecticut, New York and New Jersey, told investigators that he suggested that Hazi and Hanjour come to Peterson, New Jersey, where there is an Arabic-speaking group.",New Jersey was chosen because the Connecticut community was very expensive.,fr
e2291f2bd5,"For a California legal services lawyer, it is very difficult to know if a client working for an immigration agency in Arizona has crossed the Mexican border for some time.",A California lawyer can get all the information you need about your clients.,tr
da7a5170f8,The magazine publishes only one reader letter each week with the editor rank below every time.,"Only one letter is published each week by the reader, and one is sent.",en
c1a028afd4,"Consider the role of laws and treaties. Legal restrictions and conditions allow economic activities to pass through specific, integrated channels.",The law has a purpose.,vi
924e66e9d7,It was supposed to be correct,It is always possible.,en
06d518d463,"China will never be able to overcome the blizzard sent by Washington in response to a nuclear attack, although it will not compromise on the defense provided by a handful of American missile warheads.",China probably will not fire the United States because it does not have that number.,en
ad88f4993d,"I'm not passionate, you know. She stopped.","He said: ""She is always very emotional.""",en
3dfe9df028,. Interview students who cannot be accessed through schools and other social institutions.,All students are in contact with the school.,es
5b8e581b06,"According to Khalid Muhammad and Khalid, Abu al-Bara has never applied for a visa in the United States.",Abu al-Barah hauitaji visa.,el
0c310c6ae8,Turkish or chicken,Are you making turkey or chicken on a barbecue?,en
