region,variety,name
"Sauternes, Bordeaux, France",Collectible,Chateau Guiraud Sauternes (375ML half-bottle) 2004
"Sauternes, Bordeaux, France",Collectible,Chateau Guiraud Sauternes (375ML half-bottle) 2007
"Sauternes, Bordeaux, France",,Chateau Guiraud Sauternes (375ML half-bottle) 2009
"Sauternes, Bordeaux, France",Green Wine,Chateau Guiraud Sauternes (375ML half-bottle) 2010
"Sauternes, Bordeaux, France",Green Wine,Chateau Guiraud Sauternes (375ML half-bottle) 2011
"Sauternes, Bordeaux, France",Green Wine,Chateau Guiraud Sauternes (375ML half-bottle) 2013
"Sauternes, Bordeaux, France",Green Wine,Chateau Guiraud Sauternes (Futures Pre-Sale) 2019
"Graves, Bordeaux, France",Red Wine,Chateau Haura 2015
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Bages Averous Pauillac 2000
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Bages Liberal 2005
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Bages Liberal 2011
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Bages Liberal 2014
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Bages Liberal 2015
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Bages Liberal (Futures Pre-Sale) 2019
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (1.5 Liter Futures Pre-Sale) 2018
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (1.5 Liter Futures Pre-Sale) 2019
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (1.5 Liter Magnum) 2012
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (1.5 Liter Magnum) 2014
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (1.5 Liter Magnum) 2016
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly 2005
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly 2008
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly 2009
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly 2012
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly 2014
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly 2015
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (Futures Pre-Sale) 2018
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly (Futures Pre-Sale) 2019
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly II 2018
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly II (Futures Pre-Sale) 2019
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bailly La Parde de Haut-Bailly 2015
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Batailley 2006
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Batailley (Futures Pre-Sale) 2018
"Pauillac, Bordeaux, France",Red Wine,Chateau Haut-Batailley (Futures Pre-Sale) 2019
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour 2010
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour 2011
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour 2014
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour 2015
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour 2017
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour Saint-Estephe 2003
"St. Estephe, Bordeaux, France",Red Wine,Chateau Haut-Beausejour Saint-Estephe 2005
"Haut Medoc, Bordeaux, France",Red Wine,Chateau Haut-Bellevue 2010
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bergey (1.5 Liter Magnum) 2005
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bergey 2000
"Pessac-Leognan, Bordeaux, France",Red Wine,Chateau Haut-Bergey 2005
