director_name,genres,comb
Drake Doremus,Drama Romance,Jennifer Lawrence Charlie Bewley Finola Hughes Drake Doremus Drama Romance
Al Franklin,Horror,Marshal Hilton Steffinnie Phrommany Clint Jung Al Franklin Horror
Allison Anders,Comedy Music,Ally Sheedy Rosanna Arquette John Doe Allison Anders Comedy Music
Michael Kang,Comedy Drama,Samantha Futerman Clint Jordan Jackie Nova Michael Kang Comedy Drama
Paul Schrader,Drama Thriller,Nolan Gerard Funk Gus Van Sant James Deen Paul Schrader Drama Thriller
unknown,Crime Drama,Shirley Henderson James Norton Sarah Lancashire unknown Crime Drama
Lori Silverbush,Drama,Judy Marte Flaco Navaja Dominic Colón Lori Silverbush Drama
Jeff Nichols,Drama Thriller,Michael Abbott Jr. Natalie Canerday Travis Smith Jeff Nichols Drama Thriller
Stuart Hazeldine,Mystery Thriller,Colin Salmon Luke Mably Pollyanna McIntosh Stuart Hazeldine Mystery Thriller
Hilary Brougher,Sci-Fi,James Urbaniak Samantha Buck Terumi Matthews Hilary Brougher Sci-Fi
Rachel Goldenberg,Drama Musical,Dustin Fitzsimons Mark Hengst Debra Lynn Hull Rachel Goldenberg Drama Musical
Corbin Bernsen,Drama,Corbin Bernsen Lorne Cardinal Kirsten Collins Corbin Bernsen Drama
Jamin Winans,Action Drama Fantasy Sci-Fi,Eme Ikwuakor Marty Lindsey Jessica Duffy Jamin Winans Action Drama Fantasy Sci-Fi
Tom Seidman,Drama Family,Florence Henderson Derek Brandon Charles Irving Beale Tom Seidman Drama Family
Jason Naumann,Comedy Short,Victoria Jackson Kate Flannery Tim Bagley Jason Naumann Comedy Short
Matt Cimber,Crime Drama,Stacy Keach June Lockhart Stuart Whitman Matt Cimber Crime Drama
Sam Martin,Documentary,Sam Adams Steve Duin Jeff Jacob Sam Martin Documentary
Andrew Hyatt,Horror Thriller,Noah Segan Brit Morgan Sedona James Andrew Hyatt Horror Thriller
Dan Curtis,Fantasy Romance,Jennifer Jason Leigh Campbell Scott Estelle Parsons Dan Curtis Fantasy Romance
Joel Paul Reisig,Family,Joshua Ray Bell Dana Blackstone Annelyse Ahmad Joel Paul Reisig Family
Kristin Rizzo,Documentary,Esai Morales Robert Davi Elaine Hendrix Kristin Rizzo Documentary
King Vidor,Drama Romance War,John Gilbert Renée Adorée Claire Adams King Vidor Drama Romance War
Ward Roberts,Comedy,Sid Haig Jacob Zachar Travis Betz Ward Roberts Comedy
Zoran Lisinac,Comedy Music Romance,Matthew Emerick Brock Baker Sheldon Bailey Zoran Lisinac Comedy Music Romance
Nicolas Winding Refn,Action Biography Crime Drama,Tom Hardy James Lance Matt King Nicolas Winding Refn Action Biography Crime Drama
James O'Brien,Adventure Drama Fantasy Thriller Western,Mark Fantasia Vivian Lamolli Greg Jackson James O'Brien Adventure Drama Fantasy Thriller Western
Tom Putnam,Documentary,Brendan Doogie Milewski Donald Austin Craig Dougherty Tom Putnam Documentary
Jon Shear,Drama,Dan Futterman Josh Hamilton Matt Keeslar Jon Shear Drama
Al Silliman Jr.,Comedy Drama,Christina Hart Nancy Ison William Condos Al Silliman Jr. Comedy Drama
Eugène Lourié,Adventure Horror Sci-Fi,Kenneth Tobey Cecil Kellaway Ross Elliott Eugène Lourié Adventure Horror Sci-Fi
Richard Fleischer,Adventure Drama Family Fantasy Sci-Fi,James Mason Robert J. Wilke Paul Lukas Richard Fleischer Adventure Drama Family Fantasy Sci-Fi
George Miller,Action Adventure Sci-Fi Thriller,Hugh Keays-Byrne Steve Bisley Joanne Samuel George Miller Action Adventure Sci-Fi Thriller
Doug Liman,Comedy Drama,Jon Favreau Alex Désert Blake Lindsley Doug Liman Comedy Drama
Sergio Leone,Action Drama Western,Clint Eastwood Gian Maria Volontè Aldo Sambrell Sergio Leone Action Drama Western
Lowell Sherman,Comedy Drama History Musical Romance,Mae West Gilbert Roland Louise Beavers Lowell Sherman Comedy Drama History Musical Romance
Maurizio Benazzo,Documentary,The Dalai Lama Jasper Johal Swami Krishnanad Maurizio Benazzo Documentary
David G. Evans,Drama,Michael Joiner Chris Thomas Michael Higgenbottom David G. Evans Drama
Ava DuVernay,Drama,Omari Hardwick David Oyelowo Lorraine Toussaint Ava DuVernay Drama
Tom Tykwer,Comedy Drama Romance,Devid Striesow Sebastian Schipper Sophie Rois Tom Tykwer Comedy Drama Romance
Sherman Alexie,Drama Music,William Joseph Elk III Leo Rossi Cynthia Geary Sherman Alexie Drama Music
Justin Dillon,Documentary History Music,Matisyahu Natasha Bedingfield Madeleine Albright Justin Dillon Documentary History Music
Steven Soderbergh,Crime Drama Thriller,Channing Tatum David Costabile Katie Lowes Steven Soderbergh Crime Drama Thriller
Stevan Mena,Crime Horror Mystery Thriller,R. Brandon Johnson Stevan Mena Richard Glover Stevan Mena Crime Horror Mystery Thriller
Adam Rifkin,Comedy Drama,Marri Savinar Adam Rifkin Bethany Blakey Adam Rifkin Comedy Drama
Eric Valette,Horror Sci-Fi Thriller,Melanie Papalia Ryan Kennedy John Reardon Eric Valette Horror Sci-Fi Thriller
Jay Duplass,Comedy Drama Horror Romance,Greta Gerwig Jennifer Lafleur Elise Muller Jay Duplass Comedy Drama Horror Romance
Livingston Oden,Comedy Horror Mystery Thriller,Susan Chambers Victoria Lachelle Ali Daniels Livingston Oden Comedy Horror Mystery Thriller
Chris Marker,Documentary,Marina Vlady Bertrand Cantat Léon Schwartzenberg Chris Marker Documentary
Carl Theodor Dreyer,Drama Fantasy,Hanne Aagesen Sylvia Eckhausen Ejner Federspiel Carl Theodor Dreyer Drama Fantasy
Marianna Palka,Comedy Drama Romance,Bryce Dallas Howard Martin Starr Jason Ritter Marianna Palka Comedy Drama Romance
Richard Schenkman,Drama Romance Sci-Fi,William Katt John Billingsley David Lee Smith Richard Schenkman Drama Romance Sci-Fi
Ricki Stern,Crime Documentary,Darryl Hunt Evelyn Jefferson John Reeves Ricki Stern Crime Documentary
Nadia Tass,Drama Family,Mia Farrow Jordan Bridges Bruce Gooch Nadia Tass Drama Family
James Kerwin,Drama Music Mystery Romance Sci-Fi,John Newton Chase Masterson H.M. Wynant James Kerwin Drama Music Mystery Romance Sci-Fi
C. Fraser Press,Comedy Drama Music,Elaine Bromka Robert Turano Matthew Gumley C. Fraser Press Comedy Drama Music
Rania Attieh,Drama Sci-Fi Thriller,Paul Hickert Robin Bartlett Rebecca Dayan Rania Attieh Drama Sci-Fi Thriller
Sharon Greytak,Drama,Sally Kirkland Alex Emanuel Elaine Bromka Sharon Greytak Drama
Majid Majidi,Drama Family,Bahare Seddiqi Amir Farrokh Hashemian Mohammad Amir Naji Majid Majidi Drama Family
Andrew Haigh,Drama Romance,Tom Cullen Chris New Vauxhall Jermaine Andrew Haigh Drama Romance
Spike Lee,Comedy Romance,S. Epatha Merkerson Joie Lee Tracy Camilla Johns Spike Lee Comedy Romance
Cary Bell,Documentary,Abigail Evans Stacie Evans Emily Gorell Cary Bell Documentary
Nicolae Constantin Tanase,Drama,Iulia Ciochina Ana Maria Guran Ana Vatamanu Nicolae Constantin Tanase Drama
Mike Cahill,Drama Romance Sci-Fi,Robin Lord Taylor William Mapother Flint Beverage Mike Cahill Drama Romance Sci-Fi
Jason Stone,Thriller,Topher Grace Ellen Burstyn Christopher Heyerdahl Jason Stone Thriller
Melvin Van Peebles,Crime Drama Thriller,John Amos Mario Van Peebles Melvin Van Peebles Melvin Van Peebles Crime Drama Thriller
Ken Roht,Drama,Charla Cochran Joe Lev Sienna Beckman Ken Roht Drama
Gary Winick,Comedy Drama Romance,Bebe Neuwirth Aaron Stanford Ron Rifkin Gary Winick Comedy Drama Romance
John Carney,Drama Music Romance,Glen Hansard Markéta Irglová Darren Healy John Carney Drama Music Romance
Robinson Devor,Comedy,Marilyn Rising Eugene Roche Max Kerstein Robinson Devor Comedy
Michel Orion Scott,Documentary,Temple Grandin Rowan Isaacson Simon Baron-Cohen Michel Orion Scott Documentary
Pat Holden,Horror,Alan Brent Martin Compston Kate Ashfield Pat Holden Horror
Eric Bugbee,Action Drama Sport,Joel Moody Bill Allen Lia Tucker Eric Bugbee Action Drama Sport
Tobe Hooper,Horror Thriller,Gunnar Hansen Edwin Neal Marilyn Burns Tobe Hooper Horror Thriller
Bill Melendez,Animation Comedy Family,Peter Robbins Bill Melendez Christopher Shea Bill Melendez Animation Comedy Family
Dena Seidel,Adventure Documentary,Naderev Sano Hugh Ducklow Mike Brett Dena Seidel Adventure Documentary
Deborah Anderson,Documentary,Lisa Ann Jesse Jane Kayden Kross Deborah Anderson Documentary
Sara Newens,Documentary,Ariel Hsing Xinhua Jiang Michael Landers Sara Newens Documentary
Michael Moore,Documentary,Michael Moore Pat Boone Bob Eubanks Michael Moore Documentary
Paul Schrader,Fantasy Horror Thriller,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller
Sai Varadan,Drama,J.D. Williams Hassan Johnson Samantha Esteban Sai Varadan Drama
Zal Batmanglij,Drama Mystery Sci-Fi Thriller,Christopher Denham James Urbaniak Constance Wu Zal Batmanglij Drama Mystery Sci-Fi Thriller
Amal Al-Agroobi,Documentary Family,unknown unknown unknown Amal Al-Agroobi Documentary Family
Andrew Berends,Documentary War,unknown unknown unknown Andrew Berends Documentary War
Lynn Shelton,Comedy Drama,Mark Duplass Mike Birbiglia Mel Eslyn Lynn Shelton Comedy Drama
Valentine,Romance,Diane Sorrentino Valentine unknown Valentine Romance
David Hewlett,Comedy,Christopher Judge David Hewlett Paul McGillion David Hewlett Comedy
George A. Romero,Drama Horror Mystery,Judith O'Dea Duane Jones S. William Hinzman George A. Romero Drama Horror Mystery
Jean-Luc Godard,Drama,Philippe Leroy Macha Méril Rita Maiden Jean-Luc Godard Drama
Nate Parker,Biography Drama,Jason Stuart Nate Parker Aunjanue Ellis Nate Parker Biography Drama
Nathan Smith Jones,Comedy,Richard Moll Frank Gerrish Christopher Robin Miller Nathan Smith Jones Comedy
Alex Kendrick,Drama Sport,Alex Kendrick Erin Bethea Shannen Fields Alex Kendrick Drama Sport
Travis Cluff,Horror Thriller,Pfeifer Brown Cassidy Gifford Reese Mishler Travis Cluff Horror Thriller
David Lynch,Fantasy Horror Sci-Fi,Hal Landon Jr. Jack Nance Charlotte Stewart David Lynch Fantasy Horror Sci-Fi
Harry F. Millarde,Crime Drama,Stephen Carr Johnnie Walker Mary Carr Harry F. Millarde Crime Drama
Robert Townsend,Comedy,Robert Townsend Keenen Ivory Wayans Helen Martin Robert Townsend Comedy
Peter Chelsom,Comedy Drama,Kieran Culkin Elden Henson Gena Rowlands Peter Chelsom Comedy Drama
Jamaa Fanaka,Crime Drama Sport,Leon Isaac Kennedy Chuck Mitchell Wilbur 'Hi-Fi' White Jamaa Fanaka Crime Drama Sport
Larry Blamire,Comedy Horror Sci-Fi,Fay Masterson Brian Howe Larry Blamire Larry Blamire Comedy Horror Sci-Fi
Stephen Langford,Family,Kevin P. Farley Gabriela Castillo Brandon Middleton Stephen Langford Family
E.L. Katz,Comedy Crime Drama Horror Thriller,Brighton Sharbino Ethan Embry Elissa Dowling E.L. Katz Comedy Crime Drama Horror Thriller
Lisanne Pajot,Documentary,Jonathan Blow Edmund McMillen Phil Fish Lisanne Pajot Documentary
Dan Reed,Thriller,Danny Dyer Adam Rayner Ralph Brown Dan Reed Thriller
John Reinhardt,Crime Drama,Sheldon Leonard John Ireland Arthur O'Connell John Reinhardt Crime Drama
Patrick Ryan Sims,Action Drama Sci-Fi Thriller,Claire Gordon-Harper Hugh Mun Johnathan Hurley Patrick Ryan Sims Action Drama Sci-Fi Thriller
Laslo Benedek,Crime Horror Thriller,Liv Ullmann Trevor Howard Andrew Keir Laslo Benedek Crime Horror Thriller
Jason Miller,Biography Documentary Music,Jon Brion Dottie Alexander David Barnes Jason Miller Biography Documentary Music
Dennis Iliadis,Crime Horror Thriller,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis Crime Horror Thriller
Sut Jhally,Documentary,Noam Chomsky Seth Ackerman Arik Ascherman Sut Jhally Documentary
Darren Aronofsky,Drama Mystery Thriller,Mark Margolis Clint Mansell Stanley B. Herman Darren Aronofsky Drama Mystery Thriller
Julie Davis,Comedy Romance,Jack McGee Meredith Scott Lynn Tim DeZarn Julie Davis Comedy Romance
Myles Berkowitz,Biography Comedy Romance,Tia Carrere Tom Ardavany Robert McKee Myles Berkowitz Biography Comedy Romance
Brett Piper,Action Sci-Fi Thriller,Michelle Simone Miller Steve Diasparra A.J. DeLucia Brett Piper Action Sci-Fi Thriller
Morgan Spurlock,Comedy Documentary Drama,Chemeeka Walker Amanda Kearsan Amelia Giancarlo Morgan Spurlock Comedy Documentary Drama
Brandon Trost,Comedy,Clifton Collins Jr. Sean Whalen James DeBello Brandon Trost Comedy
Joe Swanberg,Comedy Drama,Anna Kendrick Lena Dunham Mark Webber Joe Swanberg Comedy Drama
Joseph Green,Horror Sci-Fi,Virginia Leith Jason Evers Bruce Kerr Joseph Green Horror Sci-Fi
Wade Gasque,Drama,Ty Parker Vincent Duvall Loanne Bishop Wade Gasque Drama
Daniel Schechter,Comedy,Lena Dunham Kevin Corrigan Alex Karpovsky Daniel Schechter Comedy
Mike Flanagan,Drama Horror Mystery,Justin Gordon Courtney Bell Erin Cipolletti Mike Flanagan Drama Horror Mystery
Edward Burns,Comedy Drama Romance,Shari Albert Michael McGlone Maxine Bahns Edward Burns Comedy Drama Romance
Matt Johnson,Crime Drama Thriller,Paul Daniel Ayotte Shailene Garnett Matt Johnson Matt Johnson Crime Drama Thriller
Bruno Barreto,Comedy Drama Romance,Marcello Mastroianni Sonia Braga Joffre Soares Bruno Barreto Comedy Drama Romance
Lena Dunham,Comedy Drama Romance,Lena Dunham Merritt Wever Jemima Kirke Lena Dunham Comedy Drama Romance
Terron R. Parsons,Crime Drama Horror,Richard Tyson Jeremy Sande Corlandos Scott Terron R. Parsons Crime Drama Horror
Daniel Mellitz,Comedy Drama,Corbin Bernsen Chelse Swain Amanda MacDonald Daniel Mellitz Comedy Drama
Jem Cohen,Documentary,unknown unknown unknown Jem Cohen Documentary
Andrew Leman,Fantasy Horror Mystery Thriller,Dan Novy David Mersault Barry Lynch Andrew Leman Fantasy Horror Mystery Thriller
Dave Carroll,Documentary,Chris 'Wonder' Schoeck unknown unknown Dave Carroll Documentary
William Eubank,Sci-Fi Thriller,Lin Shaye Olivia Cooke Beau Knapp William Eubank Sci-Fi Thriller
Patrick Meaney,Biography Documentary,Taliesin Jaffe Greg Aronowitz Jeff Dowd Patrick Meaney Biography Documentary
Chad Hartigan,Drama,Jan Haley Paul Eenhoorn Demetrius Grosse Chad Hartigan Drama
Malcolm Goodwin,Comedy,Katrina Bowden Jon Gries Kelen Coleman Malcolm Goodwin Comedy
David Gordon Green,Drama,Paul Schneider Eddie Rouse Damian Jewan Lee David Gordon Green Drama
Kevin Jordan,Comedy Romance,Derick Martini Christa Miller Ion Overman Kevin Jordan Comedy Romance
Kirk Loudon,Drama Sci-Fi Thriller,Barry Corbin Johnny Walter Shiree Nelson Kirk Loudon Drama Sci-Fi Thriller
Travis Legge,Horror,Elissa Dowling Patricia Raven Lindsay Felton Travis Legge Horror
Martin Scorsese,Documentary Music,Ringo Starr Levon Helm Bob Dylan Martin Scorsese Documentary Music
Collin Joseph Neal,Horror Thriller,Julianne Gabert Thomas Brophy Ronee Collins Collin Joseph Neal Horror Thriller
Bradley Rust Gray,Drama,Zoe Kazan Mark Rendall Jordan Scovel Bradley Rust Gray Drama
Mike Bruce,Western,Joseph Campanella Kirpatrick Thomas Christian Anderson Mike Bruce Western
Andrew Bujalski,Comedy,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy
Damir Catic,Horror,Nichole Ceballos Ron Gelner Parker Riggs Damir Catic Horror
Ben Wheatley,Comedy Crime Drama,Michael Smiley Tony Way David Schaal Ben Wheatley Comedy Crime Drama
Kevin Smith,Comedy,Jason Mewes Brian O'Halloran Jeff Anderson Kevin Smith Comedy
James Bidgood,Drama Fantasy,Don Brooks Bobby Kendall unknown James Bidgood Drama Fantasy
Andrew Bujalski,Comedy Drama,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy Drama
Neil LaBute,Comedy Drama,Stacy Edwards Matt Malloy Jason Dixie Neil LaBute Comedy Drama
David Ayer,Action Crime Drama Thriller,Mireille Enos Martin Donovan Maurice Compte David Ayer Action Crime Drama Thriller
Eric Eason,Drama Family,Franky G Panchito Gómez Casper Martinez Eric Eason Drama Family
Uwe Boll,Action Crime Thriller,Matt Frewer Katharine Isabelle Michael Paré Uwe Boll Action Crime Thriller
Richard Linklater,Comedy Drama,Tommy Pallotta Richard Linklater Jean Caffeine Richard Linklater Comedy Drama
Joseph Mazzella,Crime Drama Thriller,Tjasa Ferme Mikaal Bates Damon Owlia Joseph Mazzella Crime Drama Thriller
Travis Legge,Comedy Romance,Kristen Seavey Suzi Lorraine Travis Legge Travis Legge Comedy Romance
Alex Kendrick,Drama,Shannen Fields Lisa Arnold Janet Lee Dapper Alex Kendrick Drama
Marcus Nispel,Horror Mystery Thriller,Ashley Tramonte Brittany Curran Lindsay MacDonald Marcus Nispel Horror Mystery Thriller
Brandon Landers,Drama Horror Thriller,Robbie Barnes Alana Kaniewski Brandon Landers Brandon Landers Drama Horror Thriller
Jay Duplass,Comedy Drama Romance,Mark Duplass Katie Aselton Bari Hyman Jay Duplass Comedy Drama Romance
Jim Chuchu,Drama,Paul Ogola Olwenya Maina Mugambi Nthiga Jim Chuchu Drama
Daryl Wein,Romance,Zoe Lister-Jones Heather Burns Ebon Moss-Bachrach Daryl Wein Romance
Jason Trost,Sci-Fi Thriller,Sean Whalen Jason Trost Nick Principe Jason Trost Sci-Fi Thriller
John Waters,Comedy Crime Horror,Divine Mink Stole Edith Massey John Waters Comedy Crime Horror
Olivier Assayas,Drama Music Romance,Maggie Cheung Béatrice Dalle Don McKellar Olivier Assayas Drama Music Romance
Ivan Kavanagh,Horror,Patrick O'Donnell Michael Parle Emma Eliza Regan Ivan Kavanagh Horror
Kiyoshi Kurosawa,Crime Horror Mystery Thriller,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa Crime Horror Mystery Thriller
Tadeo Garcia,Drama,Tatiana Suarez-Pico Michael Cortez Eric Ambriz Tadeo Garcia Drama
Thomas L. Phillips,Comedy Horror Thriller,Julianna Pitt Joe Coffey John Lucas Thomas L. Phillips Comedy Horror Thriller
Ash Baron-Cohen,Crime Drama,Peter Greene Stanley B. Herman James Noble Ash Baron-Cohen Crime Drama
Shane Carruth,Drama Sci-Fi Thriller,Shane Carruth David Sullivan Casey Gooden Shane Carruth Drama Sci-Fi Thriller
Neill Dela Llana,Thriller,Ian Gamazon Edgar Tancangco Quynn Ton Neill Dela Llana Thriller
Robert Rodriguez,Action Crime Drama Romance Thriller,Carlos Gallardo Peter Marquardt Consuelo Gómez Robert Rodriguez Action Crime Drama Romance Thriller
Anthony Vallone,Crime Drama,Richard Jewell John Considine Sara Stepnicka Anthony Vallone Crime Drama
Edward Burns,Comedy Drama,Kerry Bishé Caitlin FitzGerald Daniella Pineda Edward Burns Comedy Drama
Scott Smith,Comedy Drama,Eric Mabius Daphne Zuniga Crystal Lowe Scott Smith Comedy Drama
unknown,Crime Drama Mystery Thriller,Natalie Zea Valorie Curry Sam Underwood unknown Crime Drama Mystery Thriller
Benjamin Roberds,Drama Horror Thriller,Eva Boehnke Maxwell Moody David Chandler Benjamin Roberds Drama Horror Thriller
Daniel Hsia,Comedy Drama Romance,Alan Ruck Daniel Henney Eliza Coupe Daniel Hsia Comedy Drama Romance
Jon Gunn,Documentary,John August Brian Herzlinger Jon Gunn Jon Gunn Documentary
Joachim Rønning Espen Sandberg,Adventure Action Fantasy Comedy,Johnny Depp Javier Bardem Geoffrey Rush Joachim Rønning Espen Sandberg Adventure Action Fantasy Comedy
Zack Snyder,Action Adventure Fantasy Sci-Fi,Ben Affleck Henry Cavill Gal Gadot Zack Snyder Action Adventure Fantasy Sci-Fi
Taika Waititi,Action Adventure Fantasy Sci-Fi,Chris Hemsworth Tom Hiddleston Cate Blanchett Taika Waititi Action Adventure Fantasy Sci-Fi
James Gunn,Action Adventure Comedy Sci-Fi,Chris Pratt Zoe Saldana Dave Bautista James Gunn Action Adventure Comedy Sci-Fi
Sean McNamara,Fantasy Action Adventure,Pierce Brosnan William Hurt Benjamin Walker Sean McNamara Fantasy Action Adventure
Adam Spinks,Thriller Adventure,Ben Loyd-Holmes Sarah Mac Neil Newbon Adam Spinks Thriller Adventure
Rucha Humnabadkar,Drama Comedy,Ali Fazal Melanie Chandra Omi Vaidya Rucha Humnabadkar Drama Comedy
Sarik Andreasyan,Action Fantasy Sci-Fi,Anton Pampushnyy Sanzhar Madiyev Sebastien Sisak Sarik Andreasyan Action Fantasy Sci-Fi
Peter Hutchings,Comedy,Victoria Justice Eden Sher Ashley Rickards Peter Hutchings Comedy
Patty Jenkins,Action Adventure Fantasy,Gal Gadot Chris Pine Robin Wright Patty Jenkins Action Adventure Fantasy
Kevin Munroe,Animation Adventure Comedy Action Family,Chris Murphy Ian James Corlett Matt Olsen Kevin Munroe Animation Adventure Comedy Action Family
James Ponsoldt,Drama Thriller Sci-Fi,Emma Watson Tom Hanks John Boyega James Ponsoldt Drama Thriller Sci-Fi
Trish Sie,Comedy,Anna Kendrick Rebel Wilson Brittany Snow Trish Sie Comedy
Sean Byrne,Horror,Ethan Embry Shiri Appleby Kiara Glasco Sean Byrne Horror
Roberto Doveris,Drama,Violeta Castillo Ingrid Isensee Mauricio Vaca Roberto Doveris Drama
Lloyd Kaufman,Comedy Horror,Asta Paredes Catherine Corcoran Zac Amino Lloyd Kaufman Comedy Horror
David Jackson,TV Movie Thriller,Amanda Leighton Samantha Boscarino Hannah Kasulka David Jackson TV Movie Thriller
Demetri Martin,Comedy,Demetri Martin Gillian Jacobs Christine Woods Demetri Martin Comedy
Alexandre Bustillo Julien Maury,Horror,Stephen Dorff Lili Taylor Sam Strike Alexandre Bustillo Julien Maury Horror
Johannes Roberts,Drama Thriller Horror Adventure,Claire Holt Mandy Moore Chris Johnson Johannes Roberts Drama Thriller Horror Adventure
Gabe Klinger,Romance Drama,Lucie Lucas Anton Yelchin Paulo Calatré Gabe Klinger Romance Drama
Aaron Leong,Comedy Drama Family Fantasy Romance Sci-Fi,Sean O'Donnell Alexandria DeBerry Gary Busey Aaron Leong Comedy Drama Family Fantasy Romance Sci-Fi
Terry George,History Romance Drama,Oscar Isaac Charlotte Le Bon Christian Bale Terry George History Romance Drama
Benny Boom,Drama Music,Demetrius Shipp Jr. Danai Gurira Kat Graham Benny Boom Drama Music
Nacho Vigalondo,Action Comedy Drama Fantasy Sci-Fi,Anne Hathaway Jason Sudeikis Tim Blake Nelson Nacho Vigalondo Action Comedy Drama Fantasy Sci-Fi
Derrick Borte,Drama Music,Jonathan Rhys Meyers Daniel Huttlestone Dougray Scott Derrick Borte Drama Music
Martin Koolhoven,Mystery Thriller Western,Guy Pearce Dakota Fanning Carice van Houten Martin Koolhoven Mystery Thriller Western
Alex Helfrecht Jörg Tittel,Drama Sci-Fi,Agyness Deyn Jonathan Pryce Fiona Shaw Alex Helfrecht Jörg Tittel Drama Sci-Fi
Laura Poitras,Documentary,Julian Assange Sarah Harrison Jacob Appelbaum Laura Poitras Documentary
Eddie O'Keefe,Romance Drama Crime,Emily Browning Luke Grimes Ron Livingston Eddie O'Keefe Romance Drama Crime
Ralitza Petrova,Drama,Irena Ivanova Ivan Nalbantov Ventzislav Konstantinov Ralitza Petrova Drama
Peter Chelsom,Romance Adventure Sci-Fi Drama,Asa Butterfield Britt Robertson Carla Gugino Peter Chelsom Romance Adventure Sci-Fi Drama
Raoul Peck,Documentary,Samuel L. Jackson James Baldwin Malcolm X Raoul Peck Documentary
Lasse Hallström,Comedy Drama Family Fantasy,Dennis Quaid Britt Robertson Josh Gad Lasse Hallström Comedy Drama Family Fantasy
Julian Rosefeldt,Drama,Cate Blanchett Erika Bauer Ruby Bustamante Julian Rosefeldt Drama
Jeff Baena,Comedy,Alison Brie Dave Franco Aubrey Plaza Jeff Baena Comedy
Richie Keen,Comedy,Charlie Day Ice Cube Tracy Morgan Richie Keen Comedy
Baran bo Odar,Action Crime Thriller,Jamie Foxx Michelle Monaghan Dermot Mulroney Baran bo Odar Action Crime Thriller
Gore Verbinski,Mystery Thriller Horror Sci-Fi,Dane DeHaan Jason Isaacs Mia Goth Gore Verbinski Mystery Thriller Horror Sci-Fi
Charlotte Sieling,Drama Comedy,Jakob Oftebro Ane Dahl Torp Søren Malling Charlotte Sieling Drama Comedy
D.J. Caruso,Action Adventure Crime,Vin Diesel Ice Cube Samuel L. Jackson D.J. Caruso Action Adventure Crime
Stacy Title,Horror Thriller,Douglas Smith Lucien Laviscount Cressida Bonas Stacy Title Horror Thriller
Alice Lowe,Horror Comedy Drama Thriller Fantasy,Alice Lowe Jo Hartley Kate Dickie Alice Lowe Horror Comedy Drama Thriller Fantasy
Chris McKay,Action Animation Comedy Family Fantasy,Will Arnett Zach Galifianakis Michael Cera Chris McKay Action Animation Comedy Family Fantasy
Stephan Streker,Drama,Lina El Arabi Sébastien Houbani Babak Karimi Stephan Streker Drama
Stanley Tong,Mystery Action Adventure Comedy,Jackie Chan Disha Patani Sonu Sood Stanley Tong Mystery Action Adventure Comedy
Vishal Bhardwaj,War History Drama Romance,Saif Ali Khan Shahid Kapoor Kangana Ranaut Vishal Bhardwaj War History Drama Romance
G.J. Echternkamp,Action Comedy Sci-Fi,Manu Bennett Malcolm McDowell Marci Miller G.J. Echternkamp Action Comedy Sci-Fi
Adam Smith,Action Drama Crime Thriller,Michael Fassbender Brendan Gleeson Lyndsey Marshal Adam Smith Action Drama Crime Thriller
Lisa Robinson Annie J. Howell,Drama,Betsy Brandt Chris Beetem Zev Haworth Lisa Robinson Annie J. Howell Drama
Emily Hagins,Family Crime,Alex Saxon Alexis G. Zall Sasha Pieterse Emily Hagins Family Crime
F. Javier Gutiérrez,Horror,Matilda Anna Ingrid Lutz Alex Roe Johnny Galecki F. Javier Gutiérrez Horror
Alistair Legrand,Thriller,Vinessa Shaw Kevin Rahm Aaron Stanford Alistair Legrand Thriller
Bruno Garotti,Comedy,Michel Joelsas Alessandra Negrini Marcello Airoldi Bruno Garotti Comedy
Aram Rappaport,Crime Thriller,Frank Grillo Minnie Driver AnnaSophia Robb Aram Rappaport Crime Thriller
Tatsuya Oishi Akiyuki Shinbo,Animation Fantasy Mystery,Hiroshi Kamiya Yui Horie Maaya Sakamoto Tatsuya Oishi Akiyuki Shinbo Animation Fantasy Mystery
Chad Stahelski,Thriller Action Crime,Keanu Reeves Common Laurence Fishburne Chad Stahelski Thriller Action Crime
Jordan Peele,Mystery Thriller Horror,Daniel Kaluuya Allison Williams Bradley Whitford Jordan Peele Mystery Thriller Horror
James Mangold,Action Drama Sci-Fi,Hugh Jackman Patrick Stewart Dafne Keen James Mangold Action Drama Sci-Fi
Jordan Vogt-Roberts,Action Adventure Fantasy,Tom Hiddleston Samuel L. Jackson Brie Larson Jordan Vogt-Roberts Action Adventure Fantasy
Pete Travis,Crime Drama Thriller,Riz Ahmed Billie Piper James Floyd Pete Travis Crime Drama Thriller
Danny Boyle,Crime Drama,Ewan McGregor Jonny Lee Miller Ewen Bremner Danny Boyle Crime Drama
Shane Abbess,Sci-Fi,Kellan Lutz Daniel MacPherson Isabel Lucas Shane Abbess Sci-Fi
Ry Russo-Young,Mystery Drama Thriller,Zoey Deutch Halston Sage Logan Miller Ry Russo-Young Mystery Drama Thriller
Michael Showalter,Comedy Drama Romance,Kumail Nanjiani Zoe Kazan Holly Hunter Michael Showalter Comedy Drama Romance
