Drug,Review,Rating,Condition,Year
Metoprolol Tetrate,"I have had high blood pressure since I was 15. I was switched to this medication because I had some thyroid issues, it has worked wonderfully. No side effects for me, except much lower blood pressure!",4.7,Other,2009
Metoprolol Tetrate,never been on meds.  went to doctor after a bout with severe chest pains and shortness of breath. bp was 210 over 120 (I wasn't feeling bad by that point) after 1st dose went down to 190 over 166. day three 156 over 116. no real side effects ( a little shaky though),5.0,High Blood Pressure,2009
Metoprolol Tetrate,so far its been wounderfull but my only deal is what happends when you forget that you took one and then you took another?,5.0,High Blood Pressure,2009
Metoprolol Tetrate,"Im a 50 yr old female. Healthy, active & physically fit.  In 3 mos. time on the medication I've noticed energy level drop, hair loss and most important a WEIGHT GAIN of 10 pounds! This side effect alone is not acceptable!",3.3,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,The only side effects I have experienced are weight gain and tiredness.,4.7,Heart Attack,2009
Metoprolol Tetrate,weight gain loss of hair,2.0,High Blood Pressure,2009
Metoprolol Tetrate,The medication has helped my abnormal heart rhythm but i'm having feelings of depression.,4.0,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,The problem is that it makes my nose stuffy,4.0,High Blood Pressure,2009
Metoprolol Tetrate,"Dizziness, memory loss, very tired.",1.0,High Blood Pressure,2009
Metoprolol Tetrate,"very low energy, dizzy, constipation and   dry-blurred vision",2.3,Heart Attack,2009
Metoprolol Tetrate,It is difficult to have to cut small pills in half and remember to take each half exactly 12 hours apart.,2.3,Heart Attack,2009
Metoprolol Tetrate,"I started taking this medicine four months ago and it made my hair fell out, gave me swollen ankles, headache/dizziness and drowsiness. I can't put up with these side effects when I have three children to care for.  To make matters worse, I learned that this drug should not be taken if you have a history of asthma. I had childhood asthma and dont want it ever again.  I spoke with my doctor who changed the medicine.",2.3,High Blood Pressure,2009
Metoprolol Tetrate,breathing,1.7,Chronic Heart Failure,2009
Metoprolol Tetrate,Prescribed 1/2 25mg pill twice per day.  Would be nice if there were a 10mg pill to avoid the pill cutting...,3.0,Ventricular Rate Control in Atrial Fibrillation,2009
Metoprolol Tetrate,"Drug can cause nightmares, but this is not mentioned in the drug information.  Found on WebMD with a search for nightmares!",4.7,High Blood Pressure,2009
Metoprolol Tetrate,"My dr put me on this med because I have irregular heart beats, heartrate of 115+, and I have mitral valve prolase and regurgitation. This medicine is horrible! I am so tired it is unbearable, I have numbness in my feet and my left hand, sore throat, low bp, and extremely low pulse (43). I am hopefully going to stop this med today as I am so dizzy especially when I stand up, that I feel like I'm going to pass out.",2.0,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"Back in Jan 09 I was diagnosed with frequesnt PVC's. (preventricular contractions)I started with 1/2 pill (12.5 mg), then 1/2 in Am and PM, then whole in AM, 1/2 in PM,...at present 2 whole in AM, 1 whole PM. This all started Jan.09 and it's May 09. Each change involves about 5 weeks before the dose gets changed. I've been extremely frustrated with the results. There has not been a day that I have not had PVC's. They might be less strong but not by much. I take the meds faithfully yet still wonder why I bother. I see a cardiologist and am told that although it is bothersome it's not going to kill me.  If it's not going to work for me then I may as well just live with the palps since I'm still getting them anyways. I don't really want chemicals in my body that are not doing any good. i know this drug works very well for some patients but for me it's not doing its job.  Read More Read Less",3.3,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,I began taking 1 pill twice a day but was so fatigued that the doctor cut back to 1/2 pill twice a day but now I'm being weaned from this medication because I have had an extreme allergic reaction with:  large purple skin blotches  a psoriasislike skin rash all over my body  no taste  have lost 10 pounds  dry mouth  feel weak  low energy  weak]  trouble sleeping,1.7,High Blood Pressure,2009
Metoprolol Tetrate,Extreme lowering of blood pressure,1.7,Hypertrophic Cardiomyopathy,2009
Metoprolol Tetrate,I've been on this med for only three weeks now but it' much better than the atenolol I had been on.,3.7,Other,2009
Metoprolol Tetrate,"I have taken Metoprolol for well over 8 yrs for PVCs (palpitations).  I was having thousands everyday.  Tried other beta blockers that caused me to have HAs and sluggish. Have had no appreciable side effects with Metoprolol, however after reading these comments, I have to wonder about this constant tinnitus and neutral and/or negative thinking pattern.  I take 50 mg twice a day and if I skip a dose, PVCs remind me that I have forgotten dose.  (Twice a day dosing is hard for me to remember).  I also drink at least 2 liters of water every day and not by choice, but have symptoms of dehydration (eg, excessive sweating & very hot).  I don't know if it is just coincidence that many of us share common symptoms or if it really is the medication causing some of the side effects.  I had thousands of strong PVCs every day without this medication, and they really get frightening.  I am not willing to give it up.  My total cholesterol has gone up 20 pts since stating as well.Read More Read Less",4.3,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"Got Toprol XL as part of my drug regimen after a stent placement three years ago. Not getting the side effects that most are complaining of, but it does make me feel SLOW. Tends to zone me out and I still get angina. My BP is down but it historically was low before the stent anyway. My Doc has reduced the dosage but I can't tell how well it's working.",2.7,Angina,2009
Metoprolol Tetrate,On this for a temporary fix until a surgical procedure can be done to fix my problem. Absolutely hate it...always tired but can't sleep. Feet and legs tingling at night drives me insane.  Can't wait to get off of this stuff.,2.7,Ventricular Rate Control in Atrial Fibrillation,2009
Metoprolol Tetrate,"Took after a stent was put in, caused loud ringing in my ears, was driving me insane.",1.7,Heart Attack,2009
Metoprolol Tetrate,"I had a stent. This is part of recovery even though I've never had high BP or heart rate. WOW. Blurred vision, dizzy, and I thought I was getting fat.  I'm off this med my next doc visit.  I'll take my chances!",1.7,Myocardial Reinfarction Prevention,2009
Metoprolol Tetrate,went off this medication what can be the side effects,1.3,Other,2009
Metoprolol Tetrate,"i have been on this medication for 5 days and i feel horrible. flu like symptoms after 2 days, horrible diarrhea and stomach pain. im calling my doctor today to get it switched. i was also taking the generic toprolol before it was recalled and had no problem with it. i would not recommend this medication for anyone.",1.7,High Blood Pressure,2009
Metoprolol Tetrate,my husband is on this med. I read most all of the reviews and he has most all the side effects most of them. we don't know what to do  he also is a diabetic and has high blood pressure.,1.0,Other,2009
Metoprolol Tetrate,"I've been taking this about 6 months. Was switched from Atenenol. I was prescibed for 125+ heart rate.I have been sooo tired, unmotivated, burning tingling in feet/body, blurred vision, not able to sleep well and urinating frequently at night. I have also gained weight after losing quit a few pounds, although I can attribute that to lack of energy, I think. I was on lipronosil(?), but quit it to see if that was the problem. Symptoms still there but not as bad.   I have tried stopping but had to continue as my heart started racing and blood pressure went up. I am also on blood thinner, wafarin, as I am a blood clot factory. I have noticed people with like symptoms wanting to switch to a different medicine. My question ""Did you find another med that did not cause these symptoms and what was it?""Read More Read Less",2.7,High Blood Pressure,2009
Metoprolol Tetrate,I am only 33 and just started this med due to my heart racing at times. It seems so far to work ok but after reading this horrible side effects from other people Im leary,4.0,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"After trying a number of different meds that all gave me the scatchy thoat side effect in the worst way, I have been on this for about a year. Except for the weight gain (15 lbs since I started), I am pretty much side effect free. Seems like I am one of the lucky ones.",3.7,High Blood Pressure,2009
Metoprolol Tetrate,I started taking this once a day and the pharmacy said they were changing to 2x a day.  Since taking this medication. I have noticed that I keep gaining weight 30 pounds. bad leg cramps at night. I walked a block to the subway and my left leg was hurting so bad.  I have never been this tired before in my life. I made an appt with Doc on monday to stop this.,2.3,High Blood Pressure,2009
Metoprolol Tetrate,Have to take 100 mg twice daily to slow atrial-fib.,2.7,Chronic Stable Angina,2009
Metoprolol Tetrate,this medicine is horrible..i feel like i have the flu alot..i still have chest pain and it doesnt help much with dizziness and i feel like my heart is racing..i want off it...,2.3,Chronic Stable Angina,2009
Metoprolol Tetrate,"I am very thankful for this website and to learn that I am not going insane from taking this drug.  I have experienced nightmares, fluttering in my chest, weight gain, fatique and overall feeling really bad since I started taking this drug 6 wks ago due to not being able to get the generic of Toprol XL due to the recall.  I had my Dr. prescribe the regular Toprol XL and have been back on it for two days with remarkable improvement already.  I would not recommend this drug for anyone!!!!!!!",2.0,Involuntary Quivering,2009
Metoprolol Tetrate,"Wow!  Seems like I'm not the only one who is tired all the time, can't sleep, has gained weight, has nightmares, leg cramps, gas, almost uncontrolled bowel movements, etc.  All this and I only take a 25 mg pill at night.  I must admit though, it has helped with my irregular heart beat, so I don't know what to do about continuing with this med.",4.0,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"Started taking the medication after a hospitalization for kidney stone and my blood pressure went from normal to 182/102.  Side effects I noticed after 6 weeks were lethargy, severe leg cramps during the night, could not quench my thirst, constant headache, blurred vision and had decreased energy level and tired all the time.  Prior to taking this med, I had lots of energy and was very motivated.  It did lower my blood pressure somewhat but not enough to continue its use.  My Doctor started me on another med that should have less side effects.Read More Read Less",3.3,High Blood Pressure,2009
Metoprolol Tetrate,i have gained 50 lbs in the last year and the only thing different is my cardio dr started me on this med! how can a bp med make you gain weight? I think i am definetly calling my dr on this one!!!!!!,2.7,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"IM A 25 YR OLD FEMALE WITH HYPERTHYROIDISM, THIS DRUG WAS GIVEN TO ME BECAUSE OF MY RAPID HEARTBEAT, I WENT TO SEE THE CARDIOLOGIST YESTERDAY AND HE TOLD ME THAT HE IS CUTTING MY DOSE FROM 100MG TWICE A DAY TO 50MG TWICE A DAY AND EVENTUALLY WEANING ME OFF OF THE MEDICATION, HE TOLD ME THAT IS WHAT MAKING ME GAIN 25LBS OF THE 75LBS THAT I LOST.  ALSO THAT IS WHY I FEEL SLUGGISH AND TIRED CONSTANLY.  SO ITS ONLY BEEN A DAY BUT I WILL LET YOU KNOW WHEN IT COMES DOWN TO BEING OFF OF IT THAT IF THAT WAS MOST OF MY PROBLEMS ARE FROM.Read More Read Less",2.3,Other,2009
Metoprolol Tetrate,"I have been using this medication for almost 1 year.  It works for me, but the pill is so small that it is hard to cut in half.  I take half in the morning and half at bedtime.",3.0,Heart Attack,2009
Metoprolol Tetrate,"My bp was always elevated at the doctor's office as I have serious white coat syndrome.  I take my bp at home with a wrist monitor and it's always lower.  I have very large arms so I always ask in the doctor's office to use the proper size sleeve but often they use one that is too small and it reads higher.  I recently went to the ER with a high bp and racing pulse that woke me up in the middle of the night.  I had the complete battery of tests which all came back normal but they gave me 50 mg of lopressor in the ER.  It took awhile to get my pulse down from 120+ to the 90s.  I was prescribed 25 mg of metoprolol tartrate generic.  The first two weeks I took the pill right at bedtime and it was great.  I slept well and woke up feeling refreshed which was a pleasant change from waking up with a rapid heartbeat.  Doc thinks I am anxious and suffered a panic attack when I came into ER.  After 2 weeks, I noticed that an hour after taking the pill, I experienced terrible restless legs and insomnia.  For three nights this happened and it was horrible.  I finally was able to sleep after about 5 hours of laying in bed with RLS.  I also was waking up twice a night to urinate which didn't happen before.  I am going to try to take the 25 mg in the am with breakfast for a change.  I tried to take it the very first day with b'fast but it made me very sleepy.  Now that it's in my system, I am hoping it works better.  If not, I will call doc office next week and see if she will try something else.  My bp now ranges in the 90s to 120 over 50 to 80.  Pulse now ranges between 50 to 90 at the top end.  My pulse used to stay in the upper 90s to 105 resting.  Read More Read Less",4.3,High Blood Pressure,2009
Metoprolol Tetrate,"I was on Lisinopril for my HBP when I had heart attack symptons, and a partially blocked carotid artery was found. Dr's put me on metoprolol 25mg 2x daily to help lower bp and heart rate even more, but after 1 wk I opted out with the cardiologist and primary care doctors consent. I was fatigued, very short of breath, wheezed with every breath, had frequent urination, and had to sit down to rest after walking 25-30 ft. The FDA must have had their power turned off the day they tested this drug.",2.3,High Blood Pressure,2009
Metoprolol Tetrate,"I have been on this med for over 1 wk and I hate it.They switched me 2 this b/c toprol is no longer available.I don't feel ""here"", very out of it.Constant headaches, fluttering in my chest,pain on the left side of my neck.As soon as I can I'm switching medicine.",2.0,High Blood Pressure,2009
Metoprolol Tetrate,"I have been on this medication since a quadruple-by-pass surgery, sept. 2006, and as yet have found no problems.    I see many people have experienced some bloating, gas and other discomfort, so I guess my system can tolerate this medication OK.  No complaints.",4.0,High Blood Pressure,2009
Metoprolol Tetrate,"This is my second hbp medicine, first one made me feel like I had the flu all the time.  Stayed on it a month symtoms got worse.  Called Dr. TOLD her I wasn't going to take it any longer.  She put me on this medicine been on it a week now.  Gas, bloating BAD...diarea and tired... I'll give it a few more weeks but if the symptoms don't stop or get worse I'm going to call Dr. and tell her I'm not taking it any longer. What choice does she have but to try me on a different hbp medicine.       One thing I've learned over the years medicine affects everyone different. Doctors hear so many complants they don't listen unless you make them listen. I just tell them I'm not taking it anymore and why they seem to listen to that.      I believe in the quality of life if a medicine makes you feel as bad as what I've been reading about this medicine it's not worth it.        I'll keep tring a new medicine till I find one my body can handle. (Everyones body is different just like some people are allergic to peanuts or shelled sea food if they eat one it will kill them.    Read More Read Less",2.0,High Blood Pressure,2009
Metoprolol Tetrate,"I had 150/100 at one point.  I am a 32 year old man. I have gained about 10 pounds since I have started it.  I started it a month ago. It has controled my bp mostly. Sometimes it goes to 130 but, mostly it is very good.  No real dizziness or being more tired than normal.  I will have to say though I also had hernia surgery the day I started the medication so, the weight gain could be from it.  I definitely have bloating from it.  its not that comfortable but, I will start working out and we will see if any of these go away.Read More Read Less",3.7,High Blood Pressure,2009
Metoprolol Tetrate,"OMG!!!! I am glad I am reading some of the comments. THE GAS, swollen ankles,runny bowels, FEELING TIRED AND JUST PLAIN ZONED OUT and crazy. I TAKE 50 MG IN THE MORNING AND 50 MG IN THE EVENING. I CAN'T AFFORD TO GAIN ANY MORE WEIGHT. I AM TRYING TO LOSE! I WAS TAKING TOPROL XL 100MG BUT WHEN I TRIED TO GET IT FILLED THE PHARMACY SAID THERE WAS A RECALL! I CALLED MY DOC BUT HE WAS NOT AVAIL. DOC ON CALL CALLED IN THIS MED AND I CAN'T WAIT TO GET OFF OF IT. WHY DO WE HAVE MEDS THAT MAKE US FEEL WORSE?? Read More Read Less",2.7,High Blood Pressure,2009
Metoprolol Tetrate,caused tingling and numbness in hands and feet. had to switch to something else,2.3,High Blood Pressure,2009
Metoprolol Tetrate,"tired, impaired vision",3.3,High Blood Pressure,2009
Metoprolol Tetrate,"im 22 and suffered a mini heartattack in march 08 ive been on this med since then. on july 25 2008 i had open heart surgery to replace my mitral valve. ive gained 30 lbs since october. i thought it was just lack of exercise, but after reading some of these comments about weight gain, im def goin to go talk to my cardio dr. ive had no other side affects tho",4.3,High Blood Pressure,2009
Metoprolol Tetrate,"I was currently prescribed this medication, for high BP, but after reading the previous reviews, I am opting not to try this & call my doctor for another medication with less side effects (if there is one). Thanks to those who filled me in on this terrible med!  I wish you all the best of health!",1.0,High Blood Pressure,2009
Metoprolol Tetrate,"Muscle aches, overall tiredness except for day to day activities.  I do feel out of breath when I do more than my normal routine.  Stamina is lower.  Feels like your power cells are drained all of the time.  Overall, it has done what it was prescribed to do.  I'm ready to move on to the next level of healing and get back to feeling like ""me"".",4.3,Ventricular Rate Control in Atrial Fibrillation,2009
Metoprolol Tetrate,"I have been on this drug for five years and I told the V.A. doctor about my weight gain and can feel my heart racing at night,then I have to take another pill to get back to sleep.I do not recomend this drug at this time.",2.0,High Blood Pressure,2009
Metoprolol Tetrate,"First, my father takes this medication 25mg once a day after he had 2 heart attacks within 2 weeks. I have high BP and I take Hyzaar 50mg/12.5 once a day with this medication that I take twice a day.  At first, both medications kept my blood pressure under control but I have since lost 15 pounds.  Now I am petrified especially at night!!!  I have anxiety attacks, numbness in my left hand, shortness of breath, sweats, and can't sleep.  Sometimes I have headaches because my BP is too high.  Sometimes, I feel pressure in my throat especially while I am walking for cardiovascular exercise.  I am afraid I am going to cause my self to have an heart attack!! My feet and ankles swell even after I exercise for 30 minutes.  I have lost weight but I suspect I won't after a while because I believe this medication will go into reverse affects like the rest of you have experienced.  I am glad to know I am not alone.  I am really scared and will call my Dr.  tommorow and beg to get off of this.  I am a separated parent right now and I can't live with this medical fear!!!  I am afraid!!! Read More Read Less",3.0,High Blood Pressure,2009
Metoprolol Tetrate,"Took for 6 mos.  Tired from the beginning; difficult to exercise, always without normal energy.  No other known side effects.  Just two weeks ago changed to another medication and already feel more like my normal self.",3.7,Heart Attack,2009
Metoprolol Tetrate,failure to control and give a constant heart rate,3.0,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"I'm takeing this for A-fib and high blood pressure. Have been on it for about 8Yrs. At first there were very few side affects. But over the years I have gained 60 lbs. and can't get it off. Also have lots of gas, tiredness, brain going in netural alot, joint aches. V.A. does not have any other drugs to try.",3.3,Abnormal Heart Rhythm,2009
Metoprolol Tetrate,"i'm 25 and i've been taking this med for three years now and at first it seemed to be working but now i'm just not right. i'm tired all the time, i barely eat, i have terrible headaches and well i have been sent to like 5 doctors for every i'm going through but it looks like after reading what everyone else is going through that it just might be this little pill i've been taking. if anyone has any advice i'm all ears.",1.7,High Blood Pressure,2008
Metoprolol Tetrate,"Yes, this medicine does cause things like excess gas and Terrible Absent-mindedness, but thus far it has kept A Fib pretty well under control.  After 44 hours of it last Jan, at age 56, it's great to not be in that condition today.       Our only disappointment is that I didn't regain as much strength as most other A Fib patients do.",4.3,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,"What the heck is going on with this medication?!  NEVER have I had to deal with GAS from a high blood pressure medication!  But, the most ANNOYING side effect from this medication is perspiration!  Wait.  Wrong.  I shouldn't label it 'PERSPIRATION'.  That is too gentle a word for it.  And just MENTIONING the word 'SWEAT' is too minor a way to handle this catastrophe of facial and neck sweat. 'MAJOR TRIBUTARIES OF SWEAT FORMING ALL OVER MY FACE AND NECK, DUE TO MASSIVE AMOUNTS OF SWEAT EMITTING FROM THE PORES OF MY OVER-WORKED AND FREAKED-OUT SKIN.' is a much more realistic way of putting it.  I have never before experienced such bodily mayhem from such a teensy, tiny pill in my entire life!  I had to carry around a washcloth from my linen closet just to be prepared to wipe away all the sweat from my face and neck! There has GOT to be a medical word in one of your medical encyclopedia's that can adequately describe what I experienced this evening, at the 'hands???' of this evil pill!  This is one of those pills you innocently ingest at the instruction of your physician -- only to be left wondering halfway through the ride of the pill that you're wanting to shout to the world, ""Let me off this ride!!! Please! I'll even pay you money if you point me to the exit!"" -- does my physician hate me or something?       Read More Read Less",2.0,High Blood Pressure,2008
Metoprolol Tetrate,"I have tried nine different bp meds and in 3-5 days experience the same side effects of arthalgia and myalgia and now with metroprolol i have these and SOB and chest pain,diarrhea,gas and I feel ""wrong""  does anyone else have the joint and muscke pain from blood pressure meds???",2.7,High Blood Pressure,2008
Metoprolol Tetrate,"Diziness, Heart feels as if it is swelling or tightning up causing breathing difficulty. Also causes pulse to race to the point that I am afraid that I am going to pass out. I have also gained weight on this drug, am tired, short of breath and have a cough that is ongoing. I feel that I do need to get the VA to change this medication.",2.3,High Blood Pressure,2008
Metoprolol Tetrate,After four days of taking this medication (one half pill in the morning and one half pill in the evening) I feel a swelling in my chest which makes it hard to breath and my heart rate (in Bed) dropped to 36 bpm.  I don't know if I should continue taking it or stop and hope my heart rate returns to normal.,2.3,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,"been taking it about 3yrs. headache when i miss a dose. persistent cough that seems worse but may not be from drug.  BP was never that high but was also on the pill. ob-gyn thought i should use other contraceptive she was afraid of stroke, primary doc said there was no problem continuing the pill as bp was under control.  who do i believe? i changed my contraception",4.0,High Blood Pressure,2008
Metoprolol Tetrate,it lowered my blood pressure to 141  to 150/ 65/ 59,4.7,High Blood Pressure,2008
Metoprolol Tetrate,"After experiencing my 1st heart attack, I was placed on metoprolol to slow down the heart and to control or lower my blood pressure.  Six days after taking this drug, I was back in the hospital with a 2nd heart attack resulting from coronary artery spasm as a result of this drug.  My doc prescribed calcium channel blocker instead and I have done fine since...the doc said I was allergic and he felt it was the cause of the artery spasms",1.7,Heart Attack,2008
Metoprolol Tetrate,I take glimepirde.lipitor with tuis med. I can't seem to lose any Wt. i think i will try salba. I'm 67 with bad legs so don't tell me to run,4.3,High Blood Pressure,2008
Metoprolol Tetrate,I was put on this drug after my heart attack.  I cant lose weight because of this and the other meds that I am on.  This is depressing.  I cant live on salads 24/7 like the dr wants me to.  I have been taking this almost 5 years after my heart attack and stent implant.,4.7,Heart Attack,2008
Metoprolol Tetrate,"I've been taking 4 years. It helps keep my  heart rate low & along with lisonopril keeps  my BP in line. But, did gain 25 lbs., & have trouble sleeping.",4.0,Heart Attack,2008
Metoprolol Tetrate,"I am now 1 crabby A-hole.if  i try to walk i tip over,alot. I can't eat but i have gained 10 lbs in the last month.the bad part is i eat 1 small salad 3 times per week and thats it.",2.0,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,"I have gained 20 lbs. I have a hard time taking a deep breath and feel like I have a band around my ribs...also, have trouble sleeping..",1.7,Heart Attack,2008
Metoprolol Tetrate,"I got on this sight to see if my side effects were my imagination, or if others had experienced the same.  I'm not crazy!  I have gained a significant amount of weight, feel tired all of the time and have terrible aching in my joints.  I will certainly contact my cardiologist about this now.",3.0,Mitral Valve Prolapse Syndrome,2008
Metoprolol Tetrate,"I have been on this medicine for a couple of years.  It has lowered my blood pressure some, but also has left me with side effects.......ankle swelling, severe body pain, and lightheadedness.  After reading the reviews from the listed patients, I am contacting my doctor and asking him if I can be on a different medication.  The doctor claims the medicine doesn't cause some of the pain I am experiencing, but after reading the reviews of people with similar side effects, I can't believe they don't exist.  My husband is also on this medication and he has severe edema in both legs up to the groin.  He's had all kinds of tests.......MRI, ultra sound, cat scan, x-rays, etc. and they all come back normal. I think his medication is causing his problems too.  Being weined off of this for awhile will tell the story, and I will write again after the results come in to see if it was our problem.  Read More Read Less",3.0,High Blood Pressure,2008
Metoprolol Tetrate,"iam experiencing swelling in my lower legs,ankles and feet.",2.3,High Blood Pressure,2008
Metoprolol Tetrate,I had first thought I was having a heart attack and went to the hospital.  They did an ekg and said I was having an anxiety attack and gave me the metoprolol and ativan and lorazepam to calm me down.,5.0,Anxious,2008
Metoprolol Tetrate,"I have been on this since mar 08. I have gained 50 pounds and can't get it off. Twica a day 25mg. It has stopped the flutters but side effects include increased thirst, ibs returned, anxiety (smoking again). Told my dr about weight (209 at 5') and he gave me Phentermine to lose weight. I have been on this for 2 months and lost 6 lbs. will try to talk to him again but not having ins. holds me from going in more than I do. Hope this helps",3.7,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,"It works. I can't say anything bad about that. My blood pressure is back to normal but the side effects are terrible! I have gained 20# since starting this medicine, my digestive system has never been right since then and I am like a zombie when I take it. I have to take it at night before I go to bed or I am in a trance.",4.0,High Blood Pressure,2008
Metoprolol Tetrate,I take this pill morning and evening with Captopril and it has not kept my blood pressure very much lower,2.3,High Blood Pressure,2008
Metoprolol Tetrate,"I use it for ACS and it was controlling my Hypertension for a while, until it quit. It works excellently for my Tachyarrythmias!",5.0,Myocardial Reinfarction Prevention,2008
Metoprolol Tetrate,"I started using this medication following quintuple bypass open heart surgery in 2005. I also use lisinopril. I was not happy with the results at first but experimented with the doseages until I came up with a regimine that worked for me. I have my own blood pressure monitor and used it twice daily to check results. I wouldn't recommend this method for evertone as this requires patience. I finally settled for what ammounted to half the dose of each med taken twice daily. This resulted in less side effects and an eventual bp of 115 over 60 and a pulse of 60, varying by a few points up or down. This was done on my own iniative, my cardiologist is not aware of the changes I made. The problems I had at the beginning were not the fault of the medication, it was the doseage which he was too stubborn to change.Read More Read Less",5.0,High Blood Pressure,2008
Metoprolol Tetrate,"Could this drug be causing my sodium level to drop below normal?    Dizzyness, seizer like passing out spells nausia, low heart rate and dehydrationwhen the sodium drops.",3.7,High Blood Pressure,2008
Metoprolol Tetrate,This mediction has helped the high blood pressure.  But I have a on going caugh along with sleepless nights. weight gain and mood changes (not like me),3.7,High Blood Pressure,2008
Metoprolol Tetrate,"Have been on the drug for several years. However, recently I have been getting dizzy  after taking pill.  I do better when I take it later in the day rather than early AM.  My BP is not as stable as it was even thougb  I am at a good weight and doing at least an  hour of exercise daily.  My has recently increased the doseage and that may account for the dizzyness.",3.7,High Blood Pressure,2008
Metoprolol Tetrate,"I HAVE LEARNED THAT I HAVE A SMALL HEART MURMUR AND HAVE BEEN HAVING HEART ""FLUTTERS"" FOR ABOUT 5 YRS. I WOULD HAVE AN IRREGULAR HEART BEAT ALOT DURING THE DAY OFEN AS MUCH AS 10. I WAS PRESCRIBED THIS MED AND IT HAS WORKED SO WELL! I DONT EVEN HAVE ANY HEART PALPITATIONS ANYMORE. I FEEL WONDERFUL NOW! ALTHOUGH I AM WANTING TO HAVE ANOTHER BABY SOON I DON'T THINK IT WILL BE SAFE TO TAKE THIS MEDICATION FROM WHAT RESEARCH I HAVE READ. I AM GOING TO SPEAK WITH MY DOCTOR ABOUT THIS VERY SOON.",5.0,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,"I have had high BP since I was 18, I have a MurMur which takes on a life of its own on occassion, I've been a slue of different meds & out of all the side effects -I'll gladly take wierd dreams & work out at the gym like a mad woman because I know its for the better good. Its beats the last drug I was on which caused a dry cough all day long, really screwed up speechs and movie night.",4.0,Mitral Valve Prolapse Syndrome,2008
Metoprolol Tetrate,"In my early days of HBP, this drug saved me. It was the only one I could tolerate and it took over a month to get used to. However, once I got used to it and the side effects went away, I felt like a new person! It was amazing. Unfortunately, after many years of not monitoring my HBP, I suffered a mini stroke. But it was my own fault not the medication. Now I'm taking Lisinopril which is fine and I monitor.",5.0,High Blood Pressure,2008
Metoprolol Tetrate,The drug keeps my heart rate low and steady. Sometimes makes me drowsy and lethargic. I am hoping the drug will allow my heart to heal so I may return to work.,5.0,Heart Attack,2008
Metoprolol Tetrate,"31 male just diagnosed with high blood pressure by doctor don't understand why, pressure is 130 over something, ""prehypertension"" not high blood pressure but i need to take meds?  Pressure several years ago 140 over something, before reading comments, took one pill tonight and my last.....don't want the side effects like everyone else.....sticking to my plan not the corporate doctor structure of killing myself with side effects....want to know how i dropped 10 points on blood pressure without drugs....I cycle and mountain bike....3 to 4 times a week...good for my heart and no side effects....have eaten bad for last years and exercise still helped me lower pressure, exercise...exercise.....now my next step.....eat well.....I am ready God!Read More Read Less",1.0,High Blood Pressure,2008
Metoprolol Tetrate,"I am disturbed by the negative comments related to this drug.  I had an episode of atrial fibrilation coming out of surgery.  This condition was accompanied by a long history of hypertension.  This drug worked quickly to control both the high blood pressure as well as the fibrilation.  I have been taking it in the 25mg dose for three weeks with none of the side effects related here.  This drug has worked very well for me.  In fact, I forgot to take my AM meds yesterday and my heart rate went over >109 bpm, after taking my meds my heart rate went down to <70 bpm.Read More Read Less",5.0,High Blood Pressure,2008
Metoprolol Tetrate,I'm surprised by the people this drug hasn't worked for. I have not experienced any ill side effects and my blood pressure is very controlled. I do not have the frequent urination accept for the first 2-3 days I was on the medication. I've been in out now for about 6 months and I'm feeling better than I have in a very long time.,5.0,High Blood Pressure,2008
Metoprolol Tetrate,i feel tired and dont like taking this medication. ive been on it for two weeks and i feel tired all the time. i have had some wierd dreams since i have started taking this medication but no nightmares. i was given a 30 day supply and am conserned that i will be on high blood preasure medication the rest of my life.,2.7,High Blood Pressure,2008
Metoprolol Tetrate,i had a 5 way by pass but i never had any pain my problem was short of breath when iroad my bike for long distances. before i had my by pass my dr. first looked at stets which he said couldn't work.  this med was perscribed and i don't know why. i have been taking it for a little over a year and i wouldn't know what it is supposed to do until i read this.  i haven't been short of breath since i had mh operation,3.0,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,In the last two years my bp has gone from controlled to wildly out of control. The VA has me on 100MG of Metoprolol Tartrate for more then 2 years. None of this has helped. I keep getting worse.,2.3,High Blood Pressure,2008
Metoprolol Tetrate,"I am 37 years old and experienced a heart attack last year.  I have been on this med since Feb. 5, 2007.  Within this time I have experienced fatigue, depression, nightmares, gas, my legs and ankles swell all the time and I have gained about 50 pounds.  I am going to make an appt. with my doc and have him take me off this drug.  Especially after reading the other reviews and see that others are experiencing similiar side effects.",1.0,Heart Attack,2008
