title,description,age_rating
Rang Maza Vegla,A betrayal tears apart Deepa and Kartik’s marital life. But destiny plays its cards as the twins Deepika and Kartiki join hands to reunite their parents.,U/A 13+
Marvel's Jessica Jones,"When a tragedy ends her career as a superhero, Jessica opens her own detective agency, which seems to attract cases involving people who have special abilities.",U/A 16+
The Passion,"The Passion tells the story of the last week in the life of Jesus from three points of view - the religious authorities, the Romans and Jesus himself.",U/A 16+
Vanthaal Mahalakshmiye,Mahalakshmi and Ravindar Chandrasekaran share some special moments from their wedding. Join the newly-weds for an exciting celebration with our Vijay TV stars.,U/A 13+
Ogo Nirupama,Beauty lies in the eyes of the beholder. But not in Nirupama's case when she gets married to a charming Abir. Will the marriage ever survive their differences?,U/A 13+
ATK Season Preview,The season preview brings to you all you need to know about how ATK is gearing up for the fifth season of the Hero ISL,U
Kabhi Aise Geet Gaya Karo,Take a break from your hectic schedule to enjoy the little things in life. The Chaudhary family's adventures and misadventures will make you love yours more!,U
Little Britain USA,"Two men, dozens of outrageous characters feature in this comedic exploration of the modern American society from, comedians Matt Lucas and David Walliams.",U/A 16+
Le Panga,Join in on the journey of all the teams,U/A 13+
"Makar Sankranti - Tyohaar Ek, Rang Anek",Watch your favourite Star Parivaar clans celebrate the joyous festival of Makar Sankranti and Lohri in their own colourful ways.,U/A 7+
Night of the Champions,Catch up on all the news related to Vijender Singh's bout at Night of the Champions,U
Shop Class,"A new competition series featuring teams of young builders, tasked with designing, building and testing unique creations.",U
Diya Aur Baati Hum,"Sooraj, a loving husband and a self-made man from a traditional family helps his ambitious wife, Sandhya achieve her dreams of becoming an IPS officer.",U/A 13+
Gustakh Dil,"Laajo, a simple girl from a village becomes the third wheel in her own marriage, when her husband Nikhil can’t get over his lover Ishana.",U/A 13+
PKL Journey 2019 Telugu,Here's a recap of the seasons gone by in VIVO Pro Kabaddi,U
Inside Pixar,"A documentary series of personal and cinematic stories that provide an inside look into the people, artistry, and culture of Pixar Animation Studios.",U/A 7+
Kaali - Ek Agnipariksha,"Set in Ghaziabad, young Rachana aspires to make it big in badminton when she encounters the powerful Keshav Thakral and life takes a turn for the worse!",U/A 13+
Seedha Saadha With Sadhu,"Watch this birthday special, celebrating the life and work of Sadhu Kokila, renowned comedian and a multi-talented personality of Kannada film industry.",U/A 7+
Kanaa Kaanum Kaalangal - Reunion,Do you miss Kanaa Kaanum Kaalangal? Here's your chance to catch up with the stars of one of the most successful TV series as they reunite!,U
Anupama,"Despite the many challenges thrown her way, Anupama begins a new chapter of her life post-divorce. Head held always high, what's waiting for her next?",U/A 13+
Fleishman Is In Trouble,"Left with his two kids after a divorce, 41-year-old Toby Fleishman must learn how to juggle parenting, the world of app-based dating and his career.",A
Kora Pakhi,"Raised by tribals, Amon aspires to be a journalist. After a chance encounter with city-bred Ankur, can she trace her roots while making a name in the big city?",U/A 13+
Badai Bungalow,"Join Kalabhavan Navas and Arya on your favourite chat show, as they bring along some hilarious skits, phenomenal interviews, and a guaranteed dose of laughter.",U/A 7+
The Newsroom,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.",U/A 16+
The Cannes Connection,"From exclusive celeb interviews to sizzling red carpet looks, Anupama Chopra gives a complete rundown of Cannes Film Festival directly from the French Riviera.",U/A 13+
Paakashaale,"A platform for amateur cooks to learn from experienced chefs, enjoy the magic of combining simple ingredients with tasty dishes in this cookery show.",U
Durbar Night,Durbar Night is a cultural event that promises to keep you entertained and enthralled.,U/A 7+
Road To The World Cup 2018 Hindi,Catch all the build up ahead of the Hockey World Cup 2018,U
Connexion,Connexion is a Kannada reality show on Suvarna. The game show requires the contestants to solve clues based on pictures and find the connection between them.,U/A 13+
Dancing Stars,Twelve celebrity couples compete against each other in a series of challenges to win the grand title. Are you ready for the ultimate dance battle?,U/A 13+
Asianetinte Manimuthu,"Asianetinte Manimuthu is a Malayalam reality show on Asianet. This special show is a tribute to late actor Kalabhavan Mani, hosted by actor Jagadeesh. Watch full episode of Asianetinte Manimuthu on Hotstar.",U
Drushti,"The happy Rathod family gets entangled in the clutches of an evil witch. With lives at stake, will they ever escape from her bewitching and life-draining braid?",U/A 13+
Pick Of The Litter,Pick of the Litter documents the ups and downs of an adorable group of six dogs through their quest to become guide dogs for the blind.,U/A 7+
Black Monday,A group of newcomers strive to take advantage of Wall Street's perilous situation and overcome the institution's veteran operators.,A
ISL Daily Highlights,Watch the best moments of the matches in ISL,U
Mind Masters,"Watch former cricketer and founder of MFore S Badrinath host world-class sportsmen, capturing various aspects of sports, mind skills, challenges and successes of these men and women. Don't miss the opportunity to gain insights from the best who have done it on the big stage",U
Best of ATK Wins,Relive the best wins of ATK in the Hero ISL,U
The Cannes Special,Watch Anupama Chopra interview the hottest stars and most talented filmmakers at the Cannes Film Festival 2015.,U/A 7+
Kya Qusoor Hai Amla Ka?,"Amla, a gang rape survivor decides to fight for justice with the help of none other than one of her own perpetrators, who chooses to stand by her.",U/A 13+
Wyatt Cenac's Problem Areas,Comedian Wyatt Cenac examines a wide range of social and cultural problems facing Americans.,U/A 16+
Saraswatichandra,"In this classic tale of love and heartbreak, Saras and Kumud are soulmates who are repeatedly denied the joy of being together. Will fate bring them together?",U/A 13+
Suvarna Comedy Gangs,"Eighteen contestants. Twelve comics. Six teams, including one with girls only. Look nowhere but here, glued to your chair, and enjoy this laugh riot!",U
John From Cincinnati,A peculiar stranger's arrival changes the lives of a legendary but dysfunctional surfing family in a Southern California border town.,U/A 16+
Kumkumapoovu,"Believing her father's lies, Jayanthi gets convinced to marry another person. What happens when she crosses paths with her illegitimate daughter, Shalini?",U/A 13+
Silicon Valley,"The series follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",A
Bluey,"Bluey is an inexhaustible six year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures.",U
Jhalli Anjali,"A coming-of-age story of Anjali, whose world revolves around Angad. When he breaks her heart, watch her set out to discover a new self.",U/A 13+
Hamari Deevrani,"An abandoned Bhakti marries into the Nanavati family unaware of their dynamics. Reluctant at first, the five elder daughters-in-law accept her as their own.",U/A 13+
Formula E: Unplugged,"Formula E: Unplugged is an exciting, emotional and no-holds-barred 6-episode series, accessible and appealing to new fans with the kind of unprecedented access and unseen footage that will keep existing fans hooked. It takes viewers ‘behind the scenes’ for an honest and unflinching look at people at the coal-face; the drivers, team principals, the CEOs who all strive, struggle, succeed and fail over the course of the race season",U/A 13+
Disney Stuck In The Middle,Harley Diaz comes from a family with seven kids and is stuck right in the middle! She must learn to navigate the challenges of her not-so-average-sized family.,U/A 7+
Star Jodigal,Get ready for an fun-filled weekend filled with mind-blowing performances! Eight jodis battle it out to celebrate love in a grand and joyous way.,U/A 16+
Six,"One murder. Six mistresses. All suspects. Battling hidden motives and pure emotions, can investigator Ruhana solve the complicated homicide of Kashish Sura?",U/A 16+
Inspiring India 2018,Watch the panel discussion with Indian Olympic legends focussing on landscapes of Indian Sports on hotstar,U
Ultimate Table Tennis 2019 Highlights,Follow up on the high points of Ultimate Table Tennis 2019,U
Cinemaa Awards,"Cinemaa Awards is a Telugu awards show on Maa TV. This is one of the most prestigious awards ceremony which honours the artistic and the technical excellence of the Telugu Film Industry. Watch full episodes of Cinemaa Awards online, on Hotstar.",U/A 13+
Manasuna Manasai,"Here's a tale of two couples who are as different as chalk and cheese, but destiny gets them entangled in a complex relationship.",U/A 13+
Aaj Derby,"A special feature on derby days covering the Kolkata Derby fever, with inputs from current and former players",U
Moguds vs Pellams,Sreemukhi hosts a funtastic face-off between Maa couples to decide the best entertainers of the evening. Get ready for electrifying performances and much more!,U/A 13+
Monsters at Work,Tylor Tuskmon graduates top of his class from Monsters University and arrives at Monsters Incorporated to begin his dream job as a Scarer… or not.,U/A 7+
Yes Or No,Time to root for your favourite stars! A unique game show where two celebrities battle it out along with 128 common people to win the ultimate jackpot.,U/A 16+
Indranilimayil ONV,A special musical event in the honour of poet and lyricist ONV Kurup. Relive some of his mesmerising creations.,U/A 7+
Neeli,Watch young Sanvi's dead mother Divya come like an angel to protect her daughter from her new stepmother and other evils in life.,U/A 13+
Among the Stars,NASA Astronaut Captain Chris Cassidy and the NASA team take on the challenges of space exploration.,U/A 7+
Lagnachi Bedi,Raghav chooses his promise over his love and marries Sindhu. How will this relationship built on a compromise stand the test of time?,U/A 13+
Aai Kuthe Kaay Karte,"When Arundhati, a middle-aged housewife realises that her family takes her for granted, she sets out to make a second innings. Will she succeed?",U/A 13+
Baahubali 2 Movie Special,"Baahubali - The Conclusion is the keenly awaited sequel of the blockbuster Telugu film Baahubali - The Begining. The film stars Prabhas, Rana Daggubati, Anushka and Tamannaah, is directed by SS Rajamouli and its music is by MM Keeravani. Watch the full episode of Baahubali - The Conclusion Movie Special online on Hotstar.",U/A 13+
Sapna Babul Ka... Bidaai,"A story of two sisters, Sadhana and Ragini. Though not related by blood, they share an unbreakable bond that is tested time and again!",U/A 13+
Mexico Untamed,"The distinct and colourful landscape of wild Mexico reveals the drama and charisma of the iconic inhabitants, which is fuelled by the instinct of survival.",U/A 7+
Mouna Raaga,"A heartwarming tale of an unwanted girl child, who faces the wrath of the family that wanted a boy.",U/A 13+
Geethanjali,Geetha and Anjali are classmates but are rivals of each other. Their life takes a turn when their divorced parents Rahul and Priya get married.,U/A 13+
Kaadhale Kaadhale,Your favourite host Archana is back to make Valentine's Day a lot more fun! Real-life couple Arya and Sayyeshaa join the reel and real couples of Star Vijay.,U/A 13+
Fastest Family First,"It is not just about how much you know, but how well you know your family member or partner. Get ready with your family for the buzzer!",U/A 7+
Adavari Matalaku Arthale Verule,"Adavari Matalaku Arthale Verule is a Telugu comedy show on Maa Gold TV. It's about a man caught between the many demanding women in his life. One day, there is a divine intervention!",U/A 13+
Star Kids - Daddy Daddy O My Daddy,Vijay TV stars and their adorable tiny tots are here for a special gathering with fun games and much more. Entertainment guaranteed!,U/A 13+
Called to the Wild,"Following in the paw prints of incredible canines, modern human-dog teams are challenged to compete in an epic adventure race!",U/A 7+
Asianet Comedy Awards,"Asianet Comedy Awards is a Malayalam award show on Asianet Plus. A mega event, to felicitate the comedy kings of Mollywood, with entertaining performances by your favourite artists. Watch full episodes of Asianet Comedy Awards online on Hotstar.",U/A 7+
Quarry,"Mac Conway, a Marine who returns home to Memphis from the Vietnam war finds himself shunned by those he loves and demonized by the public.",A
The Imagineering Story,"Given unprecedented access, Academy Award-nominated filmmaker, Leslie Iwerks, leads the viewer on a journey behind the curtains of Walt Disney.",U
Jodi Fun Unlimited,Get set for some unlimited fun as celebrity couples compete against each other in this dance reality show. Which celebrity will you be rooting for in the show?,U/A 13+
Manasicha Chitrakaar Toh,"Vihaan, a loving husband and a self-made man from a traditional family helps his ambitious wife Tejaswini achieve her dreams of becoming an IPS officer.",U/A 13+
KBD Juniors Qualifiers 2018/19 Hindi,Watch the juniors aim for glory in the city Qualifiers,U
Radha Krishna,"A soulful retelling of Radha and Krishna's story that stood the test of time to become the epitome of eternal love, friendship, romance and sacrifice.",U/A 13+
Jai Bhawani Jai Shivaji,"They fought beside him, fought for him and fought against him. Witness the heroic tales of Shivaji Maharaj’s warriors, whose sacrifices built Swarajya.",U/A 13+
Ek Veer Ki Ardaas - Veera,"Can a brother be a mother too? Meet Ranvijay, Veera’s brother who shares an unbreakable bond with her and nurtures her like a mother would.",U/A 13+
Nam Manne Gombe,"In this special episode, Star Suvarna actors visit their fans and celebrate Dasara with them. Also, enjoy a visit to Mysuru, noted for its Dasara celebrations.",U/A 13+
ISL Unlock,"A pre-season show featuring all the 11 clubs playing Hero ISL 20-21. The show covers each team's history in ISL, last season's performance and current season's transfers",U
Hidden,"Handan, a single mother of three, is envious of the luxurious lives she sees on social media. However, her life takes a turn when she meets a mysterious couple.",U/A 16+
Saheber Chithi,"On the verge of downfall, superstar Saheb meets a naive postwoman Chithi, who unexpectedly becomes his guiding light. Will it mark a new beginning for Saheb?",U/A 13+
Maggie,"Maggie, a psychic, struggles with the future when she begins to see glimpses of her own destiny.",U/A 13+
Growing Up,"An innovative hybrid docu-series that explores the challenges, triumphs and complexities of adolescence through ten incredible coming of age stories.",U/A 13+
Inside The D 2018,"Watch Inside the D, the new magazine show on field hockey on hotstar",U/A 13+
Work In Progress,"Abby, a 45-year-old self-identified fat, queer dyke from Chicago, finds a vibrantly transformative relationship when she starts dating a younger trans-man.",A
Mahakumbh,"Unaware of being one of the seven saviours, Rudra resents the Garuda mark on his body. However, he realises his true identity and the secret of Mahakumbh.",U/A 13+
Sadda Haq - My Life My Choice,"Sanyukta battled the male-dominated society and became a mechanical engineer. With love as the only hurdle, can she fulfil her dream of Mission Mars?",U/A 13+
Kundo Phuler Mala,"An accident leaves Ghungur with no memories of her identity. With only a kind stranger by her side, she begins a new phase of her life.",U/A 13+
KBD Superhits 2017,"Watch the best contests, performances from the 2017 edition of the Pro Kabaddi League.",U
India From Above,"This two-part series showcases the beauty of India through its natural wonders, fascinating people, and diverse cultures from soaring heights.",U/A 7+
Anmol Hai Tu - Nayee Soch Ko Salaam,A Women's Day celebration. Bollywood beauty Huma Qureshi hosts this special show honouring the women achievers and their inspiring stories.,U/A 13+
Aaron Stone,A teen becomes a real-life version of a crime-fighting video-game character and battles thugs who are trying to take over the world.,U/A 7+
Kabaddi World Cup 2016 Superhits,Relive some of the best action from the Kabaddi World Cup 2016,U
Epic Adventures with Bertie Gregory,"Part wildlife, part adventure show; follow the escapades of a young Explorer as he travels the world capturing extraordinary footage of wild animals.",U/A 7+
Deshiyapuraskarathode Marakkar,"Mohanlal, Priyadarshan and Antony Perumbavoor chat candidly about creating their National Award-winning masterpiece Marakkar: Arabikadalinte Simham.",U
Daya,She is the epitome of mercy and bravery. She is a crusader for justice who always questions what is not right. She is like no other. She is Daya.,U/A 13+
Kalisi Unte Kaladu Sukham,"Sometimes even selfless love and affection is not enough to bind a family together. Old in age but young at heart, this story is of free-spirited Geethamma.",U/A 13+
Total KBD- Season Preview 2019,"Get up to speed with the teams, their compositions, potential partnerships and more ahead of PKL 7",U
"Sumo Do, Sumo Don't","Ryota Moriyama, a senior at Kyoritsu University, joins a crumbling sumo club, endures Honoka's strict training methods and starts to recruit other members.",U/A 13+
Sofia The First,"Sofia, an adventurous little girl becomes a princess overnight after her mom marries the king.",U
11 - B,"The series revolves around four best buddies Chandru, Priya, Abi and Amrish from class 11 B. Join them and reminiscence the unforgettable school life.",U/A 7+
PariWar,"A loving father who misses his wayward quarrelsome children will stop at nothing to make sure they come home, and Kashiram Narayan knows just the right tricks.",U/A 16+
Football United - Marina Machans Special,"Catch up on the week's action on two-time ISL champions, Chennaiyin FC!",U
Ammaku Teliyani Koilamma,"When Shakuntala finds her mother, Neeraja, and learns about the violent circumstances of her birth, she is ready to wreak vengeance on all who harmed Neeraja.",U/A 13+
Parivar Party,"Energetic performances, dazzling acts and a fun-filled evening. When the Suvarna family gets together to celebrate the year gone by, entertainment is guaranteed.",U
Stumped,Star Sports' experts face off in a trivia battle about cricketing facts and their respective teams,U
Deva Shree Ganesha,"Vakratunda, Vinayaka, Vighnaharta and many more are his names. Watch the mesmerizing story of Mahadev and Parvathy's son, Sree Ganesha.",U/A 13+
A Black Lady Sketch Show,"Set in a limitless magical reality full of dynamic, hilarious characters and celebrity guests, the series is a non-stop parade of famous faces.",U/A 16+
Perry Mason,"In booming 1932 Los Angeles, a down-and-out defence attorney takes on the case of a lifetime.",A
Disney Kirby Buckets,"Welcome to Kirby's world! It's rude, crude, and totally sketchy. On his adventures Kirby is joined by his animated characters, coming off the page and interacting with his world.",U/A 7+
Ramulamma,Ramulamma is a Telugu drama aired on Maa TV. Ramulamma and Rudramma are poles apart and are tested all the time. Watch them battle with their destinies to come out triumphant.,U/A 13+
Lovecraft Country,Atticus Freeman joins his friend Letitia and his Uncle George to embark on a road trip across 1950s Jim Crow America in search of his missing father.,A
The Simpsons,"SHOW ON BREAK- NEXT EPISODE ON 20TH FEB. Homer Simpson is not a typical family man. As a nuclear-plant employee, he does his best to lead his family but often finds that they are leading him.",U/A 13+
Ennenno Janmala Bandham,"Yash loves his daughter, Khushi, but fails to express himself. Vedaswini adores the kid, which makes Yash envy her. Can Khushi bring these lonely hearts closer?",U/A 13+
Primal Survivor,"Join survival instructor Hazen Audel as he tackles some of mankind’s most rigorous journeys, relying on skills learned from native inhabitants.",U/A 13+
Total KBD Raid On Hindi,Experts review all the action from VIVO Pro Kabaddi 2018,U
"Doogie Kamealoha, M.D.",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,U/A 7+
Kulaswamini,"A staunch believer of Renuka Devi, the sweet Aarohi marries into the Deodar household. Surrounded with the family's deadly secrets, she turns to divine help.",U/A 13+
Disney Insider,"SHOW ON BREAK. Disney Insider peels back the curtain of The Walt Disney Company like never before, taking viewers behind the movies, theme parks, destinations, and more.",U/A 7+
Captain V. P. Sathyan Specials,"Captain V. P. Sathyan Specials is a Malayalam reality show on Asianet. Catch all the action from the audio launch event of this upcoming Malayalam biographic film starring Jayasurya. Watch full episode of Captain V. P. Sathyan Specials online, streaming on Hotstar.",U
Single Ponnunga - Ladies Special,Eight super-talented and eligible bachelorettes of Start Vijay compete in various challenges to win the coveted title of 'Murattu Single'. Get set for a fun battle!,U/A 13+
Swabhimaan - Shodh Astitvacha,"Dreamy-eyed middle-class Pallavi comes from a remote village. Shantanu has a poor opinion about such ambitious women. However, fate makes them cross paths.",U/A 13+
Yuva,Yuva is a Telugu crime show on Maa Gold TV. Yuva showcases real teen crime cases from all over the country. This show is to help the youth to be aware and safe.,U/A 16+
Yashasvi Bhava 2018 Hindi,Watch the rise and belief story of Yashasvi Jaiswal on hotstar,U
Star Maa Ugadi Specials,"Glitz, glamour and breathtaking performances! Silver-screen and Maa TV stars come together to welcome the new year with this grand celebration.",U/A 13+
Mane Aduge,"Talented chef Savitha Krishnamurthy shares recipes and cookery secrets from various parts of India. Add a celebrity into the mix, and the show gets spicier.",U
Trackers,"Trackers weaves three adrenalized storylines together in Cape Town exposing a violent conspiracy involving organized crime, state security and the CIA.",U/A 16+
Marvel Comics The Incredible Hulk,A nuclear scientist is afflicted with the tendency to change into a powerful green monster under stress.,U/A 7+
Mahabharatham,"The legendary rivalry of the Pandavas and Kauravas culminates in Kurukshetra as this epic war, driven by the sharp strategies of Krishna, the master puppeteer.",U/A 13+
Marali Manasagide,"A promise to his dying mentor has duty-bound Vikranth marrying his daughter, Spandana. Will Vaishnavi, his love, accept his sacrifice?",U/A 13+
The Book of Boba Fett,"No longer just a hired gun, Boba Fett reinvents himself on Tatooine alongside Fennec Shand.",U/A 7+
Baakiyalakshmi,"When Baakiyalakshmi embarks on a journey to find her identity after divorce, she is weighed down by new responsibilities. Can she successfully forge her own path?",U/A 13+
Kumkuma Puvvu,"Amrutha's estranged daughter, Anjali, returns with a new identity to fulfil her father's last wish. Will she get a chance to protect her mother from her woes?",U/A 13+
Handy Manny,Handy Manny's repair shop is full of characters ready to fix any problem in Sheet Rock Hills.,U
Kaal Bhairav Rahasya,Heirs of Kanakgarh's Royal family don't survive beyond the age of 30. Will Veer and his lady love Archana free the family from the 150-year-old curse?,U/A 13+
Kanne Kalaimaane,A tragic accident gives a new identity and family to Raghu aka Ram. What will happen when his blind wife Banu and daughter Tamilmathi cross paths with him?,U/A 13+
Teen Do Paanch,"Vishal and Priyanka's lives turn upside down when they end up adopting three kids. With another surprise on the way, can they survive all the madness?",U/A 13+
Seethakaathi Specials,Join a fun filled chat with the cast and crew of Tamil movie Seethakaathi starring Vijay Sethupathi in lead.,U
Kerala Cafe,Kerala Cafe is a Malayalam reality show aired on Asianet. This cookery show is specially for people with a sweet tooth. It also introduces the viewers to many confectionery delicacies. Watch all the latest and full episodes of Kerala Cafe streaming on Hotstar.,U/A 7+
Vijay Natchathira Kondattam,A fun filled event with glittering performances by Vijay TV stars.,U/A 13+
Mohor,"Life brings Mohor, a headstrong student to an influential college professor Shankha. Always at loggerheads, will they find support in each other?",U/A 13+
Vijay Pongal Specials,Pongalo Pongal! Join your beloved Vijay TV stars as they celebrate the harvest festival with invigorating performances and special events.,U
Vikram Specials,The cast and crew of Kamal Haasan's action thriller Vikram have come together once again! Join them for the music launch event and some candid conversations.,U
Remote Survival,Two Average Joes are thrown into a desolate location with their lives in the hands of two survivalists Alex Coker and Cliff Hodges.,U/A 13+
The World According to Jeff Goldblum,Jeff Goldblum pulls on the thread of a deceptively familiar object to unravel a world of astonishing connections with fascinating science and history.,U/A 13+
Suvarna Comedy Uthsava,"They may have left us, but their humour still makes us laugh. Celebrities come together to honour legendary comics of the Kannada industry with host Sushma.",U/A 13+
Civil Servant,A young and ambitious secret service agent learns the rules of the international spy game but will have to overcome authority when his country is under attack.,U/A 16+
It's Complicated: Relationship Ka Naya Status,"Watch Niki, Jo and Urvashi try to figure out the opposite sex, and in the process forge friendships with Maddy, Rocky and Bappa.",U/A 13+
Holi Hai…Life OK Hai 3,"Celebrate the festival of colours with Arjun Kapoor, Elli Avram, Rithvik Dhanjani and many more TV stars in this spectacular and vibrant show.",U/A 7+
Pro Kabaddi Superhits,Relive the best action from Pro Kabaddi Season 4,U
Kidari Isai Vizha,"Be a part of Kidari's music launch and watch the cast, led by Sasikumar, spill beans from the sets of the film and talk about their experiences.",U
Onaveyilil Thaarathumpikal,Onaveyilil Thaarathumpikal is an Onam special Malayalam reality show on Asianet. Anchor Rajesh visits the sets of Vanambadi and Karuthamuthu to find out how the stars celebrate Onam despite their busy schedules. Watch full episodes of Onaveyilil Thaarathumpikal online on Hotstar.,U
Anurager Chhowa,"A story of love conquering prejudices, Surjyo and Deepa discover each other’s real beauty and form an eternal bond despite forces trying to keep them apart.",U/A 13+
Nakalat Saare Ghadle,"In the remake of serial ‘Ye Hai Mohabbatein’, Neha and Pratap are brought together by destiny and their love for Pari, Pratap’s daughter from his ex-wife.",U/A 13+
American Dragon: Jake Long,A teenage slacker is given the ability to turn into the American Dragon and defends all mythical creatures that secretly reside in the human world.,U
Vivo PKL 2017 Champions,Watch how Patna Pirates secured a third consecutive PKL title.,U
Traitor,"A disgruntled official at the Ministry of Defence in Estonia, driven by personal gain, becomes an agent for Russian intelligence when Estonia joins NATO.",U/A 16+
Debadidev Mahadev,"In this mesmerizing story of Lord Shiva and his avatars, witness Shiva as a sansarik or a householder.",U/A 13+
Mem Bou,"Carol, a young woman of foreign origin comes to India in search of her roots. Sparks fly when she meets Kaustav, who is an orthodox Bengali.",U/A 13+
Potol Kumar Gaanwala,"Follow the journey of a young singing prodigy, Potol, who comes to the big city on her own to find her father.",U/A 13+
The Bombay Velvet Club,"Koffee time host Karan Johar, stirs up a storm with his Bombay Velvet colleagues Ranbir Kapoor, Anushka Sharma and Anurag Kashyap.",U/A 13+
Kasthooriman,"Instead of doubling their joy, birth of their twins made Kavya and Jeeva part ways. Will the little angels be able to reunite the once-happy couple ever again?",U/A 13+
Dheere Dheere Se,"Tragedy follows a grieving widow Bhawana as she navigates through the hardships of life. In pursuit of a better future, she must brave against the odds.",U/A 13+
Aar Ya Paar,"When the modern world's greed destroys his idyllic tribal existence, a valiant archer becomes a deadly assassin to get even.",U/A 16+
Party Chedam Pushpa,Sudheer hosts your beloved Maa entertainers for an electrifying party with exciting performances. Get ready to laugh out loud!,U/A 13+
Shob Choritro Kalponik,"When Kuhu plans her parents’ anniversary party, little does she know that her life is about to change. Watch this carefree girl blossom into a mature woman.",U/A 13+
Savdhaan India - F.I.R.,Honest and brave police officers are out to investigate tough cases and nab twisted criminals across the nation. Zurm ka bura time shuru!,U/A 16+
Andal Azhagar,Andal and Azhagar's love story goes through an emotional roller-coaster after there is a clash between the two families. Will their love withstand the tests?,U/A 13+
Ajab Parivaar Ke Gazab Awards,"Thoda sweet, Thoda savoury! This Diwali, revisit cherishable moments of Star Parivaar as Gunjan and Raavi present quirkiest awards to your beloved characters.",U/A 7+
Baahubali 2 Aarambam,Get your popcorn! The cast of Baahubali: The Conclusion add to all the fun and excitement at this pre-release event of the Prabhas film.,U
Comedy Stars Dhamaka,The comedy kings are here with their rib-tickling acts to entertain you on weekends. Large doses of laughter guaranteed!,U/A 13+
Bless The Harts,"A Southern family, the Harts, struggles for status and wealth, not realizing they're already rich in friends, family, and laughter.",U/A 16+
My Family,Tragedy befalls a seemingly happy man when his young daughter is kidnapped.,U/A 13+
Naatupura Sangamam,"Join Star Vijay celebs to celebrate the cultures and traditions of our villages in a fun, entertaining way.",U/A 13+
One for Change,"Celebrate inspirational, trailblazing, changemakers from India who are working towards preserving the Earth, to leave a more sustainable planet for the future.",U/A 7+
Bingo! Comedy Adda,"Watch your favourite celebs, and stand-up comedians share their Tedhe moments with host Varun Sharma, tickling the audience’s funny bone.",U/A 13+
MasterChef Australia,Top Australian chefs judge passionate home cooks who participate in competitive culinary challenges to develop their cooking skills and win the title.,U/A 7+
Me Honar Superstar,"A second chance for the gifted singers who could not make it big. Who will win over judges Rahul Deshpande, Adarsh Shinde, and Mrinal Kulkarni?",U
Don't Do Don't Do,"Don't Do Don't Do is a Malayalam game show on Asianet Plus. It will have you rolling with laughter, as your favourite small screen stars open up through various interesting games. Watch full episodes of Don't Do Don't Do, on Hotstar.",U/A 13+
Animals Gone Wild with Jaaved Jaaferi,"Learn the wildness of animal behaviour with the inimitable Jaaved Jaaferi, who gives us a peek into their bizarre and fascinating world.",U/A 7+
Kiranmala,A warrior princess sets out to reclaim her family's honour. Follow Kiranmala's fascinating tale of righteousness and bravery as she takes on the evil Katkati.,U/A 13+
Race to the Centre of the Earth,"An extreme competition following four groups of adventurers, each starting from different corners of the earth, as they race to win the $1 million prize.",U/A 7+
A Death in Texas: Candy,"Candy Montgomery is a 1980 housewife and mother who did everything right—good husband, two kids, nice house. However, her desire for freedom has deadly results.",A
Happy Valentine's Day,"It's the season of love, and our small-screen couples have gathered to celebrate Valentine's Day with some special performances.",U/A 7+
Prema Tujha Rang Kasa,"All is fair in love and war, can have disastrous consequences. Host Gashmeer Mahajani, presents real crime stories, of betrayal, one-sided love and obsession.",U/A 16+
Hushaar Karnataka,This crime fiction show strives to create awareness among people about the crime happening in and around their neighbourhood.,U/A 16+
Henry Hugglemonster,"Welcome to Roarsville, where Henry Hugglemonster is always getting into roarsome adventures. With monster hugs and family fun, Hugglemonsters always find a way!",U
Dugga Dugga,"Feeling neglected by Lord Shiva in Kailash, Devi Durga comes to a house looking for peace. But the feud between the two families residing there drives her nuts.",U/A 13+
Darkwing Duck,"Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family.",U
Ee Holi Ki Taggadeleh,"Celebrate the festival of colours with your favourite small screen stars. Get set for some dazzling performances, hilarious games and loads of entertainment!",U/A 13+
Dol Utsaber Mohamilon,"Arjo, Charu, Abir and Nirupama come together to celebrate Holi! Do not miss the singing, dancing and a fashion show with a special showstopper.",U/A 13+
Funny Or Die Presents,This sketch comedy provides an anything-goes forum for young artists and features special guest stars in roles that aim to push the envelope.,A
Earth Moods,"Escape everyday life with Earth Moods. Viewers relax and reset as they travel to blue glaciers, swirling dunes, bustling cities and lush rainforests.",U/A 7+
Life of Secrets,"Mustafa Kuzgun, lives a modest, happy life with his family. However, when a dark secret from his past resurfaces, his once uncomplicated world is turned upside down.",U/A 13+
Ajith Best Moments,"Follow the journey of the immensely popular and suave Ultimate Star Ajith, and catch up with the cast of his latest hit film Yennai Arindhaal.",U
Little Demon,"A mother and her Antichrist daughter are constantly thwarted by monstrous forces, including Satan.",A
Aragini 2,"Vikramaditya, an arrogant business magnate crosses paths with a happy-go-lucky Padmavathi. Soon, they realise that they cannot live without each other.",U/A 13+
